col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,All
,Helen Gym,Justin Diberardinis,Erika Almirón,Isaiah Thomas,Adrián Rivera-reyes,Katherine Gilmore Richardson,Allan Domb,Derek S Green,Deja Lynn Alvarez,Eryn Santamoor,Ethelind Baylor,Beth Finn,Ogbonna Paul Hagins,Fernando Treviño,Asa Khalif,Sandra Dungee Glenn,Hena Veit,Willie Floyd Singletary,Latrice Y Bryant,Fareed Abdullah,Joseph A Diorio,Billy Thompson,Vinny Black,Edwin Santana,Mark Ross,Wayne Allen,Bobbie Curry,Devon Cade,Wayne Edmund Dorsey,Sherrie Cohen,Rochelle Bilal,Malika Rahman,Jewell Williams,Larry King Sr,All
Helen Gym,25,787,729,659,535,445,403,452,382,359,366,186,117,97,89,95,67,53,49,36,31,22,26,18,19,13,17,10,7,0,842,371,270,53,All
Justin Diberardinis,,25,446,400,264,157,184,213,133,245,230,68,40,41,43,33,16,9,18,18,26,23,22,10,10,11,4,6,2,0,494,224,94,38,All
Erika Almirón,,,1,340,307,117,54,106,224,140,307,99,24,44,60,48,20,2,22,21,3,4,9,8,3,7,4,6,2,0,508,212,37,13,All
Isaiah Thomas,,,,1,140,280,246,258,44,96,213,29,12,29,41,17,14,5,17,21,10,5,2,12,8,7,2,5,1,0,317,150,191,18,All
Adrián Rivera-reyes,,,,,5,80,71,85,305,131,138,85,107,59,54,33,20,52,18,20,8,18,9,12,7,4,7,7,4,0,419,176,32,27,All
Katherine Gilmore Richardson,,,,,,1,252,283,66,117,23,70,20,38,17,41,18,6,24,12,7,12,5,4,9,5,9,9,4,1,191,95,188,22,All
Allan Domb,,,,,,,14,265,45,127,13,26,18,25,16,20,7,11,9,11,28,14,16,6,14,9,8,6,5,0,152,90,206,29,All
Derek S Green,,,,,,,,1,75,127,25,33,22,17,21,15,5,2,9,11,8,9,8,3,8,4,8,4,0,1,207,79,178,16,All
Deja Lynn Alvarez,,,,,,,,,5,62,122,52,89,44,38,31,24,50,24,18,6,6,7,8,4,8,2,4,3,0,306,131,32,14,All
Eryn Santamoor,,,,,,,,,,4,36,70,21,52,19,36,22,6,20,15,6,11,8,4,3,4,6,7,2,0,241,132,29,20,All
Ethelind Baylor,,,,,,,,,,,0,23,8,5,16,15,6,2,10,6,1,1,3,4,0,5,0,0,0,0,271,68,15,9,All
Beth Finn,,,,,,,,,,,,1,18,18,29,48,31,7,24,12,9,8,8,6,4,2,7,3,3,0,131,75,25,16,All
Ogbonna Paul Hagins,,,,,,,,,,,,,1,23,8,7,14,38,4,9,2,3,6,4,4,3,3,2,3,0,101,48,12,11,All
Fernando Treviño,,,,,,,,,,,,,,0,9,5,8,5,10,6,3,4,3,10,5,4,4,1,2,0,67,58,10,11,All
