col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,City Commissioners - Democrat,,,,,,,,,,,,,All
,Helen Gym,Allan Domb,Katherine Gilmore Richardson,Derek S Green,Eryn Santamoor,Isaiah Thomas,Justin Diberardinis,Adrián Rivera-reyes,Deja Lynn Alvarez,Beth Finn,Erika Almirón,Willie Floyd Singletary,Joseph A Diorio,Fernando Treviño,Ogbonna Paul Hagins,Sandra Dungee Glenn,Billy Thompson,Hena Veit,Mark Ross,Vinny Black,Ethelind Baylor,Bobbie Curry,Latrice Y Bryant,Asa Khalif,Fareed Abdullah,Wayne Allen,Edwin Santana,Devon Cade,Wayne Edmund Dorsey,Sherrie Cohen,Lisa Deeley,Omar Sabir,Kahlil Williams,Marwan Kreidie,Annette Thompson,Jen Devor,Luigi Borda,Dennis Lee,Carla Cain,Warren Bloom,Robin Trent,Moira Bohannon,Lewis Harris Jr,All
Helen Gym,29,753,566,485,374,445,330,235,186,175,190,137,94,115,121,109,71,86,47,36,77,37,42,40,41,24,23,28,23,0,843,465,223,200,155,162,96,91,91,59,68,53,19,All
Allan Domb,,71,447,502,365,359,289,93,55,133,85,44,125,67,21,84,91,49,65,51,26,46,15,30,32,33,35,33,35,0,700,358,178,70,111,120,98,90,68,95,89,39,30,All
Katherine Gilmore Richardson,,,2,389,211,343,133,48,33,99,105,17,51,66,10,85,32,40,25,20,32,30,28,19,13,13,12,9,9,0,482,293,121,40,98,97,29,40,47,28,30,36,9,All
Derek S Green,,,,8,148,370,175,42,24,44,35,24,34,18,11,15,30,9,16,20,36,18,14,23,18,20,14,9,8,0,437,301,120,39,46,45,43,35,32,33,25,18,12,All
Eryn Santamoor,,,,,9,78,191,69,64,89,102,31,38,100,20,59,28,38,28,21,11,20,20,14,12,15,15,12,14,0,292,95,158,64,82,130,47,47,44,44,31,30,10,All
Isaiah Thomas,,,,,,3,143,41,27,23,62,23,30,15,10,23,19,17,10,9,54,9,19,26,22,10,11,11,9,0,362,308,104,39,33,39,41,20,27,11,23,11,15,All
Justin Diberardinis,,,,,,,10,36,24,55,56,11,48,30,7,36,18,21,24,24,31,14,7,8,10,8,11,11,12,0,226,58,124,40,44,81,68,41,32,29,24,18,12,All
Adrián Rivera-reyes,,,,,,,,5,166,51,52,117,27,56,108,17,29,21,12,14,13,7,15,17,12,11,24,8,11,0,206,126,49,155,35,22,36,23,21,16,8,16,2,All
Deja Lynn Alvarez,,,,,,,,,6,36,35,105,23,43,101,16,16,21,8,9,9,9,22,18,7,8,15,4,5,0,148,113,35,101,31,19,23,20,17,9,9,15,4,All
Beth Finn,,,,,,,,,,5,59,9,52,24,10,68,36,33,30,14,13,24,18,16,10,13,9,14,15,0,160,31,34,33,74,46,26,30,47,32,30,29,3,All
Erika Almirón,,,,,,,,,,,2,4,15,69,10,48,11,22,6,12,28,6,18,13,6,4,7,3,3,0,95,38,98,24,43,82,25,10,23,18,20,20,6,All
Willie Floyd Singletary,,,,,,,,,,,,1,25,17,91,4,30,7,5,10,6,13,15,9,11,6,3,6,5,0,109,92,18,82,16,6,17,25,7,7,10,5,6,All
Joseph A Diorio,,,,,,,,,,,,,2,25,12,12,48,17,24,24,5,29,15,2,2,12,15,21,17,0,109,32,16,30,28,24,48,46,18,22,23,12,8,All
Fernando Treviño,,,,,,,,,,,,,,3,10,8,15,10,11,8,4,6,10,5,11,7,19,6,5,0,61,43,69,35,16,57,29,18,8,10,8,12,4,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,,2,3,12,17,3,4,3,5,7,5,3,2,4,3,3,0,89,72,15,79,10,6,6,12,9,6,2,4,2,All
Sandra Dungee Glenn,,,,,,,,,,,,,,,,0,18,26,10,7,10,10,17,9,7,9,5,0,7,0,109,21,30,11,50,31,9,13,33,13,17,17,7,All
Billy Thompson,,,,,,,,,,,,,,,,,0,10,22,16,6,28,5,3,11,17,6,10,14,0,74,32,23,22,24,12,21,46,13,15,20,7,11,All
Hena Veit,,,,,,,,,,,,,,,,,,0,9,8,9,9,10,8,9,3,1,11,5,0,77,17,14,22,38,11,9,18,22,13,10,5,1,All
Mark Ross,,,,,,,,,,,,,,,,,,,0,9,2,18,7,5,1,10,4,5,9,0,43,12,12,9,22,19,11,21,12,26,15,4,8,All
Vinny Black,,,,,,,,,,,,,,,,,,,,2,1,11,7,6,9,5,3,11,3,0,46,26,20,4,13,9,9,16,12,8,13,11,2,All
Ethelind Baylor,,,,,,,,,,,,,,,,,,,,,1,1,6,10,7,7,4,2,4,0,48,37,24,10,7,16,17,7,9,4,8,4,4,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,2,7,3,3,10,2,10,5,0,49,7,12,4,19,12,10,24,12,15,17,1,7,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,,,,0,14,13,6,8,5,4,0,36,30,22,14,20,9,4,12,9,6,10,9,5,All
Asa Khalif,,,,,,,,,,,,,,,,,,,,,,,,0,23,3,8,4,1,0,35,39,34,7,24,4,5,4,10,1,4,5,4,All
Fareed Abdullah,,,,,,,,,,,,,,,,,,,,,,,,,0,6,4,7,4,0,24,39,28,7,22,1,5,10,8,2,3,3,4,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,3,5,0,27,14,19,6,13,9,6,19,6,7,8,2,9,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,6,0,21,18,15,10,10,9,9,10,5,7,3,5,10,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0,36,11,15,6,7,7,9,18,6,5,4,4,3,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,25,12,12,3,4,4,8,12,5,10,8,6,6,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
Lisa Deeley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,385,73,96,115,53,53,48,44,29,38,20,6,All
Omar Sabir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,46,70,13,4,9,12,7,7,3,9,5,All
Kahlil Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,13,23,85,18,11,10,5,13,10,11,All
Marwan Kreidie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,8,5,12,14,5,7,3,5,0,All
Annette Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,11,5,7,22,14,15,6,3,All
Jen Devor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,13,13,10,9,12,7,All
Luigi Borda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,17,11,6,3,5,4,All
Dennis Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,13,13,4,6,All
Carla Cain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,8,9,2,All
Warren Bloom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,4,5,All
Robin Trent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,4,All
Moira Bohannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,All
