col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,division
,City Commissioners - Democrat,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Omar Sabir,Lisa Deeley,Marwan Kreidie,Kahlil Williams,Annette Thompson,Dennis Lee,Carla Cain,Lewis Harris Jr,Luigi Borda,Robin Trent,Warren Bloom,Moira Bohannon,Jen Devor,Joshua Roberts,Sherman Toppin,Cateria R Mccabe,Carmella Jacquinto,Anthony Kyriakakis,Jennifer Schultz,Henry Mcgregor Sias,Craig Levin,Jon Marshall,Terri M Booker,Kendra Mccrae,Leon Goodman,Tiffany Palmer,Wendi Barish,James C Crumlish,Beth Grossman,Nicola Serianni,Laurie Dow,Vicki Markovitz,Chris Hall,Kay Yu,Robert Trimble,Janine D Momasso,James F Berardinelli,Gregory Weyer,All
Omar Sabir,30,396,56,53,20,24,10,5,2,4,6,2,3,508,344,328,297,299,151,291,137,111,66,62,80,55,59,63,51,50,40,36,32,20,17,20,13,9,All
Lisa Deeley,,10,29,29,30,5,12,2,1,2,2,0,0,412,315,310,287,292,115,279,73,54,39,40,40,43,51,45,44,31,31,33,14,14,13,11,6,5,All
Marwan Kreidie,,,11,4,5,4,3,0,8,1,0,0,0,97,11,12,16,9,114,6,82,66,7,13,9,7,20,21,13,20,12,8,9,1,15,7,5,3,All
Kahlil Williams,,,,9,12,10,7,6,4,2,1,2,1,49,36,39,28,19,32,17,29,29,39,41,34,41,17,13,22,23,16,19,22,23,11,8,10,8,All
Annette Thompson,,,,,6,1,3,4,5,5,1,2,0,21,18,15,32,10,49,7,18,19,17,25,20,31,18,11,29,23,20,15,10,13,10,4,8,5,All
Dennis Lee,,,,,,7,4,3,5,1,2,1,0,21,49,50,17,14,11,6,9,12,53,14,18,12,16,10,13,16,13,13,4,7,11,6,8,4,All
Carla Cain,,,,,,,0,1,0,3,1,0,0,14,10,9,15,4,24,5,5,4,8,11,8,13,16,6,10,10,13,10,4,8,3,6,4,2,All
Lewis Harris Jr,,,,,,,,1,0,1,1,0,1,13,6,4,4,4,8,4,3,15,14,10,5,6,1,4,5,5,9,3,7,4,4,2,5,4,All
Luigi Borda,,,,,,,,,1,1,0,0,0,3,3,2,10,2,10,1,5,1,6,9,8,4,8,13,4,8,3,5,4,3,8,3,4,4,All
Robin Trent,,,,,,,,,,0,0,1,0,5,6,3,5,2,7,2,2,3,8,9,6,7,5,4,3,4,6,6,2,3,3,3,4,1,All
Warren Bloom,,,,,,,,,,,0,0,1,4,6,8,4,3,2,3,1,1,5,4,5,4,2,0,5,4,3,6,1,1,1,1,2,0,All
Moira Bohannon,,,,,,,,,,,,0,0,3,1,2,5,2,1,2,1,2,2,3,2,2,5,1,4,2,4,2,1,0,0,1,0,1,All
Jen Devor,,,,,,,,,,,,,0,3,0,0,3,0,3,1,0,1,0,1,3,0,0,0,4,3,3,1,0,2,0,0,0,1,All
Joshua Roberts,,,,,,,,,,,,,,15,325,307,279,296,117,300,109,106,41,32,44,25,34,47,34,38,25,21,14,5,21,7,16,9,All
