col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,All
,Helen Gym,Allan Domb,Isaiah Thomas,Katherine Gilmore Richardson,Eryn Santamoor,Derek S Green,Justin Diberardinis,Adrián Rivera-reyes,Deja Lynn Alvarez,Beth Finn,Erika Almirón,Joseph A Diorio,Willie Floyd Singletary,Fernando Treviño,Sandra Dungee Glenn,Ogbonna Paul Hagins,Billy Thompson,Vinny Black,Mark Ross,Fareed Abdullah,Asa Khalif,Hena Veit,Edwin Santana,Latrice Y Bryant,Ethelind Baylor,Bobbie Curry,Devon Cade,Wayne Allen,Wayne Edmund Dorsey,Sherrie Cohen,David H Conroy,Theresa Brunson,All
Helen Gym,53,450,255,273,278,238,243,191,156,142,156,104,93,90,92,91,49,39,41,40,38,50,27,36,53,37,25,20,10,0,468,410,All
Allan Domb,,77,280,283,240,297,288,72,62,100,62,126,40,61,70,21,59,48,59,34,35,25,36,24,25,32,32,21,13,1,481,248,All
Isaiah Thomas,,,56,211,63,236,178,71,45,26,63,45,26,32,49,12,23,14,17,36,33,13,22,16,30,4,18,12,2,0,305,158,All
Katherine Gilmore Richardson,,,,4,141,202,150,47,31,80,72,33,14,47,69,14,19,13,19,20,17,20,13,21,11,16,12,9,3,0,241,178,All
Eryn Santamoor,,,,,14,95,131,62,47,56,79,43,22,56,38,18,27,16,20,11,12,32,17,12,12,21,9,6,6,1,180,181,All
Derek S Green,,,,,,8,172,39,26,31,34,20,18,23,28,9,23,16,18,23,15,14,10,9,22,14,9,13,6,0,243,124,All
Justin Diberardinis,,,,,,,12,31,18,40,54,61,9,15,21,3,13,19,27,7,10,8,12,7,26,11,5,11,7,1,252,105,All
Adrián Rivera-reyes,,,,,,,,19,151,42,50,27,86,65,24,81,22,11,9,19,19,22,37,17,14,7,4,10,5,0,189,182,All
Deja Lynn Alvarez,,,,,,,,,12,36,40,19,88,45,25,76,16,9,12,21,17,14,21,20,13,6,8,5,2,0,127,168,All
Beth Finn,,,,,,,,,,6,61,38,11,25,50,8,18,21,26,6,12,27,14,14,7,13,6,12,5,0,94,135,All
Erika Almirón,,,,,,,,,,,2,11,5,41,46,5,7,5,4,8,18,10,12,15,26,5,11,5,2,0,79,127,All
Joseph A Diorio,,,,,,,,,,,,5,22,20,14,14,29,19,25,3,10,18,10,14,4,21,14,4,2,1,120,73,All
Willie Floyd Singletary,,,,,,,,,,,,,5,7,5,52,21,7,2,7,8,10,5,8,5,6,4,3,4,0,86,87,All
Fernando Treviño,,,,,,,,,,,,,,4,10,14,17,7,13,8,10,8,26,4,2,2,6,10,3,0,82,59,All
Sandra Dungee Glenn,,,,,,,,,,,,,,,2,3,9,10,5,10,15,13,5,15,8,10,3,5,2,0,41,113,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,,,3,7,3,5,10,6,13,2,6,3,2,5,2,2,0,62,62,All
Billy Thompson,,,,,,,,,,,,,,,,,2,19,15,12,6,8,13,6,2,12,15,10,9,0,62,58,All
Vinny Black,,,,,,,,,,,,,,,,,,11,10,5,6,12,6,3,1,6,14,6,3,0,51,39,All
Mark Ross,,,,,,,,,,,,,,,,,,,0,5,3,3,2,5,3,8,9,10,6,0,65,30,All
Fareed Abdullah,,,,,,,,,,,,,,,,,,,,2,29,4,2,15,5,2,11,7,1,0,28,53,All
