col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,division
Vinny Black,,,,,,,,,,,,,,,,,,,,,,7,5,4,3,3,5,3,3,0,All
Hena Veit,,,,,,,,,,,,,,,,,,,,,,,3,1,2,3,1,1,2,0,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,0,3,2,1,1,2,0,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,2,3,4,2,0,0,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,3,2,0,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,0,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,689,626,564,505,336,306,271,231,170,170,162,155,106,91,90,87,82,78,75,75,68,56,53,48,46,41,37,23,19,0,All
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Isaiah Thomas,Allan Domb,Derek S Green,Helen Gym,Joseph A Diorio,Katherine Gilmore Richardson,Adrián Rivera-reyes,Deja Lynn Alvarez,Fernando Treviño,Ethelind Baylor,Asa Khalif,Beth Finn,Edwin Santana,Erika Almirón,Eryn Santamoor,Fareed Abdullah,Justin Diberardinis,Ogbonna Paul Hagins,Sandra Dungee Glenn,Willie Floyd Singletary,Latrice Y Bryant,Mark Ross,Wayne Allen,Bobbie Curry,Hena Veit,Vinny Black,Billy Thompson,Devon Cade,Sherrie Cohen,Wayne Edmund Dorsey,1
Isaiah Thomas,3,24,22,15,12,16,3,4,0,8,3,1,1,3,2,3,3,1,3,0,2,1,2,0,1,0,0,0,0,0,1
Allan Domb,,1,23,10,14,10,1,2,2,4,1,3,0,0,2,1,2,1,2,0,1,1,1,1,1,0,0,0,0,0,1
Derek S Green,,,0,11,11,12,2,1,1,4,4,1,1,0,1,2,2,0,1,0,1,0,1,1,1,1,0,0,0,0,1
Helen Gym,,,,0,2,5,9,3,1,6,2,2,1,2,4,3,4,2,5,3,1,3,1,1,0,0,0,0,0,0,1
Joseph A Diorio,,,,,2,8,0,2,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1
Katherine Gilmore Richardson,,,,,,0,2,2,1,2,1,3,1,0,0,2,0,2,1,0,2,2,1,0,0,0,0,0,0,0,1
Adrián Rivera-reyes,,,,,,,1,7,4,0,0,2,3,3,2,1,3,2,2,3,1,0,1,0,0,0,0,0,0,0,1
Deja Lynn Alvarez,,,,,,,,0,4,1,2,1,4,4,0,2,0,3,0,2,3,1,0,1,1,1,0,0,0,0,1
Fernando Treviño,,,,,,,,,0,0,0,1,4,3,1,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,1
Ethelind Baylor,,,,,,,,,,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Asa Khalif,,,,,,,,,,,0,0,0,1,0,2,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1
Beth Finn,,,,,,,,,,,,0,1,0,0,1,0,1,0,1,0,1,2,0,1,0,0,0,0,0,1
Edwin Santana,,,,,,,,,,,,,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Erika Almirón,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
Eryn Santamoor,,,,,,,,,,,,,,,0,0,4,0,3,0,0,1,0,0,0,0,0,0,0,0,1
Fareed Abdullah,,,,,,,,,,,,,,,,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1
Justin Diberardinis,,,,,,,,,,,,,,,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
Ogbonna Paul Hagins,,,,,,,,,,,,,,,,,,0,1,2,1,0,0,0,0,0,0,0,0,0,1
Sandra Dungee Glenn,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,0,0,0,0,1
Willie Floyd Singletary,,,,,,,,,,,,,,,,,,,,3,0,0,1,0,0,0,0,0,0,0,1
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,1
Mark Ross,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,1
Hena Veit,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Billy Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,41,34,31,26,20,19,14,14,9,8,6,6,6,6,6,6,6,6,6,6,5,4,4,2,2,1,0,0,0,0,1
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,Helen Gym,Isaiah Thomas,Allan Domb,Derek S Green,Joseph A Diorio,Adrián Rivera-reyes,Deja Lynn Alvarez,Katherine Gilmore Richardson,Willie Floyd Singletary,Fareed Abdullah,Ogbonna Paul Hagins,Sandra Dungee Glenn,Erika Almirón,Eryn Santamoor,Fernando Treviño,Justin Diberardinis,Asa Khalif,Beth Finn,Hena Veit,Wayne Allen,Billy Thompson,Bobbie Curry,Edwin Santana,Latrice Y Bryant,Wayne Edmund Dorsey,Ethelind Baylor,Mark Ross,Vinny Black,Devon Cade,Sherrie Cohen,2
Helen Gym,4,12,11,7,5,9,4,6,4,2,5,2,2,4,2,4,1,4,3,0,1,0,3,0,1,1,0,0,0,0,2
Isaiah Thomas,,1,16,19,13,2,2,7,2,5,1,1,0,0,1,2,3,0,1,2,1,1,0,1,1,1,1,1,0,0,2
Allan Domb,,,0,15,10,3,3,3,0,3,0,4,0,3,2,4,2,2,0,3,2,2,1,0,1,0,0,0,0,0,2
Derek S Green,,,,0,7,2,2,6,1,2,1,0,0,0,3,1,1,0,0,0,1,2,0,1,0,1,0,0,0,0,2
Joseph A Diorio,,,,,0,3,3,4,2,2,0,3,1,2,0,2,0,2,2,2,3,1,0,1,1,0,1,1,0,0,2
Adrián Rivera-reyes,,,,,,3,2,1,4,0,4,0,0,3,3,2,0,2,3,0,0,0,1,0,0,0,0,0,0,0,2
Deja Lynn Alvarez,,,,,,,1,2,3,1,2,3,4,1,1,0,2,0,1,1,2,3,0,2,0,0,0,0,0,0,2
Katherine Gilmore Richardson,,,,,,,,2,1,0,0,2,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2
Willie Floyd Singletary,,,,,,,,,1,0,2,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,2
Fareed Abdullah,,,,,,,,,,0,1,1,1,0,0,0,2,1,0,1,1,1,1,1,0,0,0,1,0,0,2
Ogbonna Paul Hagins,,,,,,,,,,,0,0,0,1,2,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,2
Sandra Dungee Glenn,,,,,,,,,,,,0,1,2,0,2,1,0,0,2,0,0,0,1,0,0,0,0,0,0,2
Erika Almirón,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,2
Eryn Santamoor,,,,,,,,,,,,,,0,0,1,0,1,1,2,0,0,2,0,0,0,0,0,0,0,2
Fernando Treviño,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
Justin Diberardinis,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Asa Khalif,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
Beth Finn,,,,,,,,,,,,,,,,,,0,2,0,1,0,2,0,0,0,0,0,0,0,2
Hena Veit,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,2
Wayne Allen,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,0,2
Billy Thompson,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,0,2
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,2
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,2
Ethelind Baylor,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,33,33,30,24,20,17,13,12,8,7,7,7,6,6,6,6,5,5,5,5,4,4,3,3,2,1,1,1,0,0,2
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
,Isaiah Thomas,Helen Gym,Allan Domb,Derek S Green,Adrián Rivera-reyes,Katherine Gilmore Richardson,Deja Lynn Alvarez,Joseph A Diorio,Willie Floyd Singletary,Ogbonna Paul Hagins,Asa Khalif,Eryn Santamoor,Justin Diberardinis,Erika Almirón,Billy Thompson,Fareed Abdullah,Fernando Treviño,Hena Veit,Latrice Y Bryant,Ethelind Baylor,Sandra Dungee Glenn,Beth Finn,Bobbie Curry,Edwin Santana,Vinny Black,Wayne Allen,Devon Cade,Mark Ross,Sherrie Cohen,Wayne Edmund Dorsey,3
Isaiah Thomas,5,8,11,13,1,8,3,8,2,1,4,0,3,5,1,2,0,1,2,2,2,0,0,0,0,1,1,0,0,0,3
Helen Gym,,2,4,5,8,5,7,3,6,6,0,2,4,1,2,0,4,2,1,3,2,1,2,1,0,0,0,0,0,0,3
Allan Domb,,,2,9,2,5,1,7,0,2,3,2,1,3,1,2,1,1,1,1,1,0,0,2,1,1,1,0,0,0,3
Derek S Green,,,,0,1,8,0,7,1,0,0,3,4,2,0,1,0,2,2,1,1,1,0,0,0,1,0,0,0,0,3
Adrián Rivera-reyes,,,,,5,0,6,0,7,5,0,0,0,0,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,3
Katherine Gilmore Richardson,,,,,,1,3,4,2,1,1,2,4,0,2,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,3
Deja Lynn Alvarez,,,,,,,1,0,7,6,1,1,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Joseph A Diorio,,,,,,,,0,0,1,1,2,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3
Willie Floyd Singletary,,,,,,,,,0,5,1,0,1,2,2,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,3
Ogbonna Paul Hagins,,,,,,,,,,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3
Asa Khalif,,,,,,,,,,,2,0,1,1,0,2,0,0,1,1,1,0,0,0,0,1,1,0,0,0,3
Eryn Santamoor,,,,,,,,,,,,1,2,1,0,1,0,2,1,0,1,2,0,0,0,0,0,0,0,0,3
Justin Diberardinis,,,,,,,,,,,,,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,3
Erika Almirón,,,,,,,,,,,,,,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
Billy Thompson,,,,,,,,,,,,,,,0,1,3,0,1,1,0,0,1,1,0,0,0,0,0,0,3
Fareed Abdullah,,,,,,,,,,,,,,,,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,3
Fernando Treviño,,,,,,,,,,,,,,,,,0,1,1,1,0,0,2,1,0,0,0,0,0,0,3
Hena Veit,,,,,,,,,,,,,,,,,,1,0,0,0,1,1,0,0,1,0,0,0,0,3
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,3
Ethelind Baylor,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,1,0,0,0,0,3
Sandra Dungee Glenn,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,3
Beth Finn,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,3
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,3
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,3
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,3
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
Total,28,24,22,19,17,14,13,13,11,8,7,7,7,6,5,5,5,5,5,4,3,2,2,2,2,2,1,0,0,0,3
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
,Helen Gym,Allan Domb,Derek S Green,Deja Lynn Alvarez,Isaiah Thomas,Adrián Rivera-reyes,Joseph A Diorio,Katherine Gilmore Richardson,Ogbonna Paul Hagins,Willie Floyd Singletary,Justin Diberardinis,Billy Thompson,Erika Almirón,Sandra Dungee Glenn,Eryn Santamoor,Asa Khalif,Beth Finn,Ethelind Baylor,Fareed Abdullah,Hena Veit,Latrice Y Bryant,Mark Ross,Wayne Edmund Dorsey,Edwin Santana,Bobbie Curry,Devon Cade,Fernando Treviño,Wayne Allen,Sherrie Cohen,Vinny Black,4
Helen Gym,2,18,15,12,11,10,4,13,11,10,6,5,5,6,5,2,1,3,1,2,1,2,1,0,1,0,0,0,0,0,4
Allan Domb,,1,25,4,14,1,13,8,2,5,4,2,2,2,4,2,1,0,2,2,1,1,1,0,0,0,0,0,0,0,4
Derek S Green,,,1,3,11,0,12,9,2,2,4,2,0,1,3,0,1,1,1,0,0,2,2,0,0,1,0,1,0,0,4
Deja Lynn Alvarez,,,,2,2,10,1,0,12,11,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,4
Isaiah Thomas,,,,,0,0,4,10,1,3,3,1,2,2,0,3,0,0,3,0,2,0,0,0,0,0,0,1,0,0,4
Adrián Rivera-reyes,,,,,,3,0,1,9,10,0,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,4
Joseph A Diorio,,,,,,,1,4,2,0,3,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,4
Katherine Gilmore Richardson,,,,,,,,0,1,2,3,3,3,4,2,2,0,2,1,0,2,0,0,2,0,0,0,0,0,0,4
Ogbonna Paul Hagins,,,,,,,,,2,8,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,4
Willie Floyd Singletary,,,,,,,,,,2,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
Justin Diberardinis,,,,,,,,,,,0,1,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4
Billy Thompson,,,,,,,,,,,,0,5,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4
Erika Almirón,,,,,,,,,,,,,0,3,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,4
Sandra Dungee Glenn,,,,,,,,,,,,,,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,4
Eryn Santamoor,,,,,,,,,,,,,,,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,4
Asa Khalif,,,,,,,,,,,,,,,,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,4
Beth Finn,,,,,,,,,,,,,,,,,0,0,0,1,0,1,1,0,1,1,0,0,0,0,4
Ethelind Baylor,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,4
Fareed Abdullah,,,,,,,,,,,,,,,,,,,0,0,2,0,0,0,0,0,0,0,0,0,4
Hena Veit,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,4
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,4
Mark Ross,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,1,0,0,0,0,4
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,4
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,4
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4
Fernando Treviño,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4
Total,42,39,32,20,19,18,18,18,18,17,8,7,7,7,6,4,3,3,3,3,3,3,3,2,1,1,1,1,0,0,4
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
,Helen Gym,Allan Domb,Derek S Green,Isaiah Thomas,Katherine Gilmore Richardson,Adrián Rivera-reyes,Joseph A Diorio,Erika Almirón,Willie Floyd Singletary,Deja Lynn Alvarez,Fareed Abdullah,Justin Diberardinis,Eryn Santamoor,Asa Khalif,Sandra Dungee Glenn,Latrice Y Bryant,Devon Cade,Vinny Black,Billy Thompson,Fernando Treviño,Ogbonna Paul Hagins,Edwin Santana,Hena Veit,Mark Ross,Beth Finn,Bobbie Curry,Ethelind Baylor,Sherrie Cohen,Wayne Allen,Wayne Edmund Dorsey,5
Helen Gym,5,20,17,12,8,8,7,6,3,3,3,5,4,4,5,3,1,2,2,1,1,0,1,1,1,0,1,0,0,0,5
Allan Domb,,1,22,16,10,5,11,1,2,1,4,7,2,2,3,2,3,2,2,1,0,1,1,2,1,1,0,0,0,0,5
Derek S Green,,,0,14,9,2,6,3,3,0,3,5,1,2,3,0,1,0,1,0,2,1,0,1,0,0,1,0,0,0,5
Isaiah Thomas,,,,2,8,2,9,1,0,1,3,3,1,1,1,1,2,0,1,1,0,1,1,0,0,0,1,0,0,0,5
Katherine Gilmore Richardson,,,,,1,2,2,2,1,2,5,2,3,0,3,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,5
Adrián Rivera-reyes,,,,,,3,1,3,3,1,0,1,2,1,0,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,5
Joseph A Diorio,,,,,,,2,1,1,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,5
Erika Almirón,,,,,,,,0,2,1,2,0,2,4,1,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,5
Willie Floyd Singletary,,,,,,,,,2,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,5
Deja Lynn Alvarez,,,,,,,,,,3,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5
Fareed Abdullah,,,,,,,,,,,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Justin Diberardinis,,,,,,,,,,,,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,5
Eryn Santamoor,,,,,,,,,,,,,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
Asa Khalif,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
Sandra Dungee Glenn,,,,,,,,,,,,,,,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,5
Latrice Y Bryant,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Devon Cade,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,1,0,0,0,0,0,5
Vinny Black,,,,,,,,,,,,,,,,,,0,1,1,0,0,1,0,0,0,0,0,0,0,5
Billy Thompson,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,5
Fernando Treviño,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,5
Ogbonna Paul Hagins,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,5
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,5
Hena Veit,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,5
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,5
Beth Finn,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,5
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,5
Ethelind Baylor,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,5
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5
Total,40,38,32,27,18,15,15,9,9,8,8,8,7,6,6,5,4,4,3,3,3,2,2,2,1,1,1,0,0,0,5
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
,Allan Domb,Helen Gym,Derek S Green,Adrián Rivera-reyes,Joseph A Diorio,Eryn Santamoor,Isaiah Thomas,Fernando Treviño,Bobbie Curry,Deja Lynn Alvarez,Katherine Gilmore Richardson,Ogbonna Paul Hagins,Willie Floyd Singletary,Asa Khalif,Beth Finn,Billy Thompson,Devon Cade,Hena Veit,Justin Diberardinis,Mark Ross,Vinny Black,Edwin Santana,Erika Almirón,Ethelind Baylor,Fareed Abdullah,Latrice Y Bryant,Sandra Dungee Glenn,Sherrie Cohen,Wayne Allen,Wayne Edmund Dorsey,6
Allan Domb,1,3,5,1,3,2,3,1,1,1,2,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,6
Helen Gym,,0,3,3,3,3,1,2,2,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6
Derek S Green,,,0,0,2,1,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
Adrián Rivera-reyes,,,,2,1,0,0,3,0,2,1,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
Joseph A Diorio,,,,,0,1,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
Eryn Santamoor,,,,,,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Isaiah Thomas,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,6
Fernando Treviño,,,,,,,,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
Bobbie Curry,,,,,,,,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Deja Lynn Alvarez,,,,,,,,,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Katherine Gilmore Richardson,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
