col_1,col_2,division
,District Council 9th District - Democrat,All
,Cherelle L Parker,All
Cherelle L Parker,"5,841",All
Total,"5,841",All
,District Council 9th District - Democrat,1
,Cherelle L Parker,1
Cherelle L Parker,164,1
Total,164,1
,District Council 9th District - Democrat,2
,Cherelle L Parker,2
Cherelle L Parker,245,2
Total,245,2
,District Council 9th District - Democrat,3
,Cherelle L Parker,3
Cherelle L Parker,211,3
Total,211,3
,District Council 9th District - Democrat,4
,Cherelle L Parker,4
Cherelle L Parker,196,4
Total,196,4
,District Council 9th District - Democrat,5
,Cherelle L Parker,5
Cherelle L Parker,193,5
Total,193,5
,District Council 9th District - Democrat,6
,Cherelle L Parker,6
Cherelle L Parker,164,6
Total,164,6
,District Council 9th District - Democrat,7
,Cherelle L Parker,7
Cherelle L Parker,225,7
Total,225,7
,District Council 9th District - Democrat,8
,Cherelle L Parker,8
Cherelle L Parker,203,8
Total,203,8
,District Council 9th District - Democrat,9
,Cherelle L Parker,9
Cherelle L Parker,231,9
Total,231,9
,District Council 9th District - Democrat,10
,Cherelle L Parker,10
Cherelle L Parker,178,10
Total,178,10
,District Council 9th District - Democrat,11
,Cherelle L Parker,11
Cherelle L Parker,157,11
Total,157,11
,District Council 9th District - Democrat,12
,Cherelle L Parker,12
Cherelle L Parker,223,12
Total,223,12
,District Council 9th District - Democrat,13
,Cherelle L Parker,13
Cherelle L Parker,183,13
Total,183,13
,District Council 9th District - Democrat,14
,Cherelle L Parker,14
Cherelle L Parker,185,14
Total,185,14
,District Council 9th District - Democrat,15
,Cherelle L Parker,15
Cherelle L Parker,207,15
Total,207,15
,District Council 9th District - Democrat,16
,Cherelle L Parker,16
Cherelle L Parker,205,16
Total,205,16
,District Council 9th District - Democrat,17
,Cherelle L Parker,17
Cherelle L Parker,179,17
Total,179,17
,District Council 9th District - Democrat,18
,Cherelle L Parker,18
Cherelle L Parker,176,18
Total,176,18
,District Council 9th District - Democrat,19
,Cherelle L Parker,19
Cherelle L Parker,245,19
Total,245,19
,District Council 9th District - Democrat,20
,Cherelle L Parker,20
Cherelle L Parker,156,20
Total,156,20
,District Council 9th District - Democrat,21
,Cherelle L Parker,21
Cherelle L Parker,232,21
Total,232,21
,District Council 9th District - Democrat,22
,Cherelle L Parker,22
Cherelle L Parker,201,22
Total,201,22
,District Council 9th District - Democrat,23
,Cherelle L Parker,23
Cherelle L Parker,158,23
Total,158,23
,District Council 9th District - Democrat,24
,Cherelle L Parker,24
Cherelle L Parker,229,24
Total,229,24
,District Council 9th District - Democrat,25
,Cherelle L Parker,25
Cherelle L Parker,143,25
Total,143,25
,District Council 9th District - Democrat,26
,Cherelle L Parker,26
Cherelle L Parker,165,26
Total,165,26
,District Council 9th District - Democrat,27
,Cherelle L Parker,27
Cherelle L Parker,221,27
Total,221,27
,District Council 9th District - Democrat,28
,Cherelle L Parker,28
Cherelle L Parker,191,28
Total,191,28
,District Council 9th District - Democrat,29
,Cherelle L Parker,29
Cherelle L Parker,226,29
Total,226,29
,District Council 9th District - Democrat,30
,Cherelle L Parker,30
Cherelle L Parker,149,30
Total,149,30
