col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,division
,City Commissioners - Democrat,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Lisa Deeley,Omar Sabir,Luigi Borda,Kahlil Williams,Marwan Kreidie,Annette Thompson,Dennis Lee,Jen Devor,Carla Cain,Moira Bohannon,Robin Trent,Warren Bloom,Lewis Harris Jr,Jennifer Schultz,Joshua Roberts,Wendi Barish,Beth Grossman,Anthony Kyriakakis,Nicola Serianni,Craig Levin,James C Crumlish,Carmella Jacquinto,Cateria R Mccabe,Tiffany Palmer,Vicki Markovitz,Jon Marshall,Chris Hall,James F Berardinelli,Laurie Dow,Kendra Mccrae,Kay Yu,Leon Goodman,Terri M Booker,Janine D Momasso,Robert Trimble,Henry Mcgregor Sias,Sherman Toppin,Gregory Weyer,All
Lisa Deeley,41,40,80,36,28,41,22,14,13,21,6,9,2,162,168,168,120,124,129,105,81,113,86,60,79,50,39,48,52,43,45,35,42,27,18,22,15,11,All
Omar Sabir,,3,5,17,25,8,4,2,1,1,0,3,1,65,75,31,25,22,32,47,45,36,19,18,18,32,9,11,15,15,14,22,26,11,8,17,10,4,All
Luigi Borda,,,0,7,10,2,7,3,3,4,1,2,0,32,76,75,25,77,66,23,30,65,59,18,14,13,18,22,11,8,15,13,8,6,8,4,3,3,All
Kahlil Williams,,,,3,6,3,1,26,5,6,6,1,5,40,24,34,37,49,29,25,48,21,26,52,21,14,37,11,12,18,19,12,21,13,7,9,7,3,All
Marwan Kreidie,,,,,4,4,7,3,3,4,6,2,0,74,43,27,26,19,26,55,37,9,13,19,15,30,26,6,12,13,11,23,5,9,9,2,6,1,All
Annette Thompson,,,,,,0,3,2,8,1,4,3,1,47,19,41,34,9,31,18,11,13,19,20,19,16,9,9,16,21,9,14,16,13,9,8,3,3,All
Dennis Lee,,,,,,,0,2,4,2,8,3,5,29,18,18,24,17,18,23,24,8,7,11,15,18,21,16,15,12,9,17,7,11,13,12,11,4,All
Jen Devor,,,,,,,,0,4,4,2,1,4,20,9,19,31,31,14,8,32,9,11,40,13,7,26,10,17,12,15,6,6,9,4,2,3,4,All
Carla Cain,,,,,,,,,2,5,2,0,0,26,10,23,22,8,19,7,11,9,12,15,12,6,6,6,12,13,11,7,10,4,5,4,4,3,All
Moira Bohannon,,,,,,,,,,0,0,1,1,28,7,16,24,14,16,9,13,6,13,17,15,4,8,16,7,9,10,8,6,5,3,3,2,2,All
Robin Trent,,,,,,,,,,,1,2,0,14,8,15,11,3,10,11,9,6,5,6,4,5,8,5,5,7,8,5,9,3,6,3,3,1,All
Warren Bloom,,,,,,,,,,,,1,0,4,9,7,8,5,3,9,7,6,5,8,6,3,7,6,3,3,6,5,8,0,5,3,0,3,All
Lewis Harris Jr,,,,,,,,,,,,,1,4,0,3,8,2,1,3,7,3,5,6,5,2,7,10,3,4,2,4,2,1,4,2,1,2,All
Jennifer Schultz,,,,,,,,,,,,,,12,80,98,91,35,92,105,63,34,39,58,65,72,30,29,42,34,27,35,30,26,20,10,12,6,All
Joshua Roberts,,,,,,,,,,,,,,,10,98,49,93,84,84,65,86,69,22,29,59,16,23,18,18,11,28,19,17,15,16,14,4,All
Wendi Barish,,,,,,,,,,,,,,,,0,78,101,119,39,60,89,79,54,42,11,27,18,35,34,31,30,41,27,7,17,8,4,All
Beth Grossman,,,,,,,,,,,,,,,,,9,43,58,48,50,32,28,52,67,23,36,35,48,36,36,39,37,24,13,11,5,8,All
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,2,82,34,81,86,69,63,22,10,58,21,14,24,27,17,9,10,10,21,7,6,All
Nicola Serianni,,,,,,,,,,,,,,,,,,,0,43,42,69,74,44,48,20,15,18,29,28,30,21,23,19,6,13,5,3,All
Craig Levin,,,,,,,,,,,,,,,,,,,,4,54,17,23,18,34,63,25,23,14,21,16,26,15,13,16,5,12,6,All
James C Crumlish,,,,,,,,,,,,,,,,,,,,,6,33,23,55,21,31,70,26,10,26,25,32,20,5,28,9,5,3,All
Carmella Jacquinto,,,,,,,,,,,,,,,,,,,,,,0,66,27,24,3,15,19,17,17,25,15,20,8,10,20,12,6,All
