col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,division
,District Council 10th District - Democrat,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Judy Moore,Helen Gym,Allan Domb,Katherine Gilmore Richardson,Derek S Green,Eryn Santamoor,Isaiah Thomas,Justin Diberardinis,Adrián Rivera-reyes,Deja Lynn Alvarez,Beth Finn,Erika Almirón,Willie Floyd Singletary,Joseph A Diorio,Fernando Treviño,Ogbonna Paul Hagins,Sandra Dungee Glenn,Billy Thompson,Hena Veit,Mark Ross,Vinny Black,Ethelind Baylor,Bobbie Curry,Latrice Y Bryant,Asa Khalif,Fareed Abdullah,Wayne Allen,Edwin Santana,Devon Cade,Wayne Edmund Dorsey,Sherrie Cohen,All
Judy Moore,78,"1,285",954,638,565,497,500,376,403,303,276,249,214,201,181,170,173,152,124,94,82,91,85,90,86,76,68,64,57,56,0,All
Helen Gym,,50,753,566,485,374,445,330,235,186,175,190,137,94,115,121,109,71,86,47,36,77,37,42,40,41,24,23,28,23,0,All
Allan Domb,,,98,447,502,365,359,289,93,55,133,85,44,125,67,21,84,91,49,65,51,26,46,15,30,32,33,35,33,35,0,All
Katherine Gilmore Richardson,,,,3,389,211,343,133,48,33,99,105,17,51,66,10,85,32,40,25,20,32,30,28,19,13,13,12,9,9,0,All
Derek S Green,,,,,6,148,370,175,42,24,44,35,24,34,18,11,15,30,9,16,20,36,18,14,23,18,20,14,9,8,0,All
Eryn Santamoor,,,,,,22,78,191,69,64,89,102,31,38,100,20,59,28,38,28,21,11,20,20,14,12,15,15,12,14,0,All
Isaiah Thomas,,,,,,,4,143,41,27,23,62,23,30,15,10,23,19,17,10,9,54,9,19,26,22,10,11,11,9,0,All
Justin Diberardinis,,,,,,,,12,36,24,55,56,11,48,30,7,36,18,21,24,24,31,14,7,8,10,8,11,11,12,0,All
Adrián Rivera-reyes,,,,,,,,,8,166,51,52,117,27,56,108,17,29,21,12,14,13,7,15,17,12,11,24,8,11,0,All
Deja Lynn Alvarez,,,,,,,,,,8,36,35,105,23,43,101,16,16,21,8,9,9,9,22,18,7,8,15,4,5,0,All
Beth Finn,,,,,,,,,,,6,59,9,52,24,10,68,36,33,30,14,13,24,18,16,10,13,9,14,15,0,All
Erika Almirón,,,,,,,,,,,,3,4,15,69,10,48,11,22,6,12,28,6,18,13,6,4,7,3,3,0,All
