col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,All
,James C Crumlish,Jennifer Schultz,Anthony Kyriakakis,Tiffany Palmer,Kay Yu,Wendi Barish,Carmella Jacquinto,Beth Grossman,Chris Hall,Nicola Serianni,Joshua Roberts,Henry Mcgregor Sias,Cateria R Mccabe,Kendra Mccrae,Craig Levin,Vicki Markovitz,Laurie Dow,James F Berardinelli,Leon Goodman,Terri M Booker,Janine D Momasso,Jon Marshall,Sherman Toppin,Robert Trimble,Gregory Weyer,Rochelle Bilal,Malika Rahman,Jewell Williams,Larry King Sr,All
James C Crumlish,52,853,"1,561","1,095",677,488,729,400,888,292,501,443,250,157,259,178,166,257,158,119,72,136,72,87,37,800,760,259,228,All
Jennifer Schultz,,90,679,790,562,692,421,605,288,597,359,262,367,329,382,341,297,188,180,172,204,255,87,93,33,"1,095",542,282,200,All
Anthony Kyriakakis,,,12,"1,415",858,516,599,345,926,320,394,598,336,170,190,154,144,264,156,81,71,45,62,49,28,818,796,210,154,All
Tiffany Palmer,,,,16,828,635,330,379,913,417,139,433,345,280,151,194,233,201,178,175,124,42,58,26,31,885,813,199,95,All
Kay Yu,,,,,4,351,428,215,372,265,162,448,240,201,91,133,139,116,99,141,105,30,54,18,38,609,520,123,68,All
Wendi Barish,,,,,,7,273,429,231,460,158,131,210,246,172,248,253,122,122,146,158,86,52,37,15,576,392,165,90,All
Carmella Jacquinto,,,,,,,10,247,125,206,317,312,254,222,93,147,149,84,131,151,138,34,60,25,24,418,309,220,82,All
Beth Grossman,,,,,,,,15,183,297,125,61,146,239,158,276,252,175,128,121,122,61,42,47,27,448,289,181,130,All
Chris Hall,,,,,,,,,7,117,79,156,85,97,79,70,110,133,74,65,24,30,29,40,16,388,505,104,73,All
Nicola Serianni,,,,,,,,,,5,140,104,190,201,183,186,159,112,83,94,136,91,38,29,19,486,270,127,75,All
Joshua Roberts,,,,,,,,,,,12,244,148,55,257,69,54,59,103,83,23,203,57,42,15,317,196,146,109,All
Henry Mcgregor Sias,,,,,,,,,,,,1,228,42,35,36,28,71,52,29,37,13,32,23,22,329,258,76,47,All
Cateria R Mccabe,,,,,,,,,,,,,1,181,54,102,115,61,117,99,140,38,71,25,15,340,225,116,69,All
Kendra Mccrae,,,,,,,,,,,,,,0,54,129,178,52,132,139,115,30,64,31,16,287,232,123,38,All
Craig Levin,,,,,,,,,,,,,,,10,98,60,68,126,50,40,193,31,39,20,255,154,117,91,All
Vicki Markovitz,,,,,,,,,,,,,,,,1,144,70,83,60,82,38,27,27,13,260,158,103,64,All
Laurie Dow,,,,,,,,,,,,,,,,,3,49,77,116,84,36,36,19,17,247,215,85,44,All
James F Berardinelli,,,,,,,,,,,,,,,,,,4,100,36,64,37,26,44,27,182,133,81,93,All
Leon Goodman,,,,,,,,,,,,,,,,,,,1,124,75,58,82,31,28,190,144,131,55,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,3,74,41,64,25,23,166,136,107,52,All
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,3,13,40,13,13,162,127,67,42,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,5,29,24,8,166,88,46,66,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,1,15,7,86,64,58,26,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,0,8,58,32,37,45,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,0,39,32,17,16,All
Rochelle Bilal,,,,,,,,,,,,,,,,,,,,,,,,,,99,0,0,0,All
Malika Rahman,,,,,,,,,,,,,,,,,,,,,,,,,,,71,0,0,All
Jewell Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,0,All
Larry King Sr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,All
Total,"2,483","2,404","2,344","2,181","1,495","1,340","1,282","1,161","1,161","1,034",915,845,817,721,708,634,625,568,556,491,427,390,251,183,113,"2,151","1,577",737,468,All
,Sheriff - Democrat,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,1
,Rochelle Bilal,Malika Rahman,Jewell Williams,Larry King Sr,Tiffany Palmer,James C Crumlish,Anthony Kyriakakis,Jennifer Schultz,Carmella Jacquinto,Wendi Barish,Kay Yu,Beth Grossman,Nicola Serianni,Chris Hall,Kendra Mccrae,Laurie Dow,Terri M Booker,Joshua Roberts,Cateria R Mccabe,Vicki Markovitz,Henry Mcgregor Sias,Janine D Momasso,Leon Goodman,James F Berardinelli,Craig Levin,Gregory Weyer,Robert Trimble,Sherman Toppin,Jon Marshall,1
Rochelle Bilal,2,0,0,0,25,17,16,19,15,17,15,10,11,10,12,9,3,2,9,8,5,5,3,1,1,2,1,0,1,1
Malika Rahman,,0,0,0,7,10,10,8,6,8,5,8,6,4,4,5,5,3,2,2,2,3,0,2,1,0,1,3,0,1
Jewell Williams,,,0,0,4,2,1,1,2,1,2,3,2,1,1,0,3,2,0,0,1,0,2,0,1,0,1,0,0,1
Larry King Sr,,,,0,2,4,4,2,2,0,2,0,0,3,0,0,1,3,0,1,1,0,1,1,0,1,0,0,0,1
Tiffany Palmer,,,,,1,20,22,13,12,14,15,10,11,13,11,8,5,2,7,5,5,1,4,0,2,1,1,1,0,1
James C Crumlish,,,,,,1,22,11,12,7,15,7,4,16,4,3,3,10,3,3,7,0,4,4,2,2,2,3,1,1
Anthony Kyriakakis,,,,,,,0,4,7,11,14,6,5,14,5,4,3,5,4,4,8,0,3,4,3,1,1,3,0,1
Jennifer Schultz,,,,,,,,0,14,12,7,10,10,4,7,6,4,6,7,6,1,5,0,2,1,0,1,1,1,1
Carmella Jacquinto,,,,,,,,,1,12,12,7,5,4,8,5,6,7,5,5,4,6,2,0,0,1,0,0,0,1
Wendi Barish,,,,,,,,,,0,7,7,8,3,7,8,7,2,6,7,4,7,1,2,3,1,1,0,0,1
Kay Yu,,,,,,,,,,,0,2,7,7,6,1,2,6,3,1,7,2,4,1,0,2,0,1,0,1
Beth Grossman,,,,,,,,,,,,0,7,6,7,8,6,1,1,4,0,2,2,3,1,1,0,1,0,1
Nicola Serianni,,,,,,,,,,,,,0,1,6,4,5,1,7,1,0,4,3,2,1,0,1,0,1,1
Chris Hall,,,,,,,,,,,,,,0,3,1,3,1,1,0,2,0,1,3,1,1,1,1,0,1
Kendra Mccrae,,,,,,,,,,,,,,,0,4,4,0,2,3,0,3,2,1,1,1,0,0,0,1
Laurie Dow,,,,,,,,,,,,,,,,0,3,0,1,3,1,1,0,0,0,0,2,0,0,1
Terri M Booker,,,,,,,,,,,,,,,,,0,2,1,2,0,3,2,0,1,0,1,0,0,1
Joshua Roberts,,,,,,,,,,,,,,,,,,0,0,2,4,0,2,0,2,0,1,1,1,1
Cateria R Mccabe,,,,,,,,,,,,,,,,,,,0,2,0,3,0,0,0,0,1,0,0,1
Vicki Markovitz,,,,,,,,,,,,,,,,,,,,0,0,3,0,0,0,1,0,1,0,1
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,1
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,1,0,0,1
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,0,1
Craig Levin,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,1
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,40,21,5,5,40,37,34,30,29,29,26,22,19,18,18,14,13,12,11,11,9,8,7,6,5,3,3,3,1,1
,Sheriff - Democrat,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,2
,Rochelle Bilal,Malika Rahman,Larry King Sr,Jewell Williams,Jennifer Schultz,Tiffany Palmer,James C Crumlish,Anthony Kyriakakis,Wendi Barish,Kay Yu,Carmella Jacquinto,Beth Grossman,Chris Hall,Nicola Serianni,Kendra Mccrae,Cateria R Mccabe,Joshua Roberts,Henry Mcgregor Sias,Vicki Markovitz,Laurie Dow,Jon Marshall,Janine D Momasso,Craig Levin,James F Berardinelli,Leon Goodman,Terri M Booker,Robert Trimble,Sherman Toppin,Gregory Weyer,2
Rochelle Bilal,3,0,0,0,26,20,21,18,18,16,12,16,13,13,10,7,8,5,7,4,5,8,5,2,2,2,2,2,0,2
Malika Rahman,,0,0,0,11,16,11,13,13,5,6,4,8,4,5,6,3,2,4,6,4,0,3,3,4,2,1,1,0,2
Larry King Sr,,,0,0,5,5,4,6,1,4,4,4,3,2,1,4,4,3,1,1,4,1,1,3,1,1,2,1,0,2
Jewell Williams,,,,1,4,4,4,2,3,3,6,4,2,3,4,0,0,1,2,3,0,3,0,0,0,1,0,0,0,2
Jennifer Schultz,,,,,1,16,12,12,17,10,7,18,5,15,12,12,9,4,11,8,10,6,6,2,3,4,5,1,1,2
Tiffany Palmer,,,,,,0,21,32,17,20,13,11,23,10,11,12,0,7,4,6,2,2,0,4,6,1,0,1,0,2
James C Crumlish,,,,,,,1,27,13,15,13,8,19,6,3,2,10,7,5,3,4,3,7,6,3,0,0,1,1,2
Anthony Kyriakakis,,,,,,,,0,13,20,13,6,22,4,4,9,7,14,2,2,1,0,2,5,5,1,1,2,0,2
