col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,All
,Helen Gym,Isaiah Thomas,Derek S Green,Allan Domb,Katherine Gilmore Richardson,Sandra Dungee Glenn,Adrián Rivera-reyes,Willie Floyd Singletary,Deja Lynn Alvarez,Ogbonna Paul Hagins,Fareed Abdullah,Eryn Santamoor,Erika Almirón,Asa Khalif,Justin Diberardinis,Latrice Y Bryant,Billy Thompson,Ethelind Baylor,Fernando Treviño,Edwin Santana,Joseph A Diorio,Vinny Black,Beth Finn,Wayne Allen,Mark Ross,Devon Cade,Bobbie Curry,Hena Veit,Wayne Edmund Dorsey,Sherrie Cohen,Jewell Williams,Rochelle Bilal,Malika Rahman,Larry King Sr,All
Helen Gym,39,308,290,291,211,114,177,120,123,114,56,79,89,41,76,32,37,46,22,16,18,10,16,6,6,12,8,18,10,0,245,270,166,35,All
Isaiah Thomas,,14,403,322,251,223,42,42,19,8,81,51,65,68,59,38,32,60,12,20,12,14,10,21,22,14,12,6,11,0,333,140,101,25,All
Derek S Green,,,20,317,259,212,30,31,14,5,44,61,41,35,44,26,43,42,8,17,4,10,5,16,16,10,7,5,8,0,315,99,74,23,All
Allan Domb,,,,22,212,140,48,41,20,13,61,78,22,37,19,17,22,37,12,14,13,13,6,9,5,11,5,7,9,0,262,106,78,23,All
Katherine Gilmore Richardson,,,,,11,137,35,25,20,7,36,51,30,34,20,19,45,9,8,15,7,8,9,1,7,6,6,7,5,0,187,86,60,19,All
Sandra Dungee Glenn,,,,,,16,21,16,20,5,25,28,37,28,24,21,45,36,12,20,13,7,11,4,8,8,11,5,11,0,188,64,45,18,All
Adrián Rivera-reyes,,,,,,,9,114,112,106,17,24,27,16,10,18,12,9,21,8,13,5,11,3,3,6,3,9,1,0,48,179,93,7,All
Willie Floyd Singletary,,,,,,,,13,105,82,21,15,6,11,2,20,11,6,12,6,12,6,4,11,2,8,5,6,4,0,64,120,95,9,All
Deja Lynn Alvarez,,,,,,,,,6,90,8,14,21,7,9,15,8,11,8,2,11,1,7,4,3,5,3,1,1,0,28,114,78,3,All
Ogbonna Paul Hagins,,,,,,,,,,10,5,8,6,5,3,3,4,2,5,3,8,5,1,1,1,1,3,4,2,0,18,81,46,5,All
Fareed Abdullah,,,,,,,,,,,5,17,16,57,6,25,8,11,6,9,6,9,3,7,4,6,4,5,6,0,53,54,36,6,All
Eryn Santamoor,,,,,,,,,,,,2,17,10,12,17,7,10,5,9,4,9,11,2,5,4,7,9,2,0,45,41,36,16,All
Erika Almirón,,,,,,,,,,,,,0,20,42,15,11,29,7,4,1,2,6,3,3,1,6,6,0,0,23,45,47,11,All
Asa Khalif,,,,,,,,,,,,,,0,4,21,11,8,6,9,3,11,5,6,2,2,3,2,4,0,40,47,29,6,All
Justin Diberardinis,,,,,,,,,,,,,,,0,3,3,22,11,12,13,2,2,4,4,4,1,0,1,0,30,33,18,12,All
Latrice Y Bryant,,,,,,,,,,,,,,,,0,8,4,8,5,8,7,9,6,10,5,8,5,4,0,36,31,22,7,All
Billy Thompson,,,,,,,,,,,,,,,,,2,2,7,1,3,8,3,4,5,1,3,2,5,0,34,15,12,8,All
Ethelind Baylor,,,,,,,,,,,,,,,,,,0,0,3,0,2,1,4,1,4,1,1,1,0,24,31,17,3,All
Fernando Treviño,,,,,,,,,,,,,,,,,,,0,13,14,2,9,6,1,0,5,3,1,0,14,22,15,7,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,0,9,1,4,4,3,5,2,0,0,0,14,13,20,5,All
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,1,1,4,1,6,7,1,3,2,0,19,13,8,6,All
Vinny Black,,,,,,,,,,,,,,,,,,,,,,0,4,8,2,3,3,2,5,0,14,15,11,3,All
Beth Finn,,,,,,,,,,,,,,,,,,,,,,,1,2,0,2,4,3,0,0,6,20,5,4,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,0,1,3,3,0,0,0,14,12,6,7,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,1,4,0,20,7,4,4,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,1,0,14,9,6,3,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,0,15,14,3,4,All
Hena Veit,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,10,6,8,5,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,7,8,7,4,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,All
Jewell Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,0,0,0,All
Rochelle Bilal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,0,0,All
Malika Rahman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,0,All
Larry King Sr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,All
Total,831,685,630,577,427,402,347,320,244,172,164,155,142,131,106,102,101,98,64,58,54,45,41,41,40,39,38,31,28,0,601,579,415,80,All
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,1
,Derek S Green,Helen Gym,Sandra Dungee Glenn,Katherine Gilmore Richardson,Isaiah Thomas,Allan Domb,Billy Thompson,Adrián Rivera-reyes,Willie Floyd Singletary,Deja Lynn Alvarez,Asa Khalif,Ogbonna Paul Hagins,Fareed Abdullah,Edwin Santana,Eryn Santamoor,Erika Almirón,Joseph A Diorio,Justin Diberardinis,Beth Finn,Bobbie Curry,Fernando Treviño,Devon Cade,Ethelind Baylor,Latrice Y Bryant,Vinny Black,Wayne Allen,Wayne Edmund Dorsey,Hena Veit,Mark Ross,Sherrie Cohen,Rochelle Bilal,Jewell Williams,Malika Rahman,Larry King Sr,1
Derek S Green,0,14,17,22,18,14,14,3,1,2,1,1,2,2,4,2,0,2,1,1,0,0,0,1,1,0,1,0,0,0,7,11,4,3,1
Helen Gym,,1,7,13,17,13,3,8,7,5,4,5,2,4,3,4,1,2,1,0,0,2,1,0,0,0,0,0,0,0,13,11,8,4,1
Sandra Dungee Glenn,,,0,17,7,4,19,2,1,1,5,1,4,2,0,3,3,2,2,0,2,1,1,1,1,1,0,0,0,0,6,10,0,3,1
Katherine Gilmore Richardson,,,,0,12,9,16,4,1,0,4,0,1,1,3,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,7,5,2,1
Isaiah Thomas,,,,,0,14,3,6,3,1,3,1,5,2,3,3,0,2,0,0,0,0,1,1,0,0,0,0,0,0,8,12,5,2,1
Allan Domb,,,,,,2,2,2,2,1,1,0,1,2,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,10,5,1,1
Billy Thompson,,,,,,,0,1,0,0,2,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,3,3,0,3,1
Adrián Rivera-reyes,,,,,,,,0,4,4,3,3,1,0,2,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0,14,1,3,1,1
Willie Floyd Singletary,,,,,,,,,2,4,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,1
Deja Lynn Alvarez,,,,,,,,,,1,0,4,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,9,0,2,0,1
Asa Khalif,,,,,,,,,,,0,0,5,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,1
Ogbonna Paul Hagins,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7,1,2,0,1
Fareed Abdullah,,,,,,,,,,,,,0,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,4,2,0,1
Edwin Santana,,,,,,,,,,,,,,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,3,3,0,1
Eryn Santamoor,,,,,,,,,,,,,,,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,3,1,2,1,1
Erika Almirón,,,,,,,,,,,,,,,,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1
Joseph A Diorio,,,,,,,,,,,,,,,,,0,1,1,0,2,0,0,0,0,0,0,0,0,0,3,2,0,0,1
Justin Diberardinis,,,,,,,,,,,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,1
Beth Finn,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
Bobbie Curry,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1
Fernando Treviño,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
Devon Cade,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Ethelind Baylor,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,2,0,0,0,1
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2,0,0,0,1
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,1,1,0,0,1
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,1
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,1
Hena Veit,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Rochelle Bilal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Jewell Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1
Malika Rahman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
Larry King Sr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,39,39,34,31,29,25,22,19,13,12,11,11,10,7,7,5,5,4,3,3,3,2,2,2,2,1,1,0,0,0,35,26,15,7,1
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,2
,Helen Gym,Isaiah Thomas,Allan Domb,Derek S Green,Willie Floyd Singletary,Adrián Rivera-reyes,Sandra Dungee Glenn,Katherine Gilmore Richardson,Ogbonna Paul Hagins,Deja Lynn Alvarez,Eryn Santamoor,Fareed Abdullah,Asa Khalif,Edwin Santana,Fernando Treviño,Joseph A Diorio,Latrice Y Bryant,Wayne Allen,Billy Thompson,Hena Veit,Mark Ross,Erika Almirón,Ethelind Baylor,Justin Diberardinis,Vinny Black,Wayne Edmund Dorsey,Beth Finn,Bobbie Curry,Devon Cade,Sherrie Cohen,Jewell Williams,Rochelle Bilal,Malika Rahman,Larry King Sr,2
Helen Gym,0,23,25,20,13,13,7,15,12,9,3,3,0,1,3,2,1,1,1,3,1,1,2,2,1,2,0,1,0,0,21,17,13,2,2
Isaiah Thomas,,1,28,25,2,2,10,15,1,0,4,5,3,1,1,0,3,4,2,0,1,1,3,1,1,1,1,0,0,0,22,9,8,1,2
Allan Domb,,,1,26,2,3,7,16,1,0,6,4,3,2,3,1,1,3,2,2,0,2,1,1,2,1,1,1,0,0,18,8,4,2,2
Derek S Green,,,,2,2,0,9,17,1,0,5,1,0,0,0,0,1,3,1,1,0,1,1,1,0,2,0,0,0,0,20,5,3,1,2
Willie Floyd Singletary,,,,,1,13,1,0,8,10,1,1,0,1,0,1,2,2,0,1,0,0,0,0,1,0,0,0,1,0,5,10,13,0,2
Adrián Rivera-reyes,,,,,,0,0,0,9,8,2,3,0,1,1,1,2,0,1,1,0,0,0,0,1,0,1,0,1,0,4,12,8,0,2
Sandra Dungee Glenn,,,,,,,2,5,1,1,1,0,0,2,1,1,1,0,1,1,1,2,1,1,0,2,0,0,0,0,10,1,6,2,2
Katherine Gilmore Richardson,,,,,,,,0,1,1,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,11,1,3,1,2
Ogbonna Paul Hagins,,,,,,,,,1,8,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,1,0,2
Deja Lynn Alvarez,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,1,2
Eryn Santamoor,,,,,,,,,,,1,3,0,1,1,1,1,0,1,2,1,0,2,0,0,0,0,0,0,0,3,3,2,1,2
Fareed Abdullah,,,,,,,,,,,,1,2,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,5,3,0,0,2
