col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,division
,City Commissioners - Democrat,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Lisa Deeley,Omar Sabir,Kahlil Williams,Marwan Kreidie,Annette Thompson,Jen Devor,Luigi Borda,Dennis Lee,Carla Cain,Robin Trent,Moira Bohannon,Warren Bloom,Lewis Harris Jr,Joshua Roberts,Wendi Barish,Jennifer Schultz,James C Crumlish,Anthony Kyriakakis,Craig Levin,Beth Grossman,Carmella Jacquinto,Tiffany Palmer,Cateria R Mccabe,Nicola Serianni,Vicki Markovitz,Sherman Toppin,Jon Marshall,Leon Goodman,James F Berardinelli,Kendra Mccrae,Chris Hall,Laurie Dow,Terri M Booker,Kay Yu,Janine D Momasso,Robert Trimble,Henry Mcgregor Sias,Gregory Weyer,All
Lisa Deeley,53,403,60,61,78,33,39,25,30,23,12,8,4,546,462,312,423,361,237,260,319,135,196,121,134,181,113,92,105,88,78,90,76,41,60,28,29,9,All
Omar Sabir,,17,40,43,16,3,11,13,5,0,3,2,5,451,342,155,315,279,170,53,276,52,142,68,50,181,69,71,27,52,30,26,48,29,21,14,15,8,All
Kahlil Williams,,,6,4,17,57,3,5,10,6,7,6,5,66,76,61,76,83,56,75,47,100,42,37,38,22,11,36,34,43,62,36,34,41,18,12,9,5,All
Marwan Kreidie,,,,11,5,5,4,12,2,5,5,3,2,81,41,106,43,21,85,39,11,22,13,39,19,15,67,25,11,16,15,15,7,13,11,14,10,7,All
Annette Thompson,,,,,2,5,8,7,13,9,5,5,2,36,69,101,28,21,35,81,29,59,36,58,42,9,18,22,22,41,21,44,32,27,27,15,2,4,All
Jen Devor,,,,,,3,6,1,10,2,5,4,2,29,53,49,58,68,28,47,16,70,21,28,29,7,5,11,24,16,50,19,17,25,15,6,7,6,All
Luigi Borda,,,,,,,5,9,6,1,3,5,4,25,43,48,41,35,29,28,16,20,14,43,21,11,15,15,25,14,20,10,4,15,14,10,5,2,All
Dennis Lee,,,,,,,,2,8,7,2,7,7,40,33,46,32,25,35,33,13,20,23,19,17,11,27,34,20,20,14,14,17,14,10,21,9,4,All
Carla Cain,,,,,,,,,0,4,9,4,0,16,44,54,22,17,22,50,24,34,19,33,31,11,12,12,18,28,13,27,11,15,15,11,3,3,All
Robin Trent,,,,,,,,,,1,3,7,2,19,22,27,14,11,22,34,17,22,17,10,25,6,12,13,18,10,11,19,8,9,7,7,5,4,All
Moira Bohannon,,,,,,,,,,,1,4,3,14,24,34,18,16,12,28,16,20,12,18,20,5,10,11,14,10,10,16,8,7,7,2,7,3,All
Warren Bloom,,,,,,,,,,,,0,2,15,19,26,14,16,23,31,9,9,9,17,26,8,9,17,16,5,17,5,11,7,8,13,4,1,All
Lewis Harris Jr,,,,,,,,,,,,,0,6,10,11,8,11,12,10,6,16,6,7,5,5,4,14,8,5,10,5,9,4,2,6,1,2,All
Joshua Roberts,,,,,,,,,,,,,,10,399,176,385,332,185,116,288,56,168,72,71,188,110,60,51,49,34,35,40,23,23,22,21,6,All
Wendi Barish,,,,,,,,,,,,,,,1,200,372,337,123,170,300,120,144,103,99,173,41,70,45,61,51,64,71,47,33,21,16,6,All
Jennifer Schultz,,,,,,,,,,,,,,,,21,106,67,200,196,72,117,68,169,144,31,128,72,40,74,45,80,52,52,57,33,15,6,All
James C Crumlish,,,,,,,,,,,,,,,,,7,369,108,90,263,95,139,64,41,156,45,54,82,30,99,27,30,16,20,31,16,7,All
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,3,74,95,265,112,135,55,43,172,16,32,59,27,100,15,18,30,13,20,23,11,All
Craig Levin,,,,,,,,,,,,,,,,,,,22,137,40,47,48,94,111,39,103,72,45,48,41,53,26,25,26,24,11,7,All
Beth Grossman,,,,,,,,,,,,,,,,,,,,10,75,111,69,94,157,17,42,68,74,66,51,90,54,36,43,17,17,9,All
Carmella Jacquinto,,,,,,,,,,,,,,,,,,,,,3,60,122,52,34,137,13,39,19,51,21,32,48,30,32,9,16,5,All
Tiffany Palmer,,,,,,,,,,,,,,,,,,,,,,0,51,55,67,23,24,45,46,70,91,59,52,56,27,10,14,7,All
Cateria R Mccabe,,,,,,,,,,,,,,,,,,,,,,,1,49,38,19,21,34,39,45,26,25,24,24,27,11,16,4,All
Nicola Serianni,,,,,,,,,,,,,,,,,,,,,,,,2,95,18,43,48,28,45,20,41,19,33,34,17,9,8,All
Vicki Markovitz,,,,,,,,,,,,,,,,,,,,,,,,,0,15,19,43,45,42,24,57,28,23,28,14,10,4,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,2,16,16,13,17,12,15,20,9,14,10,8,5,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,3,28,17,15,19,18,17,8,7,16,5,1,All
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,27,34,26,22,51,23,14,20,6,5,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,25,44,27,11,23,36,22,17,11,All
Kendra Mccrae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25,42,34,36,19,18,5,8,All
