col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,All
,Joshua Roberts,Cateria R Mccabe,James C Crumlish,Carmella Jacquinto,Anthony Kyriakakis,Henry Mcgregor Sias,Jennifer Schultz,Tiffany Palmer,Leon Goodman,Terri M Booker,Craig Levin,Kendra Mccrae,Wendi Barish,Sherman Toppin,Jon Marshall,Chris Hall,Laurie Dow,Janine D Momasso,Beth Grossman,Nicola Serianni,Kay Yu,James F Berardinelli,Vicki Markovitz,Robert Trimble,Gregory Weyer,Jewell Williams,Rochelle Bilal,Malika Rahman,Larry King Sr,All
Joshua Roberts,58,"2,293","2,472","2,046","1,949","1,866",322,209,307,268,345,210,210,219,321,162,108,109,109,124,72,74,44,57,34,"2,429",543,317,64,All
Cateria R Mccabe,,11,"2,176","1,926","1,860","1,779",159,328,248,246,130,292,193,205,79,159,160,220,109,78,114,99,57,42,25,"2,143",368,233,50,All
James C Crumlish,,,4,"1,982","1,892","1,784",129,176,236,216,173,179,166,163,108,155,116,121,79,81,60,79,36,40,20,"2,149",319,181,50,All
Carmella Jacquinto,,,,10,"1,812","1,757",117,206,239,207,98,221,172,169,38,106,118,131,96,54,91,56,55,24,17,"1,933",271,171,34,All
Anthony Kyriakakis,,,,,6,"1,815",71,181,145,82,56,116,131,112,37,101,39,81,60,39,59,59,73,19,16,"1,780",194,157,36,All
Henry Mcgregor Sias,,,,,,3,54,126,111,61,43,68,98,85,19,49,35,51,39,21,44,45,55,16,9,"1,675",172,110,28,All
Jennifer Schultz,,,,,,,28,165,128,107,293,136,156,73,258,82,78,57,137,126,72,36,65,40,14,223,405,213,28,All
Tiffany Palmer,,,,,,,,4,259,284,91,269,221,150,95,169,153,98,131,96,132,80,98,43,30,321,256,193,38,All
Leon Goodman,,,,,,,,,10,257,147,199,178,178,108,124,113,97,105,102,75,55,81,45,43,402,222,130,33,All
Terri M Booker,,,,,,,,,,11,100,233,141,159,82,145,130,79,90,69,89,20,43,40,31,338,191,136,27,All
Craig Levin,,,,,,,,,,,11,72,93,95,238,70,84,47,72,93,38,45,22,37,31,223,272,144,25,All
Kendra Mccrae,,,,,,,,,,,,3,146,143,79,104,106,87,108,97,84,44,29,37,26,286,202,137,27,All
Wendi Barish,,,,,,,,,,,,,8,107,59,75,98,68,123,90,67,26,90,27,16,267,169,120,23,All
Sherman Toppin,,,,,,,,,,,,,,10,62,71,95,80,52,46,57,43,34,31,20,259,157,112,22,All
Jon Marshall,,,,,,,,,,,,,,,10,61,46,19,51,80,25,20,18,33,20,153,223,132,29,All
Chris Hall,,,,,,,,,,,,,,,,10,63,28,52,38,52,32,28,45,21,190,141,91,24,All
Laurie Dow,,,,,,,,,,,,,,,,,6,69,82,46,55,45,25,22,9,173,131,97,14,All
Janine D Momasso,,,,,,,,,,,,,,,,,,15,51,31,34,60,26,8,9,171,108,73,14,All
Beth Grossman,,,,,,,,,,,,,,,,,,,3,68,61,35,63,19,14,147,137,74,27,All
Nicola Serianni,,,,,,,,,,,,,,,,,,,,1,38,15,38,22,28,100,131,73,14,All
Kay Yu,,,,,,,,,,,,,,,,,,,,,2,16,23,10,16,115,97,69,10,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,2,22,10,10,87,75,39,14,All
Vicki Markovitz,,,,,,,,,,,,,,,,,,,,,,,0,10,7,87,54,47,16,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,0,8,58,48,30,11,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,0,54,28,13,7,All
Jewell Williams,,,,,,,,,,,,,,,,,,,,,,,,,,185,0,0,0,All
Rochelle Bilal,,,,,,,,,,,,,,,,,,,,,,,,,,,118,0,0,All
Malika Rahman,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,0,All
Larry King Sr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,All
Total,"3,577","2,944","2,842","2,533","2,299","2,096",932,861,857,729,715,682,623,597,563,479,435,414,405,337,310,237,220,152,111,"3,413","1,403",843,167,All
,Sheriff - Democrat,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,1
