col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,division
,City Commissioners - Democrat,,,,,,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Omar Sabir,Lisa Deeley,Kahlil Williams,Marwan Kreidie,Dennis Lee,Annette Thompson,Carla Cain,Robin Trent,Lewis Harris Jr,Luigi Borda,Warren Bloom,Jen Devor,Moira Bohannon,Isaiah Thomas,Allan Domb,Derek S Green,Helen Gym,Katherine Gilmore Richardson,Adrián Rivera-reyes,Willie Floyd Singletary,Deja Lynn Alvarez,Fareed Abdullah,Sandra Dungee Glenn,Eryn Santamoor,Ogbonna Paul Hagins,Latrice Y Bryant,Justin Diberardinis,Erika Almirón,Asa Khalif,Billy Thompson,Ethelind Baylor,Fernando Treviño,Beth Finn,Joseph A Diorio,Wayne Allen,Edwin Santana,Mark Ross,Bobbie Curry,Hena Veit,Vinny Black,Devon Cade,Wayne Edmund Dorsey,Sherrie Cohen,All
Omar Sabir,109,"1,319",295,130,132,100,37,20,23,15,12,10,2,"1,811","1,591","1,615","1,076","1,247",350,332,319,314,228,160,206,140,98,119,153,127,80,64,50,60,73,61,60,43,33,35,38,24,0,All
Lisa Deeley,,26,129,78,35,61,23,10,2,6,7,3,4,"1,320","1,255","1,271",763,"1,005",247,167,166,127,136,170,110,86,124,61,54,58,53,42,53,34,43,23,32,33,35,18,16,14,0,All
Kahlil Williams,,,12,13,23,54,21,15,15,2,9,16,5,432,351,374,291,188,69,76,58,135,93,145,39,70,102,61,106,41,36,32,32,23,41,28,20,21,15,24,20,18,0,All
Marwan Kreidie,,,,22,15,5,5,2,2,9,0,0,1,57,56,42,191,34,234,148,167,20,13,24,135,16,6,9,8,19,5,19,13,15,10,12,7,7,10,3,2,6,0,All
Dennis Lee,,,,,8,14,35,4,3,9,2,6,1,138,119,115,136,109,36,42,30,38,80,31,19,24,33,48,18,63,17,42,13,45,14,31,9,13,13,8,7,7,0,All
Annette Thompson,,,,,,6,19,10,5,2,8,3,2,162,111,97,144,84,72,51,37,46,59,37,16,56,17,45,36,48,16,15,35,13,22,10,19,17,26,12,6,13,0,All
Carla Cain,,,,,,,1,9,3,6,7,5,2,72,65,58,78,49,29,19,23,29,54,26,14,30,36,34,21,13,22,37,24,30,5,31,6,9,9,5,11,3,0,All
Robin Trent,,,,,,,,2,1,0,2,1,1,43,31,34,40,21,17,9,8,13,20,9,2,15,8,12,9,8,7,5,12,7,8,5,2,5,3,6,2,1,0,All
