col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,All
,Anthony Kyriakakis,Tiffany Palmer,Kay Yu,Jennifer Schultz,Wendi Barish,James C Crumlish,Vicki Markovitz,Chris Hall,Joshua Roberts,Nicola Serianni,Henry Mcgregor Sias,Carmella Jacquinto,Cateria R Mccabe,Beth Grossman,Craig Levin,Kendra Mccrae,Leon Goodman,James F Berardinelli,Laurie Dow,Janine D Momasso,Terri M Booker,Jon Marshall,Sherman Toppin,Robert Trimble,Gregory Weyer,David H Conroy,Theresa Brunson,All
Anthony Kyriakakis,32,"1,504",875,438,561,812,463,788,382,277,488,277,297,210,181,125,200,253,64,54,33,23,16,29,18,"1,238",465,All
Tiffany Palmer,,6,908,578,647,754,462,773,203,389,410,192,278,220,115,188,204,219,122,128,52,12,27,13,19,"1,101",567,All
Kay Yu,,,26,437,365,373,295,380,181,266,282,200,193,162,81,148,88,181,88,89,56,15,18,10,21,711,468,All
Jennifer Schultz,,,,23,452,179,241,146,181,383,152,150,253,236,201,164,71,61,116,143,62,102,37,19,14,530,515,All
Wendi Barish,,,,,4,205,369,149,132,357,192,139,181,249,118,128,174,77,125,133,59,28,23,17,10,440,461,All
James C Crumlish,,,,,,3,166,687,116,90,84,80,67,90,111,60,83,177,37,13,21,27,16,17,9,631,208,All
Vicki Markovitz,,,,,,,30,139,192,153,163,177,87,238,132,91,160,55,95,73,49,20,29,20,15,337,391,All
Chris Hall,,,,,,,,2,71,64,68,58,54,91,68,62,51,170,47,9,22,8,13,12,8,560,204,All
Joshua Roberts,,,,,,,,,27,88,179,240,185,109,167,33,67,38,29,32,33,96,29,19,14,460,224,All
Nicola Serianni,,,,,,,,,,2,100,116,173,155,71,119,36,44,74,144,45,31,17,6,13,290,329,All
Henry Mcgregor Sias,,,,,,,,,,,3,154,233,40,32,39,115,37,6,30,20,8,16,12,13,405,138,All
Carmella Jacquinto,,,,,,,,,,,,13,188,122,55,95,42,24,58,65,57,15,26,17,11,271,255,All
Cateria R Mccabe,,,,,,,,,,,,,2,63,43,99,41,24,38,96,34,15,16,10,6,333,193,All
Beth Grossman,,,,,,,,,,,,,,0,109,105,70,68,105,57,48,24,11,23,14,191,319,All
Craig Levin,,,,,,,,,,,,,,,15,25,55,31,32,19,27,90,22,20,15,212,190,All
Kendra Mccrae,,,,,,,,,,,,,,,,2,45,29,63,40,49,10,19,18,7,134,216,All
Leon Goodman,,,,,,,,,,,,,,,,,4,36,25,17,36,13,28,22,9,161,129,All
James F Berardinelli,,,,,,,,,,,,,,,,,,9,18,17,9,11,12,19,15,156,163,All
Laurie Dow,,,,,,,,,,,,,,,,,,,1,40,36,8,16,11,5,84,170,All
Janine D Momasso,,,,,,,,,,,,,,,,,,,,2,22,7,18,8,6,62,171,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,,4,8,24,14,9,52,114,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,7,4,10,3,81,63,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,4,6,5,39,48,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,0,9,34,35,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,0,32,19,All
David H Conroy,,,,,,,,,,,,,,,,,,,,,,,,,,26,0,All
Theresa Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,,40,All
Total,"2,068","1,982","1,355","1,155","1,069",970,920,888,816,689,639,599,582,572,487,376,374,357,270,267,185,162,103,78,59,"1,787","1,295",All
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,1
,Anthony Kyriakakis,Tiffany Palmer,Joshua Roberts,Cateria R Mccabe,Kay Yu,Henry Mcgregor Sias,Jennifer Schultz,Carmella Jacquinto,Wendi Barish,James C Crumlish,Chris Hall,Nicola Serianni,Vicki Markovitz,Beth Grossman,Leon Goodman,Craig Levin,Kendra Mccrae,James F Berardinelli,Laurie Dow,Janine D Momasso,Terri M Booker,Sherman Toppin,Jon Marshall,Gregory Weyer,Robert Trimble,David H Conroy,Theresa Brunson,1
Anthony Kyriakakis,3,84,63,64,49,53,25,49,40,38,34,19,23,19,15,12,9,11,5,4,1,3,2,1,1,104,31,1
Tiffany Palmer,,0,17,27,43,30,37,15,38,35,34,24,15,13,13,5,11,10,7,9,2,1,1,2,1,68,29,1
Joshua Roberts,,,1,48,18,39,11,43,10,7,6,7,8,8,4,9,2,1,1,1,0,1,4,0,0,63,13,1
Cateria R Mccabe,,,,0,26,47,19,40,19,12,14,17,7,2,3,4,7,4,4,6,3,2,2,0,1,59,16,1
Kay Yu,,,,,0,25,25,20,22,10,13,14,7,11,6,9,10,7,6,8,3,2,1,1,0,51,25,1
Henry Mcgregor Sias,,,,,,0,10,34,18,2,1,12,10,1,6,3,4,3,1,2,0,2,1,2,0,50,11,1
Jennifer Schultz,,,,,,,1,11,16,11,8,17,7,11,4,10,10,3,11,11,2,2,3,0,2,31,30,1
Carmella Jacquinto,,,,,,,,0,6,7,5,4,5,9,2,5,5,1,4,5,2,1,2,0,0,42,16,1
Wendi Barish,,,,,,,,,0,11,6,19,14,13,10,5,3,5,7,7,2,1,0,1,3,28,26,1
James C Crumlish,,,,,,,,,,0,27,4,6,5,6,4,4,6,3,3,2,0,0,1,1,30,10,1
Chris Hall,,,,,,,,,,,0,3,2,5,4,3,4,8,3,1,2,1,0,1,1,30,5,1
Nicola Serianni,,,,,,,,,,,,0,4,5,1,3,6,1,3,7,1,1,0,2,0,16,14,1
Vicki Markovitz,,,,,,,,,,,,,0,14,12,6,2,3,5,2,3,2,0,1,2,17,16,1
Beth Grossman,,,,,,,,,,,,,,0,10,8,4,7,9,2,3,0,0,1,1,20,13,1
Leon Goodman,,,,,,,,,,,,,,,0,3,6,6,4,2,1,0,0,1,0,17,7,1
Craig Levin,,,,,,,,,,,,,,,,1,1,1,0,1,0,3,3,2,1,15,5,1
Kendra Mccrae,,,,,,,,,,,,,,,,,0,8,7,3,2,0,0,0,0,13,10,1
James F Berardinelli,,,,,,,,,,,,,,,,,,0,2,1,0,1,1,2,2,13,7,1
Laurie Dow,,,,,,,,,,,,,,,,,,,1,2,2,0,0,0,2,11,7,1
Janine D Momasso,,,,,,,,,,,,,,,,,,,,0,4,0,1,0,0,5,11,1
Terri M Booker,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,5,1
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,3,2,1
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,1,1
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,1
David H Conroy,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Theresa Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1
Total,163,117,86,84,79,69,67,65,60,47,43,36,36,34,26,24,24,21,20,18,8,6,5,4,4,143,72,1
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,2
,Anthony Kyriakakis,Tiffany Palmer,Jennifer Schultz,Kay Yu,Chris Hall,James C Crumlish,Wendi Barish,Carmella Jacquinto,Joshua Roberts,Cateria R Mccabe,Nicola Serianni,Beth Grossman,Vicki Markovitz,Kendra Mccrae,Henry Mcgregor Sias,Laurie Dow,Craig Levin,Janine D Momasso,James F Berardinelli,Leon Goodman,Terri M Booker,Jon Marshall,Gregory Weyer,Robert Trimble,Sherman Toppin,David H Conroy,Theresa Brunson,2
Anthony Kyriakakis,0,82,34,33,50,51,28,24,23,27,12,14,10,9,18,7,11,6,11,9,1,5,3,0,0,75,30,2
Tiffany Palmer,,1,37,38,50,47,32,18,8,18,17,15,15,14,10,9,6,7,7,5,5,2,1,0,2,59,40,2
Jennifer Schultz,,,0,26,15,17,29,16,5,14,24,17,16,12,4,8,3,5,1,2,2,1,1,2,0,24,40,2
Kay Yu,,,,1,22,19,18,15,9,12,15,14,13,11,5,9,4,5,1,5,5,1,1,0,1,33,26,2
Chris Hall,,,,,0,44,10,9,3,5,4,7,4,4,4,5,6,1,4,4,5,4,1,0,2,42,13,2
James C Crumlish,,,,,,0,11,9,4,4,4,7,4,5,4,5,7,2,6,5,0,4,1,1,0,47,8,2
Wendi Barish,,,,,,,2,14,5,12,16,15,17,10,3,11,3,6,6,8,1,0,1,0,0,11,38,2
Carmella Jacquinto,,,,,,,,2,16,18,7,7,13,14,12,6,3,6,4,2,4,1,1,1,0,28,23,2
Joshua Roberts,,,,,,,,,0,16,3,3,3,4,14,2,5,1,3,5,0,4,1,0,1,31,9,2
Cateria R Mccabe,,,,,,,,,,1,13,5,5,8,15,3,2,5,2,2,4,0,1,0,0,26,13,2
Nicola Serianni,,,,,,,,,,,1,11,11,6,5,3,4,7,1,0,4,1,2,1,0,13,23,2
Beth Grossman,,,,,,,,,,,,0,11,10,2,9,5,4,2,1,3,3,2,0,0,11,22,2
Vicki Markovitz,,,,,,,,,,,,,0,9,2,8,2,4,2,5,0,1,0,1,0,11,21,2
Kendra Mccrae,,,,,,,,,,,,,,0,2,4,2,3,3,4,5,2,1,1,2,8,21,2
Henry Mcgregor Sias,,,,,,,,,,,,,,,0,1,1,2,2,2,2,0,1,0,0,18,5,2
Laurie Dow,,,,,,,,,,,,,,,,0,4,2,3,1,3,3,0,0,1,8,14,2
Craig Levin,,,,,,,,,,,,,,,,,0,3,2,2,2,3,1,1,0,12,5,2
Janine D Momasso,,,,,,,,,,,,,,,,,,0,2,2,2,1,2,1,1,7,10,2
James F Berardinelli,,,,,,,,,,,,,,,,,,,0,2,1,2,2,1,0,10,3,2
Leon Goodman,,,,,,,,,,,,,,,,,,,,0,1,2,0,0,2,5,8,2
Terri M Booker,,,,,,,,,,,,,,,,,,,,,0,2,1,0,2,2,8,2
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,5,5,2
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,1,2
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,2
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,2
David H Conroy,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,2
Theresa Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2
Total,119,112,69,65,63,61,59,58,43,42,39,35,34,30,25,22,18,18,15,15,11,10,5,3,3,106,81,2
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,3
,Tiffany Palmer,Anthony Kyriakakis,Jennifer Schultz,Kay Yu,Wendi Barish,James C Crumlish,Henry Mcgregor Sias,Chris Hall,Nicola Serianni,Cateria R Mccabe,Kendra Mccrae,Beth Grossman,Joshua Roberts,Vicki Markovitz,Carmella Jacquinto,Laurie Dow,Janine D Momasso,Craig Levin,James F Berardinelli,Leon Goodman,Terri M Booker,Jon Marshall,Sherman Toppin,Gregory Weyer,Robert Trimble,David H Conroy,Theresa Brunson,3
Tiffany Palmer,0,95,54,62,32,47,41,45,28,30,24,14,7,11,13,9,10,6,8,11,3,0,3,1,0,76,34,3
Anthony Kyriakakis,,2,43,57,20,48,45,44,16,20,13,7,8,5,10,3,3,5,11,11,1,1,2,1,0,73,19,3
Jennifer Schultz,,,5,35,32,19,22,10,23,33,20,18,10,18,11,10,14,10,7,5,5,4,5,1,0,50,40,3
Kay Yu,,,,2,20,20,36,19,18,24,13,10,7,8,9,5,7,1,6,6,1,1,0,1,0,49,28,3
Wendi Barish,,,,,0,9,11,6,26,13,15,18,4,15,13,8,10,5,5,3,2,2,3,0,1,22,32,3
James C Crumlish,,,,,,0,10,33,8,6,6,5,5,3,5,1,1,3,8,5,0,1,0,0,0,43,6,3
Henry Mcgregor Sias,,,,,,,0,9,7,17,3,1,4,4,2,1,2,4,3,4,0,1,2,0,0,34,12,3
Chris Hall,,,,,,,,0,4,2,5,6,3,1,5,4,0,2,6,4,0,1,0,0,0,38,5,3
Nicola Serianni,,,,,,,,,0,12,15,14,5,7,4,6,9,2,1,0,2,0,0,0,0,20,22,3
Cateria R Mccabe,,,,,,,,,,0,11,8,0,6,2,3,7,2,2,1,2,1,0,0,0,22,17,3
Kendra Mccrae,,,,,,,,,,,1,12,1,10,6,7,6,0,1,1,4,0,2,0,0,9,24,3
Beth Grossman,,,,,,,,,,,,0,2,9,8,10,4,4,3,2,3,1,1,0,1,9,24,3
Joshua Roberts,,,,,,,,,,,,,2,6,4,4,2,3,2,1,2,3,2,2,1,16,7,3
Vicki Markovitz,,,,,,,,,,,,,,0,7,6,5,6,1,2,3,0,2,1,0,7,20,3
Carmella Jacquinto,,,,,,,,,,,,,,,0,6,5,4,0,0,1,0,0,2,0,7,17,3
Laurie Dow,,,,,,,,,,,,,,,,0,7,2,0,0,4,1,1,0,1,5,17,3
Janine D Momasso,,,,,,,,,,,,,,,,,0,1,1,0,0,0,3,0,0,5,14,3
Craig Levin,,,,,,,,,,,,,,,,,,0,1,1,1,4,1,1,0,8,10,3
James F Berardinelli,,,,,,,,,,,,,,,,,,,0,3,1,0,2,0,0,10,3,3
Leon Goodman,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,5,6,3
Terri M Booker,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,2,6,3
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,4,2,3
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,1,1,0,4,3,3
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,1,3
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,3
David H Conroy,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,3
Theresa Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3
Total,122,108,100,84,59,54,50,47,44,41,36,33,29,29,26,22,20,19,15,13,9,8,8,3,1,105,77,3
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,4
,Tiffany Palmer,Anthony Kyriakakis,Kay Yu,Jennifer Schultz,Wendi Barish,James C Crumlish,Chris Hall,Joshua Roberts,Nicola Serianni,Henry Mcgregor Sias,Vicki Markovitz,Carmella Jacquinto,Cateria R Mccabe,Beth Grossman,Leon Goodman,Craig Levin,Laurie Dow,Janine D Momasso,James F Berardinelli,Kendra Mccrae,Jon Marshall,Terri M Booker,Robert Trimble,Sherman Toppin,Gregory Weyer,David H Conroy,Theresa Brunson,4
Tiffany Palmer,0,52,34,25,27,31,31,8,18,18,16,12,12,6,12,7,12,6,3,7,2,1,0,0,0,41,24,4
Anthony Kyriakakis,,1,31,16,25,34,33,9,12,22,10,6,11,5,11,8,3,1,6,2,2,2,2,0,0,43,13,4
Kay Yu,,,1,18,14,14,17,2,9,9,12,9,6,6,7,6,8,2,8,5,0,3,1,0,0,27,16,4
Jennifer Schultz,,,,1,20,7,7,9,12,4,7,9,10,12,4,7,6,9,3,7,5,1,0,1,0,18,26,4
Wendi Barish,,,,,0,8,7,7,13,9,10,6,9,12,7,5,8,12,2,5,3,1,1,0,0,18,22,4
James C Crumlish,,,,,,0,32,5,8,7,5,2,2,2,5,5,3,0,5,4,3,1,4,1,2,30,6,4
Chris Hall,,,,,,,0,1,7,7,4,1,1,0,6,5,2,0,4,2,0,1,2,1,1,30,2,4
Joshua Roberts,,,,,,,,1,3,5,3,9,5,6,2,7,3,5,1,3,4,2,2,3,1,12,15,4
Nicola Serianni,,,,,,,,,0,6,4,5,9,7,1,1,3,7,2,5,0,1,0,1,0,13,12,4
Henry Mcgregor Sias,,,,,,,,,,0,5,6,9,2,8,3,0,2,0,0,0,0,1,1,0,17,6,4
Vicki Markovitz,,,,,,,,,,,0,8,2,5,5,0,9,6,2,4,1,1,0,1,0,8,15,4
Carmella Jacquinto,,,,,,,,,,,,0,8,5,1,0,8,6,0,5,0,3,1,1,0,5,19,4
Cateria R Mccabe,,,,,,,,,,,,,1,5,4,0,2,5,0,3,1,1,1,0,0,10,12,4
Beth Grossman,,,,,,,,,,,,,,0,2,5,6,7,3,2,3,1,1,1,1,5,16,4
Leon Goodman,,,,,,,,,,,,,,,0,2,1,1,2,2,0,1,1,1,0,12,4,4
Craig Levin,,,,,,,,,,,,,,,,0,0,1,3,0,2,1,2,1,2,11,6,4
Laurie Dow,,,,,,,,,,,,,,,,,0,7,1,4,1,1,0,0,0,4,14,4
Janine D Momasso,,,,,,,,,,,,,,,,,,0,3,2,0,1,0,2,0,5,12,4
James F Berardinelli,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,7,4,4
Kendra Mccrae,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,4,9,4
Jon Marshall,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,2,3,4
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,2,4,4
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,0,0,2,3,2,4
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,2,4
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,4
David H Conroy,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4
Theresa Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4
Total,74,69,49,47,45,42,37,29,29,27,25,24,24,22,19,18,18,17,13,13,8,6,5,4,2,63,56,4
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,5
