col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,All
,Anthony Kyriakakis,Tiffany Palmer,Kay Yu,Jennifer Schultz,Wendi Barish,James C Crumlish,Vicki Markovitz,Chris Hall,Joshua Roberts,Nicola Serianni,Henry Mcgregor Sias,Carmella Jacquinto,Cateria R Mccabe,Beth Grossman,Craig Levin,Kendra Mccrae,Leon Goodman,James F Berardinelli,Laurie Dow,Janine D Momasso,Terri M Booker,Jon Marshall,Sherman Toppin,Robert Trimble,Gregory Weyer,Rochelle Bilal,Malika Rahman,Jewell Williams,Larry King Sr,All
Anthony Kyriakakis,23,"1,504",875,438,561,812,463,788,382,277,488,277,297,210,181,125,200,253,64,54,33,23,16,29,18,"1,105",484,124,49,All
Tiffany Palmer,,7,908,578,647,754,462,773,203,389,410,192,278,220,115,188,204,219,122,128,52,12,27,13,19,"1,138",510,114,39,All
Kay Yu,,,24,437,365,373,295,380,181,266,282,200,193,162,81,148,88,181,88,89,56,15,18,10,21,774,341,79,30,All
Jennifer Schultz,,,,16,452,179,241,146,181,383,152,150,253,236,201,164,71,61,116,143,62,102,37,19,14,638,273,105,39,All
Wendi Barish,,,,,2,205,369,149,132,357,192,139,181,249,118,128,174,77,125,133,59,28,23,17,10,541,269,109,32,All
James C Crumlish,,,,,,2,166,687,116,90,84,80,67,90,111,60,83,177,37,13,21,27,16,17,9,475,296,65,33,All
Vicki Markovitz,,,,,,,26,139,192,153,163,177,87,238,132,91,160,55,95,73,49,20,29,20,15,409,229,102,37,All
Chris Hall,,,,,,,,2,71,64,68,58,54,91,68,62,51,170,47,9,22,8,13,12,8,442,280,46,28,All
Joshua Roberts,,,,,,,,,31,88,179,240,185,109,167,33,67,38,29,32,33,96,29,19,14,304,183,98,40,All
Nicola Serianni,,,,,,,,,,3,100,116,173,155,71,119,36,44,74,144,45,31,17,6,13,390,154,74,20,All
Henry Mcgregor Sias,,,,,,,,,,,1,154,233,40,32,39,115,37,6,30,20,8,16,12,13,300,147,44,18,All
Carmella Jacquinto,,,,,,,,,,,,10,188,122,55,95,42,24,58,65,57,15,26,17,11,216,131,94,24,All
Cateria R Mccabe,,,,,,,,,,,,,1,63,43,99,41,24,38,96,34,15,16,10,6,257,144,59,20,All
Beth Grossman,,,,,,,,,,,,,,0,109,105,70,68,105,57,48,24,11,23,14,267,162,71,29,All
Craig Levin,,,,,,,,,,,,,,,14,25,55,31,32,19,27,90,22,20,15,208,104,72,34,All
Kendra Mccrae,,,,,,,,,,,,,,,,0,45,29,63,40,49,10,19,18,7,144,148,49,18,All
Leon Goodman,,,,,,,,,,,,,,,,,2,36,25,17,36,13,28,22,9,144,87,55,26,All
James F Berardinelli,,,,,,,,,,,,,,,,,,7,18,17,9,11,12,19,15,201,70,34,24,All
Laurie Dow,,,,,,,,,,,,,,,,,,,2,40,36,8,16,11,5,122,89,34,12,All
Janine D Momasso,,,,,,,,,,,,,,,,,,,,2,22,7,18,8,6,133,64,40,5,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,,2,8,24,14,9,60,53,42,20,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,2,4,10,3,75,37,23,13,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,1,6,5,38,21,27,9,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,0,9,31,16,13,12,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,0,23,11,9,10,All
Rochelle Bilal,,,,,,,,,,,,,,,,,,,,,,,,,,51,0,0,0,All
Malika Rahman,,,,,,,,,,,,,,,,,,,,,,,,,,,40,0,0,All
Jewell Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,0,All
Larry King Sr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,All
Total,"2,068","1,982","1,355","1,155","1,069",970,920,888,816,689,639,599,582,572,487,376,374,357,270,267,185,162,103,78,59,"1,858",926,366,147,All
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,1
