col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,division
,Judge Of The Superior Court - Democrat,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,Tiffany Palmer,Anthony Kyriakakis,Jennifer Schultz,Kay Yu,Henry Mcgregor Sias,Wendi Barish,Nicola Serianni,Cateria R Mccabe,James C Crumlish,Chris Hall,Carmella Jacquinto,Beth Grossman,Joshua Roberts,Janine D Momasso,Vicki Markovitz,Kendra Mccrae,Craig Levin,Laurie Dow,Leon Goodman,James F Berardinelli,Terri M Booker,Sherman Toppin,Jon Marshall,Robert Trimble,Gregory Weyer,All
Daniel D Mccaffery,81,831,241,937,834,601,587,582,418,409,376,341,304,262,242,287,154,165,151,177,127,148,112,91,115,80,47,30,All
Amanda Green-hawkins,,25,402,973,730,676,629,592,429,463,465,255,247,282,221,198,207,168,187,107,137,114,65,92,103,59,19,24,All
Beth Tarasi,,,24,381,249,408,190,110,306,260,159,171,138,149,206,103,118,123,142,102,107,66,49,60,23,59,22,14,All
Tiffany Palmer,,,,5,878,652,699,613,499,471,436,379,386,161,167,74,207,150,158,46,107,112,84,61,17,15,12,23,All
Anthony Kyriakakis,,,,,5,303,535,545,271,211,228,370,370,175,109,149,33,98,81,58,47,94,86,32,83,15,8,13,All
Jennifer Schultz,,,,,,5,370,280,408,455,400,135,122,131,210,111,207,138,122,106,110,55,37,47,16,69,25,19,All
Kay Yu,,,,,,,2,490,189,209,251,139,155,102,92,22,61,77,91,28,49,49,42,26,9,11,8,22,All
Henry Mcgregor Sias,,,,,,,,3,163,174,279,83,87,125,46,115,41,68,35,17,24,64,28,16,78,11,8,21,All
Wendi Barish,,,,,,,,,1,363,239,111,85,116,166,60,188,143,94,49,100,67,41,48,16,25,12,7,All
Nicola Serianni,,,,,,,,,,3,297,71,60,116,136,88,209,94,95,63,71,37,34,39,23,30,14,8,All
Cateria R Mccabe,,,,,,,,,,,1,52,40,120,66,96,177,41,77,22,39,34,22,30,86,6,6,4,All
James C Crumlish,,,,,,,,,,,,4,306,54,72,58,10,28,52,44,41,44,35,18,12,15,10,2,All
Chris Hall,,,,,,,,,,,,,0,40,50,25,8,22,48,20,31,34,43,16,9,6,12,1,All
Carmella Jacquinto,,,,,,,,,,,,,,3,99,122,51,60,74,30,73,29,15,35,81,18,10,10,All
Beth Grossman,,,,,,,,,,,,,,,4,43,49,105,86,51,89,45,33,44,11,23,11,6,All
