col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,division
,City Commissioners - Democrat,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Omar Sabir,Lisa Deeley,Kahlil Williams,Jen Devor,Marwan Kreidie,Annette Thompson,Luigi Borda,Carla Cain,Dennis Lee,Moira Bohannon,Lewis Harris Jr,Robin Trent,Warren Bloom,Jennifer Schultz,Tiffany Palmer,Joshua Roberts,Anthony Kyriakakis,Cateria R Mccabe,Carmella Jacquinto,Wendi Barish,James C Crumlish,Nicola Serianni,Henry Mcgregor Sias,Leon Goodman,Kay Yu,Craig Levin,Kendra Mccrae,Terri M Booker,Sherman Toppin,Chris Hall,Beth Grossman,Jon Marshall,Janine D Momasso,Laurie Dow,Vicki Markovitz,James F Berardinelli,Robert Trimble,Gregory Weyer,All
Omar Sabir,131,705,255,91,151,63,21,16,60,14,31,10,7,483,313,970,464,504,617,255,314,233,375,465,156,431,229,360,446,108,162,320,175,156,115,77,58,39,All
Lisa Deeley,,34,74,78,59,99,17,36,20,19,4,13,1,437,239,678,421,393,498,238,251,190,341,260,109,230,129,197,312,87,154,159,91,100,111,52,30,21,All
Kahlil Williams,,,40,373,71,60,17,28,30,30,28,21,7,378,604,166,445,298,155,256,273,221,267,219,359,114,213,160,105,245,158,78,124,109,99,84,35,42,All
Jen Devor,,,,55,68,38,122,38,25,42,11,11,3,469,649,93,448,297,148,327,263,312,300,125,403,71,167,81,49,244,185,44,119,117,115,73,18,47,All
Marwan Kreidie,,,,,19,17,29,17,12,19,4,12,3,332,172,196,156,92,57,123,184,138,58,60,80,184,74,33,40,110,61,149,36,37,61,26,32,4,All
Annette Thompson,,,,,,8,13,26,5,17,11,6,3,192,137,68,53,71,95,155,58,122,33,74,58,61,113,71,32,46,130,51,68,71,68,16,27,12,All
Luigi Borda,,,,,,,1,16,15,7,1,5,8,164,155,30,82,103,29,95,78,141,84,40,104,38,42,9,8,42,42,11,53,31,32,31,17,13,All
Carla Cain,,,,,,,,1,11,16,4,8,1,110,100,26,57,52,55,74,54,67,32,41,60,35,69,36,23,43,65,16,40,55,54,18,10,4,All
Dennis Lee,,,,,,,,,4,1,6,8,8,70,48,54,58,38,34,49,63,47,16,70,32,44,42,36,38,40,43,42,30,41,34,20,23,12,All
Moira Bohannon,,,,,,,,,,1,0,3,0,79,104,17,67,30,50,73,55,67,26,25,54,15,59,14,7,47,36,4,29,34,21,11,9,7,All
Lewis Harris Jr,,,,,,,,,,,6,3,4,30,30,29,22,18,16,23,18,20,9,42,22,22,33,42,27,24,30,24,11,13,14,8,13,10,All
