col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,col_53,col_54,col_55,col_56,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Helen Gym,Derek S Green,Isaiah Thomas,Allan Domb,Katherine Gilmore Richardson,Erika Almirón,Justin Diberardinis,Adrián Rivera-reyes,Deja Lynn Alvarez,Eryn Santamoor,Willie Floyd Singletary,Sandra Dungee Glenn,Fareed Abdullah,Ogbonna Paul Hagins,Asa Khalif,Latrice Y Bryant,Beth Finn,Ethelind Baylor,Fernando Treviño,Billy Thompson,Wayne Allen,Joseph A Diorio,Hena Veit,Edwin Santana,Bobbie Curry,Devon Cade,Mark Ross,Wayne Edmund Dorsey,Vinny Black,Sherrie Cohen,Jennifer Schultz,Joshua Roberts,Tiffany Palmer,Anthony Kyriakakis,Cateria R Mccabe,Carmella Jacquinto,Sherman Toppin,Kay Yu,Craig Levin,Chris Hall,Terri M Booker,James C Crumlish,Leon Goodman,Wendi Barish,Henry Mcgregor Sias,Kendra Mccrae,Nicola Serianni,Jon Marshall,Beth Grossman,Laurie Dow,Janine D Momasso,Vicki Markovitz,James F Berardinelli,Robert Trimble,Gregory Weyer,All
Helen Gym,39,"1,027",868,821,620,559,551,371,269,313,208,218,117,182,112,91,122,139,97,65,58,36,53,29,25,25,23,16,12,0,768,801,804,716,595,510,474,461,331,419,306,376,291,368,435,289,318,257,239,211,169,121,106,70,36,All
Derek S Green,,20,732,706,526,311,330,119,82,162,66,163,132,27,87,77,36,56,32,58,53,17,15,28,18,9,15,18,13,0,355,510,518,540,469,435,429,308,141,306,274,223,259,169,351,229,120,95,118,152,104,61,90,55,30,All
Isaiah Thomas,,,9,644,499,241,217,107,66,88,76,151,136,39,107,77,37,101,28,48,43,29,13,28,15,22,14,12,8,0,294,531,399,412,497,447,453,183,144,170,273,156,264,184,355,209,168,99,128,133,126,62,57,41,30,All
Allan Domb,,,,16,471,107,151,92,67,161,79,130,109,41,80,48,41,32,32,56,50,25,21,29,21,30,16,18,19,0,231,510,288,373,433,405,429,157,141,168,258,188,213,140,290,185,119,99,141,132,80,66,66,60,30,All
Katherine Gilmore Richardson,,,,,3,128,119,53,44,134,25,134,50,18,46,49,59,35,45,29,20,8,17,16,14,12,8,6,5,0,177,398,243,348,395,369,358,105,72,111,172,143,146,122,270,137,102,46,97,104,71,58,34,18,12,All
Erika Almirón,,,,,,13,349,102,68,151,16,70,39,19,41,40,61,86,63,18,13,7,19,11,9,8,4,4,7,0,355,92,503,328,179,109,60,290,42,252,87,151,87,181,126,127,165,34,83,74,95,46,50,11,15,All
Justin Diberardinis,,,,,,,2,101,44,137,15,47,14,17,31,21,39,89,38,10,9,14,8,18,7,3,4,4,2,0,316,89,427,324,154,99,60,289,53,245,62,158,69,148,122,73,128,23,80,69,75,37,62,13,16,All
Adrián Rivera-reyes,,,,,,,,9,210,69,170,41,45,153,35,44,35,17,42,28,23,28,18,16,16,13,8,10,9,0,361,230,188,88,87,70,60,96,197,81,82,102,80,125,57,96,128,182,90,52,38,47,26,40,16,All
Deja Lynn Alvarez,,,,,,,,,4,48,159,27,40,145,38,35,29,24,29,20,13,15,20,15,12,9,6,4,8,0,257,195,119,67,71,62,55,59,173,51,60,71,70,106,41,78,111,144,53,36,37,30,25,21,12,All
Eryn Santamoor,,,,,,,,,,1,23,46,21,18,19,30,31,20,66,14,12,13,19,8,13,9,6,4,11,0,142,81,242,156,82,67,64,123,60,148,62,132,68,109,47,82,99,41,76,72,38,59,35,23,10,All
Willie Floyd Singletary,,,,,,,,,,,9,23,37,131,18,26,9,8,15,22,18,12,9,6,14,8,10,6,8,0,194,207,62,21,45,27,44,26,167,41,66,69,79,47,16,47,63,154,34,32,19,18,20,19,7,All
Sandra Dungee Glenn,,,,,,,,,,,,3,38,11,40,45,30,32,9,10,8,16,14,12,9,5,2,9,5,0,103,61,158,59,100,122,95,87,57,61,94,46,99,83,31,91,69,23,80,86,62,34,47,11,10,All
Fareed Abdullah,,,,,,,,,,,,,5,13,70,42,13,20,14,12,20,13,10,13,8,15,7,9,7,0,77,82,122,45,74,78,74,58,47,46,113,44,83,57,31,94,51,35,46,59,47,22,26,27,7,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,4,17,14,9,2,11,17,9,12,18,6,9,5,3,4,5,0,167,148,48,27,33,25,21,27,137,31,32,56,48,50,10,28,59,126,25,20,19,14,8,21,2,All
Asa Khalif,,,,,,,,,,,,,,,0,23,20,14,14,14,21,6,9,14,7,2,3,5,4,0,68,55,109,44,58,58,53,53,43,46,81,28,60,57,19,80,46,23,49,53,30,21,19,12,12,All
Latrice Y Bryant,,,,,,,,,,,,,,,,3,25,15,13,18,20,11,10,9,12,8,14,10,11,0,72,52,93,21,63,45,51,35,33,47,82,24,57,53,18,84,54,28,55,44,33,32,17,24,7,All
Beth Finn,,,,,,,,,,,,,,,,,2,17,16,7,8,10,19,8,8,3,5,4,9,0,92,38,75,37,48,48,27,39,28,32,32,29,25,83,18,59,72,17,80,42,29,34,10,15,3,All
Ethelind Baylor,,,,,,,,,,,,,,,,,,1,5,7,6,0,5,5,3,5,2,1,0,0,85,28,110,45,70,44,22,53,16,39,42,37,44,64,26,38,71,6,32,25,49,14,17,5,9,All
Fernando Treviño,,,,,,,,,,,,,,,,,,,0,14,5,20,15,14,6,8,8,2,4,0,69,34,87,57,30,32,20,40,38,56,23,77,32,51,10,40,42,27,29,29,18,16,21,13,4,All
Billy Thompson,,,,,,,,,,,,,,,,,,,,2,17,15,14,9,12,4,18,12,8,0,49,58,54,17,32,25,30,17,40,26,38,27,60,33,14,48,32,31,30,12,15,12,13,20,6,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,11,13,6,6,8,7,9,7,6,0,45,47,42,15,17,22,37,19,41,24,39,17,37,28,12,38,25,27,24,9,18,16,12,19,13,All
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,,2,13,9,12,7,5,5,4,0,35,27,20,6,11,19,21,12,38,16,23,32,27,34,10,16,31,21,24,19,19,19,18,13,6,All
Hena Veit,,,,,,,,,,,,,,,,,,,,,,,0,2,1,3,4,2,4,0,53,22,38,8,14,17,8,19,27,11,24,26,23,39,7,27,45,23,35,13,14,14,6,10,3,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,1,6,2,3,1,2,0,26,12,28,8,17,23,18,14,21,12,22,17,26,15,7,27,14,10,16,26,16,7,9,11,3,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,0,6,3,3,6,0,30,21,33,9,13,11,16,11,13,20,15,12,19,16,8,22,17,18,16,12,9,11,13,14,6,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,4,3,0,13,23,28,8,17,15,17,11,14,11,21,9,14,9,7,16,13,8,18,13,5,10,9,5,4,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,4,0,16,20,21,6,8,9,12,13,14,12,14,11,13,11,3,17,10,19,7,5,8,9,9,13,5,All
