col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,division
,Judge Of The Superior Court - Democrat,,,City Commissioners - Democrat,,,,,,,,,,,,,All
,Amanda Green-hawkins,Daniel D Mccaffery,Beth Tarasi,Kahlil Williams,Jen Devor,Lisa Deeley,Marwan Kreidie,Omar Sabir,Luigi Borda,Annette Thompson,Carla Cain,Moira Bohannon,Dennis Lee,Robin Trent,Warren Bloom,Lewis Harris Jr,All
Amanda Green-hawkins,78,"1,102",669,"2,021","1,921",445,279,316,227,159,162,145,68,76,46,30,All
Daniel D Mccaffery,,162,444,"1,205",977,606,366,389,240,147,136,130,86,55,64,42,All
Beth Tarasi,,,36,477,416,316,262,181,104,146,108,86,47,59,42,16,All
Kahlil Williams,,,,33,"1,980",185,115,97,69,38,20,40,26,21,9,18,All
Jen Devor,,,,,33,63,71,22,119,23,47,51,6,12,8,3,All
Lisa Deeley,,,,,,28,76,190,42,97,40,21,13,8,12,3,All
Marwan Kreidie,,,,,,,16,84,38,11,19,21,18,22,15,1,All
Omar Sabir,,,,,,,,15,15,18,9,11,17,3,6,4,All
Luigi Borda,,,,,,,,,23,6,19,18,14,4,9,3,All
Annette Thompson,,,,,,,,,,5,24,12,8,6,6,9,All
Carla Cain,,,,,,,,,,,0,24,4,6,3,5,All
Moira Bohannon,,,,,,,,,,,,2,7,10,4,0,All
Dennis Lee,,,,,,,,,,,,,2,3,5,2,All
Robin Trent,,,,,,,,,,,,,,1,3,3,All
Warren Bloom,,,,,,,,,,,,,,,0,3,All
Lewis Harris Jr,,,,,,,,,,,,,,,,0,All
Total,"3,202","2,635","1,281","2,794","2,510",933,585,576,437,274,233,228,132,106,88,57,All
,Judge Of The Superior Court - Democrat,,,City Commissioners - Democrat,,,,,,,,,,,,,1
,Amanda Green-hawkins,Daniel D Mccaffery,Beth Tarasi,Kahlil Williams,Jen Devor,Lisa Deeley,Luigi Borda,Marwan Kreidie,Omar Sabir,Annette Thompson,Moira Bohannon,Carla Cain,Warren Bloom,Lewis Harris Jr,Dennis Lee,Robin Trent,1
Amanda Green-hawkins,3,41,30,118,99,23,25,6,9,8,4,3,1,5,1,0,1
