col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,division
,Judge Of The Superior Court - Democrat,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,Jennifer Schultz,Joshua Roberts,Craig Levin,Beth Grossman,James C Crumlish,Carmella Jacquinto,Wendi Barish,Anthony Kyriakakis,Jon Marshall,Cateria R Mccabe,Tiffany Palmer,Leon Goodman,Nicola Serianni,Vicki Markovitz,Terri M Booker,Kay Yu,Kendra Mccrae,Laurie Dow,Chris Hall,Sherman Toppin,James F Berardinelli,Henry Mcgregor Sias,Janine D Momasso,Robert Trimble,Gregory Weyer,All
Daniel D Mccaffery,48,161,140,233,217,176,148,158,122,116,132,120,110,107,114,79,89,81,69,74,50,56,55,53,44,35,31,19,All
Amanda Green-hawkins,,9,73,124,79,64,83,53,71,74,57,53,63,82,67,66,43,66,54,66,54,31,36,23,28,28,20,11,All
Beth Tarasi,,,6,162,100,99,92,54,38,69,35,73,32,45,40,64,58,39,49,33,45,27,14,20,18,23,20,7,All
Jennifer Schultz,,,,2,93,116,87,58,41,68,23,87,38,64,46,79,58,40,47,43,34,19,13,12,14,22,19,5,All
Joshua Roberts,,,,,5,97,48,54,44,41,47,80,32,26,45,42,25,19,22,15,12,19,31,13,28,6,10,2,All
Craig Levin,,,,,,3,64,44,17,43,17,76,18,18,52,44,56,17,16,17,22,16,16,15,10,5,7,5,All
Beth Grossman,,,,,,,5,33,27,63,34,19,28,41,47,40,81,28,39,32,44,10,6,31,11,19,4,16,All
James C Crumlish,,,,,,,,1,63,38,80,26,51,39,39,30,17,17,26,15,11,28,10,15,17,5,14,4,All
Carmella Jacquinto,,,,,,,,,15,32,62,7,69,30,23,20,22,25,26,36,18,12,26,7,20,18,8,4,All
Wendi Barish,,,,,,,,,,1,23,27,24,38,42,37,37,27,29,30,29,14,14,19,5,21,12,2,All
Anthony Kyriakakis,,,,,,,,,,,1,3,74,34,21,14,10,11,35,15,5,24,26,15,25,8,8,2,All
Jon Marshall,,,,,,,,,,,,2,12,15,30,28,12,18,10,11,12,12,12,3,5,3,10,2,All
Cateria R Mccabe,,,,,,,,,,,,,1,23,19,26,18,13,20,20,22,3,23,12,22,15,3,5,All
Tiffany Palmer,,,,,,,,,,,,,,0,26,32,27,39,28,42,25,28,8,11,14,10,11,5,All
Leon Goodman,,,,,,,,,,,,,,,0,24,30,32,16,26,12,18,14,16,10,7,16,6,All
Nicola Serianni,,,,,,,,,,,,,,,,1,27,22,27,19,18,4,10,12,11,16,3,2,All
Vicki Markovitz,,,,,,,,,,,,,,,,,0,19,18,13,17,6,7,21,4,10,7,9,All
Terri M Booker,,,,,,,,,,,,,,,,,,0,15,32,15,17,17,5,2,16,14,6,All
Kay Yu,,,,,,,,,,,,,,,,,,,5,17,21,16,9,10,6,10,6,4,All
Kendra Mccrae,,,,,,,,,,,,,,,,,,,,1,14,19,11,8,4,14,14,6,All
Laurie Dow,,,,,,,,,,,,,,,,,,,,,0,6,8,12,7,15,4,5,All
Chris Hall,,,,,,,,,,,,,,,,,,,,,,0,11,9,4,2,11,2,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,1,5,22,9,4,2,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,0,5,2,5,6,All
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,,,,0,4,2,3,All
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,All
