col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,division
,City Commissioners - Democrat,,,,,,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Omar Sabir,Lisa Deeley,Kahlil Williams,Dennis Lee,Marwan Kreidie,Annette Thompson,Lewis Harris Jr,Carla Cain,Robin Trent,Jen Devor,Luigi Borda,Warren Bloom,Moira Bohannon,Helen Gym,Isaiah Thomas,Derek S Green,Allan Domb,Katherine Gilmore Richardson,Sandra Dungee Glenn,Adrián Rivera-reyes,Willie Floyd Singletary,Deja Lynn Alvarez,Ogbonna Paul Hagins,Fareed Abdullah,Eryn Santamoor,Erika Almirón,Asa Khalif,Justin Diberardinis,Latrice Y Bryant,Billy Thompson,Ethelind Baylor,Fernando Treviño,Edwin Santana,Joseph A Diorio,Vinny Black,Beth Finn,Wayne Allen,Mark Ross,Devon Cade,Bobbie Curry,Hena Veit,Wayne Edmund Dorsey,Sherrie Cohen,All
Omar Sabir,48,309,120,77,63,42,16,15,9,2,5,4,4,494,451,372,328,272,218,197,187,144,104,107,63,67,90,36,47,39,34,27,16,25,21,12,14,12,12,21,12,17,0,All
Lisa Deeley,,10,22,15,37,19,5,2,7,3,1,0,1,278,251,229,191,171,146,98,86,78,52,21,27,23,15,32,21,19,17,13,9,12,13,12,6,5,8,2,12,4,0,All
Kahlil Williams,,,5,24,11,30,15,12,7,17,3,8,2,167,153,139,129,85,73,39,39,32,17,60,63,52,50,37,32,22,25,13,9,10,15,11,14,7,10,9,3,11,0,All
Dennis Lee,,,,10,5,4,4,9,7,2,4,3,0,95,109,120,74,74,110,19,21,21,5,35,23,19,25,16,14,40,27,12,17,15,4,4,7,12,7,4,8,5,0,All
Marwan Kreidie,,,,,9,4,4,1,5,0,3,1,1,92,16,14,22,17,12,118,73,72,65,8,11,9,2,5,8,8,12,16,5,4,6,12,4,3,3,8,4,1,0,All
Annette Thompson,,,,,,4,4,3,5,2,0,2,2,58,57,37,46,35,26,20,21,13,6,24,20,21,18,11,22,12,2,5,6,4,10,3,7,8,3,7,5,1,0,All
Lewis Harris Jr,,,,,,,0,1,3,4,0,0,1,25,26,31,23,13,15,6,8,6,6,9,7,2,7,11,12,11,5,5,7,9,5,3,4,8,10,4,4,3,0,All
Carla Cain,,,,,,,,1,0,1,1,0,4,22,18,16,18,14,23,4,5,5,3,7,12,5,9,7,8,4,4,11,13,11,1,3,3,0,2,4,0,2,0,All
Robin Trent,,,,,,,,,0,0,2,1,2,27,19,15,17,13,12,13,7,7,3,5,11,8,2,1,10,5,6,4,3,1,3,2,4,2,3,5,7,0,0,All
Jen Devor,,,,,,,,,,0,0,0,0,19,14,12,3,8,6,6,2,1,1,6,11,15,5,12,2,0,5,3,6,1,0,1,0,3,3,0,1,0,0,All
