col_1,col_2,col_3,col_4,col_5,division
,District Council 2nd District - Republican,Judge Of The Superior Court - Republican,,,All
,Michael Bradley,Megan Mccarthy King,Rebecca Warren,Christylee Peck,All
Michael Bradley,17,79,64,38,All
Megan Mccarthy King,,4,50,35,All
Rebecca Warren,,,7,10,All
Christylee Peck,,,,1,All
Total,120,100,79,48,All
,District Council 2nd District - Republican,Judge Of The Superior Court - Republican,,,1
,Michael Bradley,Christylee Peck,Megan Mccarthy King,Rebecca Warren,1
Michael Bradley,1,2,1,1,1
Christylee Peck,,0,1,1,1
Megan Mccarthy King,,,1,0,1
Rebecca Warren,,,,0,1
Total,3,2,2,1,1
,District Council 2nd District - Republican,Judge Of The Superior Court - Republican,,,2
,Michael Bradley,Christylee Peck,Megan Mccarthy King,Rebecca Warren,2
Michael Bradley,1,2,2,1,2
Christylee Peck,,0,2,0,2
Megan Mccarthy King,,,0,0,2
Rebecca Warren,,,,1,2
Total,4,2,2,2,2
,Judge Of The Superior Court - Republican,,,District Council 2nd District - Republican,5
,Megan Mccarthy King,Rebecca Warren,Christylee Peck,Michael Bradley,5
Megan Mccarthy King,0,1,1,1,5
Rebecca Warren,,0,0,2,5
Christylee Peck,,,0,0,5
Michael Bradley,,,,0,5
Total,2,2,1,2,5
,Judge Of The Superior Court - Republican,,,District Council 2nd District - Republican,6
,Megan Mccarthy King,Rebecca Warren,Christylee Peck,Michael Bradley,6
Megan Mccarthy King,0,2,0,2,6
Rebecca Warren,,0,0,2,6
Christylee Peck,,,0,0,6
Michael Bradley,,,,0,6
Total,2,2,0,2,6
,District Council 2nd District - Republican,Judge Of The Superior Court - Republican,,,7
,Michael Bradley,Megan Mccarthy King,Rebecca Warren,Christylee Peck,7
Michael Bradley,5,10,6,5,7
Megan Mccarthy King,,1,5,5,7
Rebecca Warren,,,1,0,7
Christylee Peck,,,,0,7
Total,16,11,7,5,7
,Judge Of The Superior Court - Republican,,,District Council 2nd District - Republican,8
,Megan Mccarthy King,Christylee Peck,Rebecca Warren,Michael Bradley,8
Megan Mccarthy King,0,1,1,1,8
Christylee Peck,,0,0,1,8
Rebecca Warren,,,0,0,8
Michael Bradley,,,,0,8
Total,2,1,1,1,8
,Judge Of The Superior Court - Republican,,,District Council 2nd District - Republican,9
,Megan Mccarthy King,Rebecca Warren,Christylee Peck,Michael Bradley,9
Megan Mccarthy King,0,1,0,2,9
Rebecca Warren,,1,0,1,9
Christylee Peck,,,0,0,9
Michael Bradley,,,,0,9
Total,2,2,0,2,9
,Judge Of The Superior Court - Republican,,,District Council 2nd District - Republican,10
,Megan Mccarthy King,Christylee Peck,Rebecca Warren,Michael Bradley,10
Megan Mccarthy King,0,6,5,3,10
Christylee Peck,,1,0,0,10
Rebecca Warren,,,1,4,10
Michael Bradley,,,,2,10
Total,11,7,7,6,10
,Judge Of The Superior Court - Republican,,,District Council 2nd District - Republican,11
,Megan Mccarthy King,Christylee Peck,Rebecca Warren,Michael Bradley,11
Megan Mccarthy King,0,1,1,2,11
Christylee Peck,,0,0,1,11
Rebecca Warren,,,0,1,11
Michael Bradley,,,,0,11
Total,2,1,1,2,11
,District Council 2nd District - Republican,Judge Of The Superior Court - Republican,,,12
,Michael Bradley,Rebecca Warren,Megan Mccarthy King,Christylee Peck,12
Michael Bradley,1,9,8,4,12
Rebecca Warren,,0,5,2,12
Megan Mccarthy King,,,0,2,12
Christylee Peck,,,,0,12
Total,13,9,8,4,12
,District Council 2nd District - Republican,Judge Of The Superior Court - Republican,,,13
,Michael Bradley,Megan Mccarthy King,Christylee Peck,Rebecca Warren,13
Michael Bradley,1,5,4,4,13
Megan Mccarthy King,,0,2,3,13
Christylee Peck,,,0,1,13
Rebecca Warren,,,,0,13
Total,8,5,4,4,13
,District Council 2nd District - Republican,Judge Of The Superior Court - Republican,,,14
,Michael Bradley,Megan Mccarthy King,Rebecca Warren,Christylee Peck,14
Michael Bradley,1,5,5,3,14
Megan Mccarthy King,,0,3,3,14
Rebecca Warren,,,0,1,14
Christylee Peck,,,,0,14
Total,8,6,5,4,14
,District Council 2nd District - Republican,Judge Of The Superior Court - Republican,,,15
,Michael Bradley,Megan Mccarthy King,Rebecca Warren,Christylee Peck,15
Michael Bradley,0,4,4,2,15
Megan Mccarthy King,,0,3,1,15
Rebecca Warren,,,0,1,15
Christylee Peck,,,,0,15
Total,6,5,5,2,15
,Judge Of The Superior Court - Republican,,,District Council 2nd District - Republican,16
,Megan Mccarthy King,Rebecca Warren,Christylee Peck,Michael Bradley,16
Megan Mccarthy King,0,3,2,5,16
Rebecca Warren,,0,1,3,16
Christylee Peck,,,0,3,16
Michael Bradley,,,,0,16
Total,6,4,3,6,16
,Judge Of The Superior Court - Republican,,,District Council 2nd District - Republican,17
,Megan Mccarthy King,Christylee Peck,Rebecca Warren,Michael Bradley,17
Megan Mccarthy King,1,1,1,4,17
Christylee Peck,,0,1,2,17
Rebecca Warren,,,0,2,17
Michael Bradley,,,,0,17
Total,5,2,2,5,17
,District Council 2nd District - Republican,Judge Of The Superior Court - Republican,,,18
,Michael Bradley,Rebecca Warren,Megan Mccarthy King,Christylee Peck,18
Michael Bradley,0,1,1,1,18
Rebecca Warren,,1,1,0,18
Megan Mccarthy King,,,0,0,18
Christylee Peck,,,,0,18
Total,3,3,2,1,18
,District Council 2nd District - Republican,Judge Of The Superior Court - Republican,,,19
,Michael Bradley,Megan Mccarthy King,Christylee Peck,Rebecca Warren,19
Michael Bradley,2,12,7,5,19
Megan Mccarthy King,,0,7,4,19
Christylee Peck,,,0,1,19
Rebecca Warren,,,,1,19
Total,15,13,8,6,19
,District Council 2nd District - Republican,Judge Of The Superior Court - Republican,,,20
,Michael Bradley,Megan Mccarthy King,Rebecca Warren,Christylee Peck,20
Michael Bradley,0,6,6,0,20
Megan Mccarthy King,,0,5,0,20
Rebecca Warren,,,0,0,20
Christylee Peck,,,,0,20
Total,7,6,6,0,20
,District Council 2nd District - Republican,Judge Of The Superior Court - Republican,,,22
