col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,division
,City Commissioners - Democrat,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Omar Sabir,Kahlil Williams,Lisa Deeley,Marwan Kreidie,Jen Devor,Annette Thompson,Dennis Lee,Carla Cain,Luigi Borda,Robin Trent,Lewis Harris Jr,Warren Bloom,Moira Bohannon,Jennifer Schultz,Joshua Roberts,Tiffany Palmer,Anthony Kyriakakis,Cateria R Mccabe,Carmella Jacquinto,Sherman Toppin,Kay Yu,Craig Levin,Chris Hall,Terri M Booker,James C Crumlish,Leon Goodman,Wendi Barish,Henry Mcgregor Sias,Kendra Mccrae,Nicola Serianni,Jon Marshall,Beth Grossman,Laurie Dow,Janine D Momasso,Vicki Markovitz,James F Berardinelli,Robert Trimble,Gregory Weyer,All
Omar Sabir,70,253,537,124,7,79,70,41,16,19,13,19,4,417,792,294,355,454,448,461,147,320,137,290,182,285,190,318,208,178,230,124,151,91,68,73,67,29,All
Kahlil Williams,,36,82,48,290,61,35,34,15,18,24,13,13,382,184,599,342,221,156,156,351,112,320,210,210,184,159,134,201,128,85,120,131,110,60,76,47,28,All
Lisa Deeley,,,18,73,10,58,17,20,6,11,4,8,9,310,557,178,309,363,357,331,75,159,65,148,142,140,161,265,124,131,134,114,91,46,56,37,26,6,All
Marwan Kreidie,,,,16,11,17,12,8,14,6,3,2,3,238,168,114,69,45,34,37,62,158,62,35,78,53,74,30,44,77,140,51,27,25,21,20,22,15,All
Jen Devor,,,,,2,4,3,8,29,4,5,0,7,225,24,333,251,90,34,10,216,9,201,19,107,17,87,77,38,76,7,33,24,41,25,28,1,7,All
Annette Thompson,,,,,,4,10,24,6,9,3,4,5,121,65,137,40,75,70,54,47,50,55,93,37,72,90,18,102,103,42,89,55,48,40,18,23,8,All
Dennis Lee,,,,,,,4,16,4,5,3,1,0,47,50,61,27,36,47,53,37,36,36,56,46,63,42,17,52,34,33,39,42,34,16,22,21,13,All
Carla Cain,,,,,,,,7,5,5,3,2,6,62,28,63,29,51,54,42,35,28,34,48,23,35,47,17,63,41,18,58,48,37,26,18,14,3,All
Luigi Borda,,,,,,,,,5,3,0,1,2,49,17,55,36,32,15,15,36,18,20,6,26,12,28,24,13,41,8,9,8,16,18,8,7,0,All
Robin Trent,,,,,,,,,,0,3,3,0,28,24,49,18,22,22,16,17,19,22,26,13,24,21,10,31,18,14,30,23,13,11,10,8,2,All
Lewis Harris Jr,,,,,,,,,,,0,3,0,15,17,26,7,18,7,17,15,8,26,31,10,16,12,9,22,11,6,11,9,11,10,11,7,6,All
Warren Bloom,,,,,,,,,,,,0,2,18,21,24,12,17,13,12,13,18,18,17,13,17,18,4,16,6,8,8,11,10,7,8,9,3,All
Moira Bohannon,,,,,,,,,,,,,0,23,6,31,14,13,11,5,19,3,9,13,11,11,23,6,17,23,2,20,11,9,8,3,4,0,All
Jennifer Schultz,,,,,,,,,,,,,,23,272,443,244,209,130,108,283,259,210,111,144,119,248,99,161,286,216,175,101,99,91,40,48,17,All
