col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,All
,Isaiah Thomas,Helen Gym,Allan Domb,Derek S Green,Katherine Gilmore Richardson,Adrián Rivera-reyes,Deja Lynn Alvarez,Ethelind Baylor,Willie Floyd Singletary,Eryn Santamoor,Justin Diberardinis,Ogbonna Paul Hagins,Erika Almirón,Sandra Dungee Glenn,Fareed Abdullah,Fernando Treviño,Billy Thompson,Asa Khalif,Latrice Y Bryant,Beth Finn,Joseph A Diorio,Edwin Santana,Hena Veit,Vinny Black,Wayne Allen,Devon Cade,Bobbie Curry,Wayne Edmund Dorsey,Mark Ross,Sherrie Cohen,Rochelle Bilal,Malika Rahman,Larry King Sr,Jewell Williams,All
Isaiah Thomas,60,292,450,407,345,56,45,172,40,51,50,18,45,51,57,27,30,43,33,13,20,14,14,19,18,11,7,9,12,0,122,106,176,142,All
Helen Gym,,38,308,232,202,134,118,46,103,88,80,100,64,61,36,33,30,41,28,38,23,15,24,15,16,10,12,9,9,0,230,157,112,133,All
Allan Domb,,,20,395,345,43,40,156,18,83,66,8,21,43,50,28,22,38,15,16,19,22,10,12,12,14,7,11,9,0,112,85,164,140,All
Derek S Green,,,,2,322,22,25,156,20,59,50,11,21,30,24,12,19,28,22,10,6,12,5,11,9,7,8,9,3,0,82,61,116,125,All
Katherine Gilmore Richardson,,,,,0,15,27,132,10,65,31,5,28,41,23,21,18,14,14,28,11,11,14,4,6,7,9,4,9,0,83,69,112,77,All
Adrián Rivera-reyes,,,,,,17,131,10,100,31,22,87,23,13,12,35,15,15,18,14,10,19,7,6,5,3,2,6,3,0,168,77,29,38,All
Deja Lynn Alvarez,,,,,,,11,10,97,29,11,96,24,13,12,38,14,8,19,11,12,16,12,4,5,8,10,4,2,0,126,86,29,44,All
Ethelind Baylor,,,,,,,,5,4,13,23,5,16,8,10,5,10,4,5,5,4,4,3,2,4,6,4,1,0,0,38,23,59,40,All
Willie Floyd Singletary,,,,,,,,,11,12,4,85,7,5,15,12,13,9,16,6,9,1,9,7,4,4,3,6,0,0,98,73,20,21,All
Eryn Santamoor,,,,,,,,,,1,44,12,28,22,9,26,15,7,11,14,13,10,15,1,3,4,7,1,3,0,51,51,35,40,All
Justin Diberardinis,,,,,,,,,,,3,5,13,14,5,14,12,6,3,13,11,12,7,3,1,1,5,4,4,0,33,27,25,40,All
Ogbonna Paul Hagins,,,,,,,,,,,,3,2,8,5,9,12,4,7,3,4,1,4,3,1,0,0,4,0,0,68,43,19,9,All
Erika Almirón,,,,,,,,,,,,,1,23,8,22,12,15,11,16,6,10,7,7,4,3,3,2,2,0,36,43,15,18,All
Sandra Dungee Glenn,,,,,,,,,,,,,,0,11,5,16,14,17,20,6,7,11,5,3,0,3,1,2,0,42,27,17,26,All
Fareed Abdullah,,,,,,,,,,,,,,,6,6,11,21,19,0,9,6,5,8,6,5,1,1,3,0,30,24,18,26,All
Fernando Treviño,,,,,,,,,,,,,,,,1,12,5,6,7,16,20,8,4,3,3,1,1,2,0,29,35,18,17,All
Billy Thompson,,,,,,,,,,,,,,,,,1,6,8,11,19,4,9,9,4,5,7,5,5,0,21,17,31,27,All
Asa Khalif,,,,,,,,,,,,,,,,,,0,9,4,4,3,1,4,5,1,2,1,2,0,32,17,12,23,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,1,7,4,2,9,7,8,5,5,6,3,0,26,22,13,21,All
Beth Finn,,,,,,,,,,,,,,,,,,,,0,13,10,10,4,4,2,6,3,4,0,25,14,22,14,All
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,1,7,11,7,1,10,6,5,8,0,16,8,27,17,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,0,2,4,3,2,2,2,2,0,9,13,15,20,All
Hena Veit,,,,,,,,,,,,,,,,,,,,,,,0,3,1,3,6,3,1,0,21,14,8,11,All
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,2,2,1,0,8,12,16,8,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,4,0,5,12,9,13,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,0,0,0,8,7,10,9,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,9,4,7,13,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,8,5,9,6,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,5,3,6,10,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,All
Rochelle Bilal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0,0,0,All
Malika Rahman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,All
