col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,division
,Judge Of The Municipal Court - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,David H Conroy,Theresa Brunson,Nicola Serianni,Jennifer Schultz,Anthony Kyriakakis,Tiffany Palmer,James C Crumlish,Joshua Roberts,Wendi Barish,Henry Mcgregor Sias,Kay Yu,Carmella Jacquinto,Craig Levin,Beth Grossman,Cateria R Mccabe,Chris Hall,James F Berardinelli,Janine D Momasso,Kendra Mccrae,Vicki Markovitz,Laurie Dow,Jon Marshall,Leon Goodman,Terri M Booker,Robert Trimble,Sherman Toppin,Gregory Weyer,All
David H Conroy,367,0,953,733,"1,186",850,"1,090",765,451,686,524,623,460,358,428,394,317,136,147,133,115,156,170,94,102,73,47,All
Theresa Brunson,,37,479,646,207,429,147,146,415,160,284,221,200,346,241,92,105,249,224,207,191,102,94,134,66,50,34,All
Nicola Serianni,,,34,649,696,596,530,457,507,468,371,414,230,279,414,80,206,288,130,133,125,102,76,78,48,33,28,All
Jennifer Schultz,,,,50,396,677,240,195,505,221,422,187,248,327,451,152,106,236,182,171,147,147,94,81,61,41,22,All
Anthony Kyriakakis,,,,,14,769,807,430,308,622,447,409,173,181,301,421,160,61,96,78,50,32,72,37,46,49,24,All
Tiffany Palmer,,,,,,9,428,54,546,392,612,151,95,201,461,395,118,204,180,141,128,21,73,85,29,23,29,All
James C Crumlish,,,,,,,32,565,210,410,138,423,255,206,115,370,138,38,72,66,70,81,104,54,47,26,14,All
Joshua Roberts,,,,,,,,26,101,342,36,383,257,106,88,35,68,20,51,27,25,140,68,42,29,53,6,All
Wendi Barish,,,,,,,,,4,187,257,148,121,238,264,107,80,207,151,149,140,52,75,76,41,22,17,All
Henry Mcgregor Sias,,,,,,,,,,15,279,334,88,68,233,76,51,37,58,39,29,19,38,33,25,35,26,All
Kay Yu,,,,,,,,,,,31,111,53,109,309,149,79,67,115,80,70,20,46,55,20,25,30,All
Carmella Jacquinto,,,,,,,,,,,,5,110,148,134,45,99,91,104,81,84,21,58,72,34,34,15,All
Craig Levin,,,,,,,,,,,,,61,136,32,52,112,45,41,61,35,133,73,51,56,23,12,All
Beth Grossman,,,,,,,,,,,,,,18,86,83,138,102,141,154,148,48,78,76,44,20,24,All
Cateria R Mccabe,,,,,,,,,,,,,,,1,35,56,183,78,55,52,21,41,35,24,33,12,All
Chris Hall,,,,,,,,,,,,,,,,2,94,18,57,45,40,16,34,21,34,16,7,All
James F Berardinelli,,,,,,,,,,,,,,,,,15,110,52,56,32,24,46,20,45,18,29,All
Janine D Momasso,,,,,,,,,,,,,,,,,,2,76,65,60,14,29,45,29,19,16,All
Kendra Mccrae,,,,,,,,,,,,,,,,,,,2,77,75,16,39,46,28,26,7,All
Vicki Markovitz,,,,,,,,,,,,,,,,,,,,1,82,19,32,33,27,18,14,All
Laurie Dow,,,,,,,,,,,,,,,,,,,,,2,17,25,41,25,9,4,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,23,40,16,21,17,4,All
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,3,50,35,22,13,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,3,21,19,16,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,,6,11,11,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,,,1,All
Total,"2,918","1,240","1,653","1,552","1,539","1,430","1,381","1,009",977,931,908,901,787,772,751,535,494,460,397,369,322,306,287,251,188,127,90,All
,Judge Of The Municipal Court - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,1
,David H Conroy,Theresa Brunson,Tiffany Palmer,Jennifer Schultz,Nicola Serianni,Wendi Barish,Anthony Kyriakakis,Cateria R Mccabe,Carmella Jacquinto,Craig Levin,Janine D Momasso,Vicki Markovitz,Beth Grossman,James C Crumlish,Henry Mcgregor Sias,Kendra Mccrae,Chris Hall,James F Berardinelli,Kay Yu,Laurie Dow,Gregory Weyer,Joshua Roberts,Leon Goodman,Jon Marshall,Sherman Toppin,Terri M Booker,Robert Trimble,1
David H Conroy,1,0,14,7,7,9,11,6,7,7,3,6,6,8,4,3,5,4,3,3,2,2,1,0,1,0,0,1
Theresa Brunson,,0,6,12,9,5,1,5,2,1,5,3,2,0,2,1,0,0,2,0,1,1,2,1,0,0,0,1
Tiffany Palmer,,,0,10,10,13,13,9,7,0,6,4,1,8,5,3,6,1,4,3,1,0,1,0,0,0,0,1
Jennifer Schultz,,,,2,9,10,0,11,2,2,6,6,4,0,4,2,0,0,3,2,1,1,2,1,0,0,0,1
Nicola Serianni,,,,,0,8,5,7,0,2,8,1,2,2,1,2,2,4,1,1,2,2,1,1,0,0,0,1
Wendi Barish,,,,,,0,5,8,2,0,5,6,3,4,0,2,3,1,2,3,0,0,0,0,0,0,0,1
Anthony Kyriakakis,,,,,,,0,1,4,1,0,2,2,8,3,2,6,2,1,1,1,1,0,0,0,0,0,1
Cateria R Mccabe,,,,,,,,0,1,0,5,4,2,1,3,2,0,1,3,2,0,0,0,0,0,0,0,1
Carmella Jacquinto,,,,,,,,,1,4,1,3,2,1,2,4,0,1,1,2,1,1,1,0,0,0,0,1
Craig Levin,,,,,,,,,,1,0,1,2,1,1,1,0,1,0,0,0,2,1,1,0,1,0,1
Janine D Momasso,,,,,,,,,,,0,2,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1
Vicki Markovitz,,,,,,,,,,,,0,5,1,1,4,0,0,2,3,1,0,1,0,1,0,0,1
Beth Grossman,,,,,,,,,,,,,0,0,1,2,0,1,0,2,0,0,0,0,0,0,0,1
James C Crumlish,,,,,,,,,,,,,,0,2,0,6,2,1,1,0,1,0,0,0,0,0,1
Henry Mcgregor Sias,,,,,,,,,,,,,,,0,0,1,0,1,1,1,0,1,0,0,1,0,1
Kendra Mccrae,,,,,,,,,,,,,,,,0,0,2,1,3,1,1,0,0,0,0,0,1
Chris Hall,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,0,1
James F Berardinelli,,,,,,,,,,,,,,,,,,0,0,0,2,2,0,0,0,0,0,1
Kay Yu,,,,,,,,,,,,,,,,,,,0,1,1,0,1,0,1,0,0,1
Laurie Dow,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,0,1,2,0,1,0,0,1
Joshua Roberts,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,1
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,28,16,25,23,21,16,15,14,12,10,10,10,9,9,8,7,6,6,6,6,4,3,3,2,1,1,0,1
,Judge Of The Municipal Court - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,2
,David H Conroy,Theresa Brunson,James C Crumlish,Beth Grossman,Anthony Kyriakakis,Joshua Roberts,Nicola Serianni,Carmella Jacquinto,Henry Mcgregor Sias,Craig Levin,Jennifer Schultz,Tiffany Palmer,Kay Yu,Chris Hall,Wendi Barish,Cateria R Mccabe,Laurie Dow,Terri M Booker,James F Berardinelli,Leon Goodman,Vicki Markovitz,Jon Marshall,Kendra Mccrae,Robert Trimble,Sherman Toppin,Gregory Weyer,Janine D Momasso,2
David H Conroy,7,0,45,31,26,22,22,19,17,12,9,10,8,5,5,5,2,3,1,2,0,1,1,2,1,0,0,2
