col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Jennifer Schultz,Joshua Roberts,Beth Grossman,Anthony Kyriakakis,Jon Marshall,Cateria R Mccabe,Tiffany Palmer,Craig Levin,Wendi Barish,James C Crumlish,Carmella Jacquinto,Nicola Serianni,Vicki Markovitz,James F Berardinelli,Henry Mcgregor Sias,Kay Yu,Leon Goodman,Kendra Mccrae,Sherman Toppin,Laurie Dow,Chris Hall,Janine D Momasso,Terri M Booker,Robert Trimble,Gregory Weyer,All
Jennifer Schultz,100,112,113,49,106,55,74,103,106,59,48,90,62,42,26,43,34,53,16,58,26,45,25,24,8,All
Joshua Roberts,,74,49,88,96,83,23,83,40,53,80,47,24,28,67,18,43,16,78,16,23,12,21,18,6,All
Beth Grossman,,,24,56,45,39,60,38,69,51,38,51,71,50,16,38,32,50,8,50,28,27,26,13,5,All
Anthony Kyriakakis,,,,9,28,92,83,16,34,80,73,33,25,42,92,40,24,17,69,8,57,10,10,19,4,All
Jon Marshall,,,,,49,22,15,80,29,41,14,39,24,24,12,19,25,17,9,20,13,9,16,20,5,All
Cateria R Mccabe,,,,,,1,41,23,36,22,82,41,36,22,63,31,36,30,71,24,16,27,18,9,5,All
Tiffany Palmer,,,,,,,2,25,63,58,29,40,44,27,31,46,26,28,9,36,57,19,29,12,8,All
Craig Levin,,,,,,,,22,26,34,13,40,31,19,7,14,26,20,10,17,12,4,14,9,5,All
Wendi Barish,,,,,,,,,4,34,36,62,44,25,22,29,28,35,13,44,15,21,29,11,5,All
James C Crumlish,,,,,,,,,,6,33,34,25,44,16,22,30,17,10,10,61,7,10,20,3,All
Carmella Jacquinto,,,,,,,,,,,4,25,31,15,55,27,25,34,51,16,13,15,20,12,5,All
Nicola Serianni,,,,,,,,,,,,2,38,30,19,19,24,28,12,30,11,29,15,18,4,All
Vicki Markovitz,,,,,,,,,,,,,3,41,9,20,31,20,9,26,13,21,16,14,7,All
James F Berardinelli,,,,,,,,,,,,,,4,19,20,25,15,9,17,21,23,11,15,8,All
Henry Mcgregor Sias,,,,,,,,,,,,,,,3,22,7,11,64,4,7,6,7,7,2,All
Kay Yu,,,,,,,,,,,,,,,,5,15,19,14,21,14,13,12,8,7,All
Leon Goodman,,,,,,,,,,,,,,,,,2,18,14,6,17,10,23,9,3,All
Kendra Mccrae,,,,,,,,,,,,,,,,,,3,4,29,13,15,15,13,2,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,1,7,7,8,9,8,5,All
Laurie Dow,,,,,,,,,,,,,,,,,,,,2,11,13,16,5,3,All
Chris Hall,,,,,,,,,,,,,,,,,,,,,0,4,8,14,3,All
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,,1,10,10,3,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,1,9,3,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,3,2,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,426,343,262,246,229,204,196,186,186,182,174,165,152,139,132,124,120,115,114,107,104,81,78,69,24,All
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,1
,Jennifer Schultz,Beth Grossman,Joshua Roberts,Nicola Serianni,Jon Marshall,Cateria R Mccabe,Craig Levin,Vicki Markovitz,Chris Hall,Tiffany Palmer,Wendi Barish,Anthony Kyriakakis,James C Crumlish,Kendra Mccrae,Laurie Dow,James F Berardinelli,Kay Yu,Robert Trimble,Henry Mcgregor Sias,Leon Goodman,Sherman Toppin,Carmella Jacquinto,Janine D Momasso,Gregory Weyer,Terri M Booker,1
Jennifer Schultz,5,7,6,7,6,5,5,3,1,3,5,1,1,4,3,1,2,2,1,1,0,0,2,0,0,1
Beth Grossman,,2,4,4,2,2,3,5,4,1,2,1,3,1,3,2,3,1,1,1,0,0,0,0,0,1
Joshua Roberts,,,1,3,6,1,5,0,4,2,3,2,3,1,1,4,2,3,1,3,2,0,0,1,1,1
Nicola Serianni,,,,0,2,5,2,3,1,4,2,2,1,4,2,2,1,3,1,2,0,1,2,0,0,1
Jon Marshall,,,,,0,0,4,2,0,1,1,1,1,1,2,1,1,2,1,1,1,0,0,1,0,1
Cateria R Mccabe,,,,,,0,2,2,1,3,3,3,1,3,2,1,1,1,2,0,1,2,2,0,0,1
