col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,All
,Helen Gym,Isaiah Thomas,Allan Domb,Derek S Green,Katherine Gilmore Richardson,Adrián Rivera-reyes,Willie Floyd Singletary,Deja Lynn Alvarez,Sandra Dungee Glenn,Erika Almirón,Ogbonna Paul Hagins,Ethelind Baylor,Fareed Abdullah,Eryn Santamoor,Asa Khalif,Justin Diberardinis,Billy Thompson,Latrice Y Bryant,Fernando Treviño,Beth Finn,Joseph A Diorio,Wayne Edmund Dorsey,Wayne Allen,Hena Veit,Edwin Santana,Bobbie Curry,Mark Ross,Devon Cade,Vinny Black,Sherrie Cohen,David H Conroy,Theresa Brunson,All
Helen Gym,164,"1,423","1,350","1,246","1,050",417,328,283,228,348,283,296,106,166,112,158,103,98,78,79,50,46,44,63,39,37,19,33,25,0,"1,630",879,All
Isaiah Thomas,,31,"1,207","1,209",981,87,102,76,204,283,41,290,117,64,101,106,73,96,28,32,25,42,38,25,24,18,24,30,24,0,"1,096",469,All
Allan Domb,,,87,"1,200","1,018",104,104,74,198,65,32,51,100,137,77,105,64,56,42,44,44,41,34,23,25,27,26,24,32,0,"1,134",427,All
Derek S Green,,,,24,"1,000",61,84,53,173,79,24,95,105,87,87,113,74,74,22,28,11,41,40,7,13,16,15,12,17,0,997,420,All
Katherine Gilmore Richardson,,,,,13,47,43,47,121,67,26,45,42,72,48,56,48,42,23,40,24,23,21,27,9,11,14,12,13,0,910,283,All
Adrián Rivera-reyes,,,,,,47,296,253,41,34,246,11,28,43,37,24,35,41,44,41,18,12,18,23,18,11,6,6,12,0,361,342,All
Willie Floyd Singletary,,,,,,,59,278,35,27,226,12,42,39,28,8,44,43,26,14,23,11,23,23,9,15,14,6,14,0,289,322,All
Deja Lynn Alvarez,,,,,,,,28,23,27,221,16,25,41,27,11,21,30,30,22,24,8,14,23,6,8,8,8,10,0,271,244,All
Sandra Dungee Glenn,,,,,,,,,4,70,18,27,58,31,40,43,35,45,24,29,16,14,8,23,24,12,5,8,8,0,93,268,All
Erika Almirón,,,,,,,,,,8,11,195,23,29,27,28,30,36,29,32,11,12,6,17,7,7,8,7,4,0,117,184,All
Ogbonna Paul Hagins,,,,,,,,,,,26,10,18,25,17,5,13,11,11,5,15,5,4,9,2,5,6,5,2,0,205,173,All
