col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,division
,District Council 7th District - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Maria Quiñones Sánchez,Angel L Cruz,Tiffany Palmer,Jennifer Schultz,Anthony Kyriakakis,Nicola Serianni,Wendi Barish,Cateria R Mccabe,Henry Mcgregor Sias,James C Crumlish,Kay Yu,Joshua Roberts,Carmella Jacquinto,Chris Hall,Beth Grossman,Janine D Momasso,Kendra Mccrae,Craig Levin,Sherman Toppin,Laurie Dow,Jon Marshall,Leon Goodman,Vicki Markovitz,Terri M Booker,James F Berardinelli,Robert Trimble,Gregory Weyer,All
Maria Quiñones Sánchez,15,0,57,42,33,33,36,27,23,23,32,10,14,16,17,14,13,6,4,10,3,8,9,3,3,2,2,All
Angel L Cruz,,10,27,30,32,21,16,19,18,17,9,26,15,8,9,7,4,9,11,3,7,3,2,2,0,1,0,All
Tiffany Palmer,,,0,47,51,44,42,32,28,30,35,5,9,24,16,18,11,1,1,8,1,5,2,4,2,1,2,All
Jennifer Schultz,,,,1,21,41,37,29,14,14,20,13,7,5,12,20,9,14,0,6,10,3,5,5,0,1,1,All
Anthony Kyriakakis,,,,,0,20,21,25,32,31,30,19,14,23,7,2,2,4,14,3,1,2,1,1,0,0,0,All
Nicola Serianni,,,,,,0,35,23,17,8,19,9,7,4,7,21,9,5,0,3,2,3,5,3,0,0,1,All
Wendi Barish,,,,,,,0,21,11,9,16,3,4,7,11,18,10,3,1,6,1,2,5,2,2,1,1,All
Cateria R Mccabe,,,,,,,,0,21,3,12,18,15,1,2,14,5,2,13,1,1,1,2,0,0,1,1,All
Henry Mcgregor Sias,,,,,,,,,0,7,20,14,13,4,3,2,4,0,13,2,1,1,1,0,1,0,1,All
James C Crumlish,,,,,,,,,,1,9,9,4,24,8,0,5,6,2,3,3,4,2,1,3,1,0,All
Kay Yu,,,,,,,,,,,0,0,7,7,7,3,2,1,1,4,0,3,3,2,0,0,0,All
Joshua Roberts,,,,,,,,,,,,1,14,0,0,2,1,13,13,1,9,4,2,1,0,3,0,All
Carmella Jacquinto,,,,,,,,,,,,,0,2,8,3,6,1,12,2,0,3,4,1,1,0,0,All
Chris Hall,,,,,,,,,,,,,,0,8,0,4,1,0,2,0,2,2,0,0,0,0,All
Beth Grossman,,,,,,,,,,,,,,,0,3,7,1,0,9,1,3,6,1,1,0,0,All
Janine D Momasso,,,,,,,,,,,,,,,,0,1,1,0,1,0,1,1,2,0,0,0,All
Kendra Mccrae,,,,,,,,,,,,,,,,,0,0,1,3,0,2,5,0,2,0,0,All
Craig Levin,,,,,,,,,,,,,,,,,,0,1,0,9,3,1,1,0,1,0,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,0,1,0,2,0,0,1,0,0,All
Laurie Dow,,,,,,,,,,,,,,,,,,,,0,1,2,3,0,0,1,0,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,1,0,All
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,0,2,0,1,0,0,All
Vicki Markovitz,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,105,71,92,79,71,58,55,50,45,44,44,39,30,27,26,23,18,17,16,13,11,11,11,5,3,3,2,All
