col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,division
,District Council 2nd District - Democrat,,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Kenyatta Johnson,Lauren Vidas,Helen Gym,Isaiah Thomas,Allan Domb,Derek S Green,Katherine Gilmore Richardson,Adrián Rivera-reyes,Willie Floyd Singletary,Deja Lynn Alvarez,Sandra Dungee Glenn,Erika Almirón,Ogbonna Paul Hagins,Ethelind Baylor,Fareed Abdullah,Eryn Santamoor,Asa Khalif,Justin Diberardinis,Billy Thompson,Latrice Y Bryant,Fernando Treviño,Beth Finn,Joseph A Diorio,Wayne Edmund Dorsey,Wayne Allen,Hena Veit,Edwin Santana,Bobbie Curry,Mark Ross,Vinny Black,Devon Cade,Sherrie Cohen,All
Kenyatta Johnson,382,0,"2,156","1,470","1,338","1,266",987,448,522,369,289,333,270,288,233,171,180,149,170,160,99,92,76,89,91,70,63,53,48,50,47,0,All
Lauren Vidas,,72,460,187,248,172,147,285,153,160,94,62,121,26,37,74,62,69,44,50,44,47,38,13,12,33,17,19,19,14,15,0,All
Helen Gym,,,49,"1,350","1,257","1,188",967,392,305,265,225,328,263,275,100,155,105,147,97,94,75,75,45,43,42,59,37,36,19,22,28,0,All
Isaiah Thomas,,,,12,"1,153","1,153",929,83,98,74,202,265,37,269,109,60,92,98,69,93,27,29,24,42,34,25,21,17,24,23,28,0,All
Allan Domb,,,,,36,"1,141",942,100,98,68,196,62,30,46,93,127,71,93,61,54,42,42,40,39,30,20,23,25,25,29,22,0,All
Derek S Green,,,,,,8,949,58,81,53,172,76,24,91,101,80,84,106,71,73,21,27,10,39,39,7,13,15,15,16,10,0,All
Katherine Gilmore Richardson,,,,,,,3,44,40,43,117,60,24,40,41,67,46,53,45,38,22,38,22,22,21,26,8,11,14,12,9,0,All
Adrián Rivera-reyes,,,,,,,,8,274,235,41,33,228,11,26,43,35,23,32,41,42,40,18,12,18,21,18,11,6,12,6,0,All
Willie Floyd Singletary,,,,,,,,,9,259,35,26,209,12,40,38,27,7,41,43,24,12,22,11,22,21,9,15,13,13,6,0,All
Deja Lynn Alvarez,,,,,,,,,,11,22,25,205,15,25,39,27,10,21,30,30,22,24,8,13,21,6,8,8,9,7,0,All
Sandra Dungee Glenn,,,,,,,,,,,3,69,18,26,56,31,39,43,34,42,24,29,16,14,7,21,24,11,5,7,7,0,All
Erika Almirón,,,,,,,,,,,,4,10,182,23,28,24,26,29,33,27,30,11,11,6,16,6,7,8,4,7,0,All
Ogbonna Paul Hagins,,,,,,,,,,,,,12,9,17,23,17,3,12,11,11,5,14,5,4,9,2,5,6,2,5,0,All
Ethelind Baylor,,,,,,,,,,,,,,2,28,6,16,37,26,19,1,7,2,3,12,3,4,4,2,2,4,0,All
Fareed Abdullah,,,,,,,,,,,,,,,0,21,80,15,28,31,4,7,4,8,14,6,9,9,7,12,15,0,All
Eryn Santamoor,,,,,,,,,,,,,,,,0,20,35,25,26,29,17,15,5,4,19,6,11,9,6,8,0,All
Asa Khalif,,,,,,,,,,,,,,,,,0,18,20,33,11,14,6,8,15,10,8,9,10,11,11,0,All
Justin Diberardinis,,,,,,,,,,,,,,,,,,3,14,7,24,11,25,5,8,2,16,10,2,6,3,0,All
Billy Thompson,,,,,,,,,,,,,,,,,,,3,23,16,11,21,13,18,13,10,7,12,9,10,0,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,2,10,17,4,10,12,18,11,13,9,6,11,0,All
Fernando Treviño,,,,,,,,,,,,,,,,,,,,,2,16,33,2,3,14,20,4,5,4,1,0,All
Beth Finn,,,,,,,,,,,,,,,,,,,,,,0,9,5,4,11,8,8,4,5,2,0,All
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,,,0,5,3,8,16,6,11,7,7,0,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,4,8,2,5,6,5,7,3,0,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,8,7,2,5,0,All
Hena Veit,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,5,3,8,2,0,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,4,3,4,0,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,6,7,0,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,0,All
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"3,809",888,"2,855","1,862","1,814","1,608","1,259",759,690,558,446,423,412,340,279,263,253,241,229,225,151,142,123,116,110,107,88,75,70,67,66,0,All
,District Council 2nd District - Democrat,,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Kenyatta Johnson,Lauren Vidas,Helen Gym,Allan Domb,Isaiah Thomas,Derek S Green,Willie Floyd Singletary,Katherine Gilmore Richardson,Adrián Rivera-reyes,Ogbonna Paul Hagins,Justin Diberardinis,Sandra Dungee Glenn,Deja Lynn Alvarez,Eryn Santamoor,Asa Khalif,Billy Thompson,Bobbie Curry,Erika Almirón,Fareed Abdullah,Latrice Y Bryant,Beth Finn,Devon Cade,Ethelind Baylor,Joseph A Diorio,Vinny Black,Wayne Allen,Edwin Santana,Fernando Treviño,Hena Veit,Mark Ross,Sherrie Cohen,Wayne Edmund Dorsey,1
Kenyatta Johnson,4,0,27,22,14,13,7,11,7,5,4,3,2,3,3,3,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,1
Lauren Vidas,,0,6,2,2,2,5,0,2,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Helen Gym,,,0,18,15,13,6,9,6,6,4,3,4,3,2,2,2,2,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1
Allan Domb,,,,0,14,13,1,10,2,1,2,2,1,3,2,2,2,0,3,2,1,0,0,0,0,1,0,0,0,0,0,0,1
Isaiah Thomas,,,,,0,10,1,10,2,0,1,1,1,0,1,1,1,1,2,1,2,0,1,0,0,0,0,0,0,0,0,0,1
Derek S Green,,,,,,0,0,9,0,0,3,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Willie Floyd Singletary,,,,,,,1,1,4,3,1,2,3,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
Katherine Gilmore Richardson,,,,,,,,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
Adrián Rivera-reyes,,,,,,,,,0,5,0,0,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
Ogbonna Paul Hagins,,,,,,,,,,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Justin Diberardinis,,,,,,,,,,,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sandra Dungee Glenn,,,,,,,,,,,,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Deja Lynn Alvarez,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Eryn Santamoor,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Asa Khalif,,,,,,,,,,,,,,,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1
Billy Thompson,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
Bobbie Curry,,,,,,,,,,,,,,,,,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Erika Almirón,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
Fareed Abdullah,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Beth Finn,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
Devon Cade,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,0,0,0,0,1
Ethelind Baylor,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,1
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
