col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,All
,Helen Gym,Justin Diberardinis,Allan Domb,Derek S Green,Katherine Gilmore Richardson,Eryn Santamoor,Erika Almirón,Isaiah Thomas,Adrián Rivera-reyes,Deja Lynn Alvarez,Beth Finn,Sandra Dungee Glenn,Fernando Treviño,Fareed Abdullah,Ethelind Baylor,Ogbonna Paul Hagins,Joseph A Diorio,Asa Khalif,Willie Floyd Singletary,Latrice Y Bryant,Billy Thompson,Hena Veit,Vinny Black,Mark Ross,Edwin Santana,Wayne Allen,Bobbie Curry,Wayne Edmund Dorsey,Devon Cade,Sherrie Cohen,Rochelle Bilal,Malika Rahman,Jewell Williams,Larry King Sr,All
Helen Gym,97,"1,489","1,278","1,437","1,249","1,157","1,158",984,729,530,484,377,394,210,256,197,117,150,162,145,114,131,65,54,60,49,52,43,33,1,"1,544","1,146",418,240,All
Justin Diberardinis,,34,663,700,492,633,635,460,313,173,203,118,153,74,183,28,107,63,15,41,54,33,43,41,30,31,20,13,15,1,744,546,222,166,All
Allan Domb,,,62,808,543,620,172,484,188,117,196,189,115,127,42,40,165,49,65,52,87,43,59,65,48,44,36,42,30,0,553,464,344,229,All
Derek S Green,,,,16,702,457,358,668,198,162,120,139,105,123,87,37,52,87,46,43,57,30,36,24,27,26,20,15,14,2,624,478,289,137,All
Katherine Gilmore Richardson,,,,,12,548,488,517,147,113,228,190,227,87,54,27,51,46,20,62,51,47,24,29,28,16,24,13,7,1,529,545,192,100,All
Eryn Santamoor,,,,,,9,461,207,244,166,219,142,277,85,58,44,42,43,22,58,45,45,30,22,32,15,25,9,8,0,531,606,153,107,All
Erika Almirón,,,,,,,3,295,305,228,206,141,238,51,149,43,21,90,12,67,18,51,18,6,20,11,11,6,8,1,646,545,83,31,All
Isaiah Thomas,,,,,,,,2,168,109,71,155,50,97,117,42,25,68,37,40,48,21,26,14,26,27,11,9,21,0,506,264,222,90,All
Adrián Rivera-reyes,,,,,,,,,13,402,185,61,134,79,86,175,27,67,131,59,35,56,19,11,25,11,18,7,7,0,534,309,100,69,All
Deja Lynn Alvarez,,,,,,,,,,10,130,66,76,57,79,139,25,58,117,66,27,42,11,11,18,18,10,7,12,1,426,240,73,38,All
Beth Finn,,,,,,,,,,,4,143,39,68,52,36,71,37,16,56,56,69,26,40,18,14,31,14,14,0,346,178,104,85,All
Sandra Dungee Glenn,,,,,,,,,,,,2,25,58,30,9,21,50,13,52,29,38,13,11,17,12,20,10,7,0,255,143,118,37,All
Fernando Treviño,,,,,,,,,,,,,0,36,15,22,29,25,21,14,15,22,12,8,13,4,10,6,4,0,130,305,40,32,All
Fareed Abdullah,,,,,,,,,,,,,,9,31,14,32,82,20,48,30,16,19,10,14,18,18,8,11,0,144,148,71,38,All
Ethelind Baylor,,,,,,,,,,,,,,,2,14,9,23,5,29,8,11,5,3,5,16,5,6,4,0,167,107,34,17,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,,,6,16,18,100,13,10,22,8,8,5,5,11,4,5,0,163,82,24,15,All
Joseph A Diorio,,,,,,,,,,,,,,,,,2,8,23,3,54,10,27,36,17,19,26,16,9,1,101,33,50,92,All
Asa Khalif,,,,,,,,,,,,,,,,,,0,16,40,11,18,11,4,15,23,9,9,6,0,119,107,44,9,All
Willie Floyd Singletary,,,,,,,,,,,,,,,,,,,6,18,25,10,8,6,8,12,11,7,8,0,124,79,44,29,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,1,16,20,13,6,11,10,10,6,8,0,110,98,38,8,All
Billy Thompson,,,,,,,,,,,,,,,,,,,,,0,7,16,24,8,14,24,16,7,0,77,43,49,67,All
Hena Veit,,,,,,,,,,,,,,,,,,,,,,0,8,7,4,4,9,4,6,0,98,47,30,17,All
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,0,18,7,12,12,7,10,0,38,27,31,46,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,0,6,13,23,12,6,0,40,25,20,47,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,4,7,0,27,49,23,24,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,6,7,0,34,29,22,38,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,7,0,41,22,18,39,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,0,36,10,16,16,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,27,21,9,14,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,All
Rochelle Bilal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,0,0,0,All
Malika Rahman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,0,0,All
Jewell Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,0,All
Larry King Sr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,All
Total,"3,966","2,011","1,970","1,875","1,625","1,583","1,407","1,302","1,092",830,770,572,546,442,357,306,305,298,292,261,246,204,157,140,131,129,124,83,74,2,"2,151","1,577",737,468,All
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,1
,Helen Gym,Justin Diberardinis,Eryn Santamoor,Adrián Rivera-reyes,Allan Domb,Derek S Green,Katherine Gilmore Richardson,Erika Almirón,Beth Finn,Deja Lynn Alvarez,Ethelind Baylor,Isaiah Thomas,Sandra Dungee Glenn,Ogbonna Paul Hagins,Vinny Black,Asa Khalif,Hena Veit,Billy Thompson,Fernando Treviño,Latrice Y Bryant,Fareed Abdullah,Joseph A Diorio,Edwin Santana,Mark Ross,Wayne Edmund Dorsey,Devon Cade,Wayne Allen,Willie Floyd Singletary,Bobbie Curry,Sherrie Cohen,Rochelle Bilal,Malika Rahman,Jewell Williams,Larry King Sr,1
Helen Gym,2,28,25,16,20,21,17,16,16,10,8,10,6,2,3,3,4,2,3,3,2,2,1,2,2,0,0,1,0,0,29,16,5,4,1
Justin Diberardinis,,0,17,10,13,11,8,9,5,6,4,4,4,1,2,2,1,3,1,0,1,1,0,1,0,0,0,0,0,0,17,12,2,2,1
