col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,division
,District Council 7th District - Democrat,,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Angel L Cruz,Maria Quiñones Sánchez,Isaiah Thomas,Allan Domb,Helen Gym,Katherine Gilmore Richardson,Derek S Green,Eryn Santamoor,Adrián Rivera-reyes,Deja Lynn Alvarez,Willie Floyd Singletary,Erika Almirón,Ogbonna Paul Hagins,Sandra Dungee Glenn,Beth Finn,Billy Thompson,Fernando Treviño,Justin Diberardinis,Asa Khalif,Joseph A Diorio,Latrice Y Bryant,Fareed Abdullah,Edwin Santana,Ethelind Baylor,Wayne Allen,Hena Veit,Vinny Black,Bobbie Curry,Wayne Edmund Dorsey,Mark Ross,Devon Cade,Sherrie Cohen,All
Angel L Cruz,101,0,276,241,157,196,179,214,172,120,110,35,52,39,32,36,28,27,30,30,27,20,20,17,21,12,21,9,14,9,5,0,All
Maria Quiñones Sánchez,,80,173,177,230,127,127,99,135,105,87,68,49,54,57,51,59,41,42,38,40,42,33,29,18,30,16,17,8,14,10,0,All
Isaiah Thomas,,,12,269,101,252,260,215,42,24,28,37,10,43,19,25,14,27,33,16,29,29,16,22,16,7,14,4,8,4,6,0,All
Allan Domb,,,,10,114,221,237,234,45,33,28,26,10,33,26,34,19,34,19,31,10,17,20,9,17,10,18,8,7,3,8,0,All
Helen Gym,,,,,10,80,82,79,105,88,77,42,70,35,45,32,30,34,18,15,24,12,13,23,9,20,12,8,6,5,4,0,All
Katherine Gilmore Richardson,,,,,,1,213,198,24,16,11,31,5,40,27,19,16,23,12,11,21,9,9,9,7,9,8,3,2,8,4,0,All
Derek S Green,,,,,,,2,189,18,8,23,20,6,18,10,16,8,28,20,9,17,16,9,19,11,5,7,6,8,3,1,0,All
Eryn Santamoor,,,,,,,,0,32,26,10,29,7,24,23,19,21,21,7,14,13,6,16,7,4,13,8,4,4,5,5,0,All
Adrián Rivera-reyes,,,,,,,,,2,112,89,32,66,16,13,17,45,6,9,18,19,10,27,5,3,12,7,5,4,5,2,0,All
