col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,All
,Helen Gym,Isaiah Thomas,Derek S Green,Allan Domb,Katherine Gilmore Richardson,Adrián Rivera-reyes,Deja Lynn Alvarez,Eryn Santamoor,Justin Diberardinis,Erika Almirón,Willie Floyd Singletary,Ogbonna Paul Hagins,Sandra Dungee Glenn,Ethelind Baylor,Beth Finn,Asa Khalif,Fareed Abdullah,Latrice Y Bryant,Fernando Treviño,Billy Thompson,Hena Veit,Wayne Allen,Joseph A Diorio,Edwin Santana,Mark Ross,Bobbie Curry,Vinny Black,Wayne Edmund Dorsey,Devon Cade,Sherrie Cohen,David H Conroy,Theresa Brunson,All
Helen Gym,34,219,236,181,220,241,200,196,228,214,75,100,71,93,58,40,30,43,42,40,26,17,12,9,9,12,11,5,3,0,320,315,All
Isaiah Thomas,,10,317,272,279,59,37,44,105,91,15,16,47,61,14,38,33,26,15,17,6,15,7,15,6,6,5,7,4,2,313,141,All
Derek S Green,,,14,304,311,54,54,88,55,41,12,18,47,20,20,26,26,19,9,25,3,17,5,5,8,7,8,8,3,0,305,121,All
Allan Domb,,,,19,256,52,32,77,49,26,22,10,41,4,20,20,21,19,20,10,8,12,11,10,10,9,7,5,2,1,288,108,All
Katherine Gilmore Richardson,,,,,4,48,49,103,57,47,12,14,68,6,18,25,18,26,15,31,7,11,4,5,6,5,3,3,2,1,273,123,All
Adrián Rivera-reyes,,,,,,8,156,66,76,90,83,76,9,29,35,22,16,15,33,8,8,7,8,11,4,4,9,4,1,1,176,146,All
Deja Lynn Alvarez,,,,,,,6,51,42,72,81,72,17,23,39,20,12,21,22,10,14,8,10,1,2,5,3,2,4,0,135,143,All
Eryn Santamoor,,,,,,,,1,88,56,7,16,30,4,26,15,7,23,43,33,22,1,8,2,5,7,4,0,1,0,118,102,All
Justin Diberardinis,,,,,,,,,3,116,3,10,11,57,16,14,6,5,8,5,3,2,6,1,5,1,1,0,0,0,145,80,All
Erika Almirón,,,,,,,,,,0,3,8,23,70,26,19,10,10,16,11,7,6,2,5,0,1,1,1,1,0,111,105,All
Willie Floyd Singletary,,,,,,,,,,,6,59,4,3,4,4,9,9,5,5,5,3,7,2,1,4,2,5,1,0,62,80,All
Ogbonna Paul Hagins,,,,,,,,,,,,2,10,8,6,9,6,5,5,1,4,2,2,3,1,1,4,2,0,0,65,58,All
Sandra Dungee Glenn,,,,,,,,,,,,,0,6,18,14,18,18,6,9,9,3,3,5,1,2,1,1,0,1,33,73,All
Ethelind Baylor,,,,,,,,,,,,,,0,11,4,7,5,2,2,3,4,2,4,1,0,3,1,0,0,50,43,All
Beth Finn,,,,,,,,,,,,,,,4,10,3,14,6,5,8,6,4,1,3,1,4,1,2,0,33,66,All
Asa Khalif,,,,,,,,,,,,,,,,0,27,12,5,9,3,6,1,4,2,2,2,3,3,0,26,54,All
Fareed Abdullah,,,,,,,,,,,,,,,,,6,13,6,12,4,5,3,10,4,1,2,3,2,1,24,47,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,,0,5,10,9,3,3,2,5,5,3,5,2,0,24,57,All
Fernando Treviño,,,,,,,,,,,,,,,,,,,0,11,17,2,8,5,1,3,2,0,5,1,31,40,All
Billy Thompson,,,,,,,,,,,,,,,,,,,,4,11,5,8,0,4,0,5,1,4,0,17,36,All
Hena Veit,,,,,,,,,,,,,,,,,,,,,0,2,7,1,1,3,3,1,2,0,10,32,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,2,2,2,0,11,24,All
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,,,1,0,3,4,3,2,4,0,15,14,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,0,0,0,0,4,15,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,2,1,0,10,11,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,12,8,All
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,2,0,7,13,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,8,7,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,7,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,All
David H Conroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,0,All
Theresa Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,All
Total,792,538,530,492,476,375,309,275,260,257,163,138,128,111,109,94,92,87,86,82,54,42,38,30,30,26,24,23,14,2,704,541,All
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,1
,Helen Gym,Adrián Rivera-reyes,Eryn Santamoor,Derek S Green,Isaiah Thomas,Justin Diberardinis,Allan Domb,Katherine Gilmore Richardson,Erika Almirón,Deja Lynn Alvarez,Beth Finn,Ethelind Baylor,Ogbonna Paul Hagins,Fernando Treviño,Sandra Dungee Glenn,Willie Floyd Singletary,Asa Khalif,Fareed Abdullah,Latrice Y Bryant,Bobbie Curry,Hena Veit,Joseph A Diorio,Mark Ross,Devon Cade,Edwin Santana,Billy Thompson,Wayne Allen,Sherrie Cohen,Vinny Black,Wayne Edmund Dorsey,David H Conroy,Theresa Brunson,1
Helen Gym,0,24,20,18,16,24,11,16,18,14,9,8,7,5,3,1,4,1,1,0,1,1,2,2,1,1,0,0,0,0,26,20,1
Adrián Rivera-reyes,,0,14,4,8,11,5,6,11,9,10,4,5,6,3,2,0,0,1,0,0,1,1,0,1,0,0,0,0,0,15,12,1
Eryn Santamoor,,,1,8,4,10,6,7,5,2,6,1,3,4,4,0,1,1,1,0,1,0,2,1,0,0,0,0,0,0,10,14,1
Derek S Green,,,,0,13,6,12,14,1,5,2,2,2,1,2,0,3,1,2,1,0,0,2,2,0,1,0,0,0,0,14,10,1
Isaiah Thomas,,,,,0,7,8,10,7,1,1,5,1,2,3,1,2,2,1,2,1,1,0,0,2,0,1,0,0,0,12,9,1
Justin Diberardinis,,,,,,0,5,4,12,4,2,3,3,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,15,7,1
Allan Domb,,,,,,,0,11,3,2,4,1,2,1,4,2,1,2,1,2,1,2,2,0,0,0,1,0,0,0,12,10,1
Katherine Gilmore Richardson,,,,,,,,0,1,4,1,0,1,1,4,1,2,1,0,1,0,1,1,0,0,1,1,0,0,0,13,9,1
Erika Almirón,,,,,,,,,0,6,4,5,1,4,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,8,9,1
Deja Lynn Alvarez,,,,,,,,,,0,7,2,2,2,2,1,1,1,0,0,2,0,0,1,0,1,0,0,0,0,8,10,1
Beth Finn,,,,,,,,,,,0,3,1,2,3,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,4,12,1
Ethelind Baylor,,,,,,,,,,,,0,0,1,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,1,6,1
Ogbonna Paul Hagins,,,,,,,,,,,,,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1
Fernando Treviño,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3,5,1
Sandra Dungee Glenn,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1
Willie Floyd Singletary,,,,,,,,,,,,,,,,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,2,3,1
Asa Khalif,,,,,,,,,,,,,,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1
Fareed Abdullah,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,0,2,0,1,0,0,0,0,0,0,0,0,1,2,1
Bobbie Curry,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,2,0,1
Hena Veit,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,3,1
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,1,0,1
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,1,1
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,1
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1
