col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,division
,Judge Of The Municipal Court - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Theresa Brunson,David H Conroy,Joshua Roberts,Jennifer Schultz,Carmella Jacquinto,Craig Levin,Anthony Kyriakakis,Jon Marshall,James C Crumlish,Sherman Toppin,Cateria R Mccabe,Henry Mcgregor Sias,Wendi Barish,Tiffany Palmer,Leon Goodman,Kendra Mccrae,Terri M Booker,Nicola Serianni,Beth Grossman,Kay Yu,Laurie Dow,Chris Hall,Janine D Momasso,Vicki Markovitz,Robert Trimble,James F Berardinelli,Gregory Weyer,All
Theresa Brunson,86,0,267,345,168,184,95,137,70,129,129,85,132,178,134,165,145,116,122,100,97,61,91,67,36,22,33,All
David H Conroy,,20,481,244,238,181,226,149,206,154,151,202,137,82,83,42,62,63,35,48,16,47,20,31,25,25,12,All
Joshua Roberts,,,47,226,269,204,235,191,215,159,131,234,156,47,76,35,61,60,43,31,25,31,26,26,24,19,12,All
Jennifer Schultz,,,,41,63,224,38,193,77,51,61,33,90,84,62,81,60,107,73,55,46,34,35,50,36,10,15,All
Carmella Jacquinto,,,,,16,42,224,21,145,139,143,221,152,65,70,69,60,29,46,47,30,27,46,30,12,4,10,All
Craig Levin,,,,,,34,20,172,67,34,37,9,43,39,53,38,43,58,29,17,28,22,21,17,24,8,12,All
Anthony Kyriakakis,,,,,,,6,14,139,120,140,228,107,68,32,22,22,20,27,36,5,26,37,11,7,15,10,All
Jon Marshall,,,,,,,,42,57,29,18,6,25,34,48,32,37,51,24,16,15,13,8,11,19,4,5,All
James C Crumlish,,,,,,,,,14,43,32,123,141,33,47,39,43,46,28,21,7,35,5,17,27,8,5,All
Sherman Toppin,,,,,,,,,,14,153,111,39,46,59,51,60,27,22,32,37,23,30,17,13,9,10,All
Cateria R Mccabe,,,,,,,,,,,5,122,39,78,63,59,49,50,37,41,29,18,43,25,13,9,13,All
Henry Mcgregor Sias,,,,,,,,,,,,1,106,50,13,14,9,25,17,36,10,7,23,8,4,11,11,All
Wendi Barish,,,,,,,,,,,,,2,61,41,58,48,58,46,35,41,17,24,28,12,8,10,All
Tiffany Palmer,,,,,,,,,,,,,,7,85,103,80,60,51,78,36,54,24,23,15,25,21,All
Leon Goodman,,,,,,,,,,,,,,,8,76,83,33,43,38,23,26,32,31,21,16,9,All
Kendra Mccrae,,,,,,,,,,,,,,,,5,83,46,56,42,33,36,26,21,24,11,12,All
Terri M Booker,,,,,,,,,,,,,,,,,9,25,44,37,40,42,33,23,17,5,13,All
Nicola Serianni,,,,,,,,,,,,,,,,,,3,48,30,30,21,27,39,7,12,8,All
Beth Grossman,,,,,,,,,,,,,,,,,,,2,30,40,26,17,33,14,12,7,All
Kay Yu,,,,,,,,,,,,,,,,,,,,5,22,31,17,13,16,11,9,All
Laurie Dow,,,,,,,,,,,,,,,,,,,,,2,18,21,17,8,16,9,All
Chris Hall,,,,,,,,,,,,,,,,,,,,,,1,7,14,16,11,10,All
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,,,1,19,5,7,7,All
Vicki Markovitz,,,,,,,,,,,,,,,,,,,,,,,,0,9,12,7,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,,1,4,5,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,,,5,All
Total,942,769,859,680,456,432,358,356,328,317,314,312,303,296,256,242,242,201,182,174,135,127,124,107,77,57,56,All
,Judge Of The Municipal Court - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,1
,Theresa Brunson,David H Conroy,Jennifer Schultz,Craig Levin,Joshua Roberts,Cateria R Mccabe,Kendra Mccrae,Leon Goodman,Terri M Booker,Sherman Toppin,Tiffany Palmer,Carmella Jacquinto,Wendi Barish,Janine D Momasso,Laurie Dow,Anthony Kyriakakis,Beth Grossman,Gregory Weyer,Henry Mcgregor Sias,Nicola Serianni,James C Crumlish,Jon Marshall,Chris Hall,Kay Yu,Robert Trimble,Vicki Markovitz,James F Berardinelli,1
Theresa Brunson,3,0,12,7,7,8,7,6,6,6,5,4,4,5,3,2,4,2,2,3,1,2,2,2,2,1,0,1
David H Conroy,,0,3,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1
Jennifer Schultz,,,1,7,4,1,1,0,1,2,1,0,3,1,4,0,2,1,0,2,1,1,0,2,1,1,0,1
Craig Levin,,,,0,2,3,2,3,2,1,3,1,2,1,4,1,2,2,1,1,1,2,0,1,1,0,0,1
Joshua Roberts,,,,,1,1,1,1,0,1,0,3,4,0,3,2,0,1,2,1,2,0,0,1,0,1,0,1
Cateria R Mccabe,,,,,,0,6,6,4,5,2,2,1,4,2,1,3,2,1,1,0,1,2,0,1,0,0,1
Kendra Mccrae,,,,,,,1,6,5,4,4,2,1,3,1,1,0,1,0,1,0,2,0,0,0,0,0,1
Leon Goodman,,,,,,,,0,5,3,2,2,1,4,1,2,1,0,0,0,0,1,0,0,0,0,0,1
Terri M Booker,,,,,,,,,0,4,4,2,1,4,0,1,1,2,1,0,0,0,0,1,0,0,0,1
Sherman Toppin,,,,,,,,,,0,1,0,1,3,1,0,1,1,1,1,1,0,1,0,2,1,0,1
Tiffany Palmer,,,,,,,,,,,0,3,0,0,0,1,0,3,1,2,0,1,1,0,0,0,0,1
Carmella Jacquinto,,,,,,,,,,,,0,3,0,0,3,0,2,3,1,2,0,1,0,0,0,0,1
Wendi Barish,,,,,,,,,,,,,0,1,1,2,1,0,2,0,3,0,0,2,1,0,0,1
Janine D Momasso,,,,,,,,,,,,,,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1
Laurie Dow,,,,,,,,,,,,,,,0,0,1,1,0,1,0,1,0,1,0,1,0,1
Anthony Kyriakakis,,,,,,,,,,,,,,,,0,1,0,2,0,2,0,0,0,0,0,0,1
Beth Grossman,,,,,,,,,,,,,,,,,0,0,1,0,0,0,1,1,1,0,0,1
Gregory Weyer,,,,,,,,,,,,,,,,,,0,1,1,0,0,1,0,0,0,0,1
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,0,0,2,0,1,0,1,0,0,1
Nicola Serianni,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,0,1,0,1
James C Crumlish,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,1
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Chris Hall,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1
Kay Yu,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Vicki Markovitz,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,30,5,18,12,11,10,10,8,8,7,7,6,6,5,5,4,4,4,4,4,3,3,2,2,2,1,0,1
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,2
,Joshua Roberts,Jennifer Schultz,Craig Levin,James C Crumlish,Jon Marshall,Sherman Toppin,Carmella Jacquinto,Kendra Mccrae,Nicola Serianni,Leon Goodman,Laurie Dow,Terri M Booker,Tiffany Palmer,Wendi Barish,Anthony Kyriakakis,Cateria R Mccabe,Chris Hall,Beth Grossman,Henry Mcgregor Sias,Janine D Momasso,Kay Yu,Robert Trimble,James F Berardinelli,Gregory Weyer,Vicki Markovitz,Theresa Brunson,David H Conroy,2
Joshua Roberts,3,8,11,10,9,3,7,1,5,1,0,1,1,5,5,1,0,1,2,1,1,0,0,0,0,7,17,2
