col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,division
,District Council 2nd District - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Lauren Vidas,Kenyatta Johnson,Tiffany Palmer,Anthony Kyriakakis,Kay Yu,Henry Mcgregor Sias,Vicki Markovitz,Leon Goodman,Jennifer Schultz,James C Crumlish,Wendi Barish,Chris Hall,Nicola Serianni,Beth Grossman,Craig Levin,Cateria R Mccabe,Joshua Roberts,Kendra Mccrae,Carmella Jacquinto,Laurie Dow,Janine D Momasso,Terri M Booker,James F Berardinelli,Jon Marshall,Gregory Weyer,Sherman Toppin,Robert Trimble,All
Lauren Vidas,144,0,"1,559","1,494","1,163","1,007",946,851,520,514,458,437,324,290,239,212,164,197,155,134,107,65,94,60,80,37,33,All
Kenyatta Johnson,,166,524,495,346,287,239,323,304,198,236,154,147,125,160,154,198,138,139,78,81,112,60,80,46,69,22,All
Tiffany Palmer,,,2,"1,733","1,310","1,179",988,975,434,565,426,534,268,173,112,240,80,177,137,95,98,69,87,13,52,25,9,All
Anthony Kyriakakis,,,,2,"1,255","1,167",996,978,287,590,368,550,171,152,146,144,123,118,115,60,43,39,89,15,52,44,19,All
Kay Yu,,,,,2,"1,028",868,851,262,193,212,209,155,85,73,143,48,117,87,47,47,57,64,15,51,16,12,All
Henry Mcgregor Sias,,,,,,1,839,842,163,133,178,109,104,36,52,130,62,36,60,18,22,12,34,9,30,34,5,All
Vicki Markovitz,,,,,,,0,885,153,99,205,73,80,149,88,37,55,67,69,62,30,36,30,10,23,9,11,All
Leon Goodman,,,,,,,,2,96,120,144,57,50,96,111,53,85,71,71,40,31,61,33,32,30,34,12,All
Jennifer Schultz,,,,,,,,,3,138,263,117,266,187,144,200,129,143,96,82,93,45,46,86,15,13,21,All
James C Crumlish,,,,,,,,,,3,173,488,96,81,87,35,110,58,49,41,10,36,41,39,12,13,12,All
Wendi Barish,,,,,,,,,,,3,118,224,182,95,122,75,124,92,102,109,46,38,30,22,13,11,All
Chris Hall,,,,,,,,,,,,0,48,58,48,24,39,60,31,43,12,29,53,8,17,9,16,All
Nicola Serianni,,,,,,,,,,,,,2,102,72,137,56,95,78,47,94,25,21,41,16,14,8,All
Beth Grossman,,,,,,,,,,,,,,1,88,42,46,104,77,90,42,46,41,14,22,10,10,All
Craig Levin,,,,,,,,,,,,,,,1,33,107,38,34,32,24,28,31,71,16,11,23,All
Cateria R Mccabe,,,,,,,,,,,,,,,,1,53,77,63,29,86,25,13,13,15,40,12,All
Joshua Roberts,,,,,,,,,,,,,,,,,2,30,70,18,11,46,15,83,11,44,16,All
Kendra Mccrae,,,,,,,,,,,,,,,,,,0,78,56,37,53,21,14,14,25,14,All
Carmella Jacquinto,,,,,,,,,,,,,,,,,,,0,44,35,43,14,12,13,35,12,All
Laurie Dow,,,,,,,,,,,,,,,,,,,,2,24,37,15,8,8,13,5,All
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,1,24,19,3,15,14,3,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,0,11,12,16,23,12,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,0,6,20,8,8,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,0,6,7,7,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,0,18,12,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"2,328","1,238","2,172","2,079","1,567","1,357","1,242","1,233",850,749,730,622,490,432,414,383,375,346,308,222,199,188,165,143,131,118,59,All
,District Council 2nd District - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,1
,Lauren Vidas,Kenyatta Johnson,Tiffany Palmer,Anthony Kyriakakis,Kay Yu,Vicki Markovitz,Henry Mcgregor Sias,Leon Goodman,Jennifer Schultz,James C Crumlish,Wendi Barish,Chris Hall,Beth Grossman,Craig Levin,Nicola Serianni,Joshua Roberts,Carmella Jacquinto,Kendra Mccrae,Cateria R Mccabe,Terri M Booker,James F Berardinelli,Jon Marshall,Janine D Momasso,Sherman Toppin,Laurie Dow,Gregory Weyer,Robert Trimble,1
Lauren Vidas,10,0,97,91,75,56,56,43,34,41,31,33,27,18,23,12,13,10,10,8,10,5,6,2,7,4,4,1
Kenyatta Johnson,,21,46,49,29,25,23,34,26,12,18,10,13,19,11,23,17,15,10,13,5,10,5,9,3,6,4,1
Tiffany Palmer,,,1,115,84,63,74,60,23,39,22,40,14,5,15,5,13,10,14,9,11,3,7,4,4,5,2,1
Anthony Kyriakakis,,,,0,85,66,76,60,18,44,24,41,16,13,16,13,14,8,10,7,12,1,3,5,3,3,4,1
Kay Yu,,,,,1,62,67,57,14,10,16,12,14,8,10,6,15,10,7,7,5,1,2,4,2,3,2,1
Vicki Markovitz,,,,,,0,55,55,11,8,15,8,15,7,5,6,7,7,1,7,2,1,3,0,4,4,3,1
Henry Mcgregor Sias,,,,,,,0,51,9,7,7,8,0,4,6,5,5,4,11,1,4,0,2,3,2,0,0,1
Leon Goodman,,,,,,,,0,3,4,10,2,12,7,4,5,3,4,2,4,4,2,4,2,2,3,3,1
Jennifer Schultz,,,,,,,,,0,12,16,7,16,16,17,15,11,7,9,6,3,10,6,1,4,3,2,1
James C Crumlish,,,,,,,,,,0,11,37,9,10,15,7,1,4,1,4,6,4,0,0,2,0,1,1
Wendi Barish,,,,,,,,,,,1,8,15,12,13,10,12,8,3,3,7,2,8,0,3,3,1,1
Chris Hall,,,,,,,,,,,,0,5,5,7,0,3,3,2,3,6,2,0,0,2,1,3,1
Beth Grossman,,,,,,,,,,,,,0,11,7,7,9,6,2,9,5,1,4,2,5,2,1,1
Craig Levin,,,,,,,,,,,,,,0,8,15,5,3,2,4,2,10,0,0,2,0,2,1
Nicola Serianni,,,,,,,,,,,,,,,0,6,6,6,3,2,4,5,4,2,2,1,2,1
Joshua Roberts,,,,,,,,,,,,,,,,0,4,2,4,4,1,10,1,4,0,2,2,1
Carmella Jacquinto,,,,,,,,,,,,,,,,,0,8,3,2,1,2,5,4,2,1,4,1
Kendra Mccrae,,,,,,,,,,,,,,,,,,0,3,7,4,0,4,3,5,3,1,1
Cateria R Mccabe,,,,,,,,,,,,,,,,,,,0,1,2,1,5,4,1,2,1,1
Terri M Booker,,,,,,,,,,,,,,,,,,,,0,1,0,0,2,4,3,2,1
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,0,0,2,2,3,0,0,1
