col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,City Commissioners - Democrat,,,,,,,,,,,,,All
,Helen Gym,Allan Domb,Justin Diberardinis,Eryn Santamoor,Derek S Green,Isaiah Thomas,Katherine Gilmore Richardson,Erika Almirón,Adrián Rivera-reyes,Deja Lynn Alvarez,Hena Veit,Beth Finn,Joseph A Diorio,Willie Floyd Singletary,Billy Thompson,Sandra Dungee Glenn,Ogbonna Paul Hagins,Fernando Treviño,Vinny Black,Bobbie Curry,Latrice Y Bryant,Asa Khalif,Mark Ross,Fareed Abdullah,Wayne Allen,Edwin Santana,Ethelind Baylor,Devon Cade,Wayne Edmund Dorsey,Sherrie Cohen,Lisa Deeley,Omar Sabir,Marwan Kreidie,Luigi Borda,Kahlil Williams,Annette Thompson,Jen Devor,Dennis Lee,Carla Cain,Robin Trent,Moira Bohannon,Lewis Harris Jr,Warren Bloom,All
Helen Gym,20,228,174,146,147,137,146,111,125,99,67,76,42,71,38,52,63,38,24,23,19,24,21,17,14,10,29,18,6,0,286,175,107,90,102,63,58,41,43,25,31,9,13,All
Allan Domb,,14,163,189,185,152,157,52,32,22,68,59,61,17,35,37,6,16,39,19,10,15,23,13,19,7,7,19,11,0,264,150,48,78,86,53,36,41,28,23,20,17,13,All
Justin Diberardinis,,,4,88,82,70,66,155,43,19,94,47,37,3,15,16,0,16,16,15,6,6,14,0,9,6,12,8,6,0,136,48,101,134,57,26,36,18,19,17,20,8,4,All
Eryn Santamoor,,,,3,114,83,123,50,34,20,30,45,18,8,18,31,5,25,13,8,10,8,12,2,5,7,5,8,6,0,163,100,36,44,60,47,35,21,16,10,10,5,6,All
Derek S Green,,,,,7,148,125,20,20,17,18,18,11,10,17,16,3,6,15,7,10,10,11,10,16,2,13,3,4,0,178,131,26,28,60,23,21,18,11,8,9,7,2,All
Isaiah Thomas,,,,,,5,125,50,34,22,25,12,15,15,17,19,6,10,10,1,20,24,4,16,9,5,22,8,4,0,158,148,26,36,61,22,14,13,14,6,6,6,6,All
Katherine Gilmore Richardson,,,,,,,1,42,23,24,26,37,16,11,16,40,5,18,11,16,19,9,9,11,6,4,7,1,9,0,170,120,22,30,40,37,24,14,24,15,13,7,3,All
Erika Almirón,,,,,,,,0,47,33,92,23,10,6,8,18,4,27,6,12,17,14,6,9,2,9,13,5,0,0,57,32,100,111,43,24,32,8,18,9,10,5,0,All
Adrián Rivera-reyes,,,,,,,,,2,102,22,24,21,58,13,19,56,34,11,3,13,13,4,6,5,16,4,7,1,0,103,78,89,40,33,20,10,10,18,9,10,4,3,All
Deja Lynn Alvarez,,,,,,,,,,3,14,21,17,66,7,13,56,27,6,8,11,18,8,7,4,17,3,4,0,0,97,71,64,31,25,23,10,9,13,11,9,6,1,All
Hena Veit,,,,,,,,,,,5,23,10,10,7,11,7,16,9,12,10,2,9,2,2,3,7,3,3,0,61,21,84,79,12,20,9,5,9,14,9,9,3,All
Beth Finn,,,,,,,,,,,,0,23,6,23,28,6,8,9,20,7,7,14,2,6,3,1,2,4,0,79,10,20,26,16,41,21,8,22,10,13,3,6,All
Joseph A Diorio,,,,,,,,,,,,,2,6,30,7,3,7,19,21,3,4,17,3,7,4,2,10,6,0,61,17,13,32,14,21,10,12,14,14,12,8,6,All
Willie Floyd Singletary,,,,,,,,,,,,,,2,10,3,49,8,3,4,10,6,4,2,2,4,1,3,6,0,48,59,50,12,16,10,1,6,6,7,4,2,3,All
Billy Thompson,,,,,,,,,,,,,,,0,6,6,6,14,16,6,3,13,2,10,4,0,4,7,0,43,11,13,14,12,22,10,13,14,7,6,4,8,All
Sandra Dungee Glenn,,,,,,,,,,,,,,,,0,4,11,7,10,8,6,2,2,4,3,2,2,3,0,50,16,10,7,14,34,11,5,14,8,11,6,3,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,,,,1,8,5,2,4,6,4,1,0,0,0,2,1,0,38,35,47,6,11,4,2,1,0,3,3,0,3,All
Fernando Treviño,,,,,,,,,,,,,,,,,,2,1,3,4,5,3,2,2,10,1,3,1,0,29,20,18,23,16,7,10,7,8,0,5,8,1,All
Vinny Black,,,,,,,,,,,,,,,,,,,2,5,3,4,11,1,7,3,2,8,3,0,31,16,11,12,9,9,7,9,6,4,6,5,4,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,0,6,4,7,1,3,2,3,5,3,0,27,11,11,7,4,17,6,7,6,8,5,9,5,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,,0,12,2,13,4,4,3,3,7,0,26,16,10,6,16,16,6,6,7,6,2,3,2,All
Asa Khalif,,,,,,,,,,,,,,,,,,,,,,0,3,11,3,4,1,4,2,0,15,30,4,7,26,13,3,4,2,1,5,2,0,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,0,2,11,1,2,2,7,0,23,8,6,16,13,8,9,7,2,6,5,5,2,All
Fareed Abdullah,,,,,,,,,,,,,,,,,,,,,,,,1,6,2,1,3,2,0,8,23,2,4,14,12,1,4,3,0,2,4,2,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,4,2,0,11,7,3,8,6,12,5,13,5,5,4,5,3,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,10,5,7,5,9,7,2,6,7,2,1,4,1,All
Ethelind Baylor,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,19,14,4,2,6,2,8,3,2,2,3,2,0,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,7,5,4,8,8,4,1,9,8,5,2,6,2,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,11,5,0,3,6,7,4,3,5,2,0,5,4,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
Lisa Deeley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,161,42,42,38,47,16,19,22,15,12,3,5,All
Omar Sabir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,28,11,32,14,4,14,2,3,3,3,4,All
Marwan Kreidie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,102,9,8,4,5,4,2,4,2,3,All
Luigi Borda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,8,3,12,8,7,4,1,All
Kahlil Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,18,30,5,7,4,3,2,3,All
Annette Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,8,9,5,5,3,3,All
Jen Devor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,4,3,5,3,1,All
Dennis Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,2,3,3,All
Carla Cain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,1,2,1,All
Robin Trent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,All
Moira Bohannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,All
Lewis Harris Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,All
Warren Bloom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,649,536,383,331,315,303,295,266,256,213,199,156,136,124,103,103,91,89,76,69,64,60,58,46,46,40,40,38,29,0,646,372,274,243,183,139,95,87,78,55,54,34,29,All
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,City Commissioners - Democrat,,,,,,,,,,,,,1
,Helen Gym,Adrián Rivera-reyes,Deja Lynn Alvarez,Allan Domb,Ogbonna Paul Hagins,Eryn Santamoor,Derek S Green,Isaiah Thomas,Justin Diberardinis,Willie Floyd Singletary,Fernando Treviño,Beth Finn,Bobbie Curry,Erika Almirón,Hena Veit,Mark Ross,Billy Thompson,Joseph A Diorio,Vinny Black,Katherine Gilmore Richardson,Latrice Y Bryant,Fareed Abdullah,Wayne Allen,Wayne Edmund Dorsey,Devon Cade,Edwin Santana,Ethelind Baylor,Sandra Dungee Glenn,Asa Khalif,Sherrie Cohen,Lisa Deeley,Omar Sabir,Marwan Kreidie,Annette Thompson,Luigi Borda,Kahlil Williams,Carla Cain,Jen Devor,Lewis Harris Jr,Robin Trent,Warren Bloom,Dennis Lee,Moira Bohannon,1
Helen Gym,0,11,9,7,9,6,1,1,2,6,3,2,2,0,4,0,1,0,1,2,0,0,0,1,1,0,0,0,0,0,6,8,9,2,3,1,3,2,1,2,1,0,0,1
Adrián Rivera-reyes,,0,11,3,9,0,1,1,3,6,5,0,1,3,2,1,0,2,2,1,1,0,0,0,0,1,0,1,0,0,6,9,8,3,5,2,0,1,0,1,0,0,0,1
Deja Lynn Alvarez,,,0,1,10,0,1,0,1,7,4,0,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,8,8,0,3,1,0,0,1,0,0,0,0,1
Allan Domb,,,,0,2,5,3,1,3,0,2,2,2,0,4,3,1,1,2,2,2,1,1,0,1,0,0,0,0,0,7,4,1,2,1,2,2,3,2,1,0,0,0,1
Ogbonna Paul Hagins,,,,,0,1,0,0,0,7,4,1,0,0,0,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,3,6,7,0,3,1,0,1,0,0,0,0,0,1
Eryn Santamoor,,,,,,0,1,2,1,0,1,2,1,0,2,1,2,0,0,1,0,0,0,1,1,0,0,0,0,0,4,3,1,2,0,1,3,1,0,1,1,0,0,1
Derek S Green,,,,,,,0,3,2,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,5,3,0,0,0,1,0,1,2,0,0,0,0,1
Isaiah Thomas,,,,,,,,2,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,5,2,0,1,0,0,0,0,0,0,0,0,0,1
Justin Diberardinis,,,,,,,,,1,0,0,1,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,2,2,1,1,0,0,0,0,0,1
Willie Floyd Singletary,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,0,0,0,0,0,0,0,0,0,0,1
Fernando Treviño,,,,,,,,,,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0,4,0,0,0,0,0,0,0,0,1
Beth Finn,,,,,,,,,,,,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,0,0,1,1,0,0,1
Bobbie Curry,,,,,,,,,,,,,0,1,1,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,2,0,0,0,1,2,0,1,0,0,1
