col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,division
,District Council 7th District - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Maria Quiñones Sánchez,Angel L Cruz,Joshua Roberts,Jennifer Schultz,Carmella Jacquinto,Anthony Kyriakakis,Wendi Barish,James C Crumlish,Craig Levin,Tiffany Palmer,Jon Marshall,Cateria R Mccabe,Nicola Serianni,Henry Mcgregor Sias,Beth Grossman,Kendra Mccrae,Leon Goodman,Terri M Booker,Kay Yu,Sherman Toppin,Vicki Markovitz,Chris Hall,Laurie Dow,James F Berardinelli,Janine D Momasso,Robert Trimble,Gregory Weyer,All
Maria Quiñones Sánchez,"1,794",0,"1,730","1,626",976,849,939,985,735,903,637,696,684,466,541,478,430,387,448,315,357,361,325,229,301,157,99,All
Angel L Cruz,,"1,900","1,546","1,302",905,911,623,548,717,389,669,391,388,443,339,276,284,276,225,292,231,192,219,266,208,125,51,All
Joshua Roberts,,,77,892,998,968,937,"1,104",728,274,737,584,390,616,196,156,243,200,106,327,139,119,108,255,86,93,33,All
Jennifer Schultz,,,,51,355,259,532,407,810,600,752,333,683,261,423,326,239,198,294,123,293,192,232,108,232,117,41,All
Carmella Jacquinto,,,,,13,"1,058",754,635,139,295,105,533,267,521,242,257,159,160,191,279,194,96,178,214,159,81,38,All
Anthony Kyriakakis,,,,,,1,737,792,111,417,77,542,154,624,141,97,120,86,219,227,82,245,57,257,54,42,29,All
Wendi Barish,,,,,,,7,676,193,394,177,449,360,406,308,222,175,190,158,122,194,103,193,230,194,64,26,All
James C Crumlish,,,,,,,,11,240,367,177,383,299,297,151,129,176,116,130,113,97,251,92,77,59,90,27,All
Craig Levin,,,,,,,,,17,122,643,90,216,47,157,115,167,105,63,107,118,76,72,70,67,68,28,All
Tiffany Palmer,,,,,,,,,,6,114,325,433,293,285,326,228,245,345,102,198,293,194,102,186,63,45,All
Jon Marshall,,,,,,,,,,,11,89,191,34,130,95,165,117,47,87,66,88,83,35,46,63,23,All
Cateria R Mccabe,,,,,,,,,,,,1,231,264,143,178,137,123,143,231,107,67,98,74,187,40,21,All
Nicola Serianni,,,,,,,,,,,,,1,216,242,192,135,98,162,118,187,81,138,92,194,52,30,All
Henry Mcgregor Sias,,,,,,,,,,,,,,2,74,53,66,38,165,200,63,41,44,217,45,31,35,All
Beth Grossman,,,,,,,,,,,,,,,4,230,164,150,132,68,243,123,198,86,135,41,29,All
Kendra Mccrae,,,,,,,,,,,,,,,,7,184,191,142,100,91,130,130,50,121,70,35,All
Leon Goodman,,,,,,,,,,,,,,,,,5,212,90,133,98,127,77,64,89,61,35,All
Terri M Booker,,,,,,,,,,,,,,,,,,11,107,108,97,120,115,43,93,60,35,All
Kay Yu,,,,,,,,,,,,,,,,,,,1,48,106,119,95,59,77,39,33,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,,5,67,62,68,48,81,37,19,All
Vicki Markovitz,,,,,,,,,,,,,,,,,,,,,3,66,95,79,90,38,20,All
Chris Hall,,,,,,,,,,,,,,,,,,,,,,3,81,54,23,83,26,All
Laurie Dow,,,,,,,,,,,,,,,,,,,,,,,4,53,109,40,22,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,3,77,34,27,All
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,,,,,2,25,19,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,,,1,18,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,,,1,All
Total,"6,050","5,555","3,580","3,073","2,051","1,931","1,732","1,715","1,521","1,370","1,358","1,191","1,125","1,004",925,793,763,708,705,640,611,588,569,546,543,299,163,All
