col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,City Commissioners - Democrat,,,,,,,,,,,,,All
,Helen Gym,Justin Diberardinis,Erika Almirón,Isaiah Thomas,Eryn Santamoor,Allan Domb,Ethelind Baylor,Derek S Green,Katherine Gilmore Richardson,Adrián Rivera-reyes,Deja Lynn Alvarez,Fernando Treviño,Beth Finn,Sandra Dungee Glenn,Ogbonna Paul Hagins,Asa Khalif,Willie Floyd Singletary,Joseph A Diorio,Latrice Y Bryant,Billy Thompson,Fareed Abdullah,Hena Veit,Edwin Santana,Mark Ross,Devon Cade,Wayne Allen,Vinny Black,Bobbie Curry,Wayne Edmund Dorsey,Sherrie Cohen,Kahlil Williams,Jen Devor,Lisa Deeley,Marwan Kreidie,Omar Sabir,Luigi Borda,Annette Thompson,Carla Cain,Moira Bohannon,Dennis Lee,Robin Trent,Warren Bloom,Lewis Harris Jr,All
Helen Gym,50,"2,313","2,119","1,947","1,224",868,"1,170",764,802,719,514,398,382,197,159,125,81,73,68,72,63,71,40,31,28,35,26,26,12,0,"2,383","2,253",630,417,386,295,182,164,170,79,77,52,32,All
Justin Diberardinis,,5,"1,561","1,536",813,508,"1,029",467,391,388,221,145,165,48,37,42,10,40,22,20,16,16,18,18,17,7,8,8,6,1,"1,883","1,769",277,185,114,220,79,65,79,38,31,26,12,All
Erika Almirón,,,3,"1,371",531,191,"1,079",275,294,349,288,221,179,110,31,60,5,6,33,11,24,23,12,2,10,10,14,7,1,1,"1,664","1,630",181,159,97,161,89,79,99,28,38,9,13,All
Isaiah Thomas,,,,7,489,352,"1,026",371,381,205,112,98,97,72,45,54,29,37,28,31,40,17,17,11,17,13,7,5,6,1,"1,603","1,451",250,118,234,141,53,46,58,27,23,14,12,All
Eryn Santamoor,,,,,2,525,94,367,526,256,163,253,188,88,37,39,9,27,34,30,20,40,14,10,17,10,9,13,6,1,951,862,275,170,82,117,95,84,86,39,35,19,9,All
Allan Domb,,,,,,45,56,428,250,165,98,153,150,91,34,48,30,91,17,52,23,34,23,34,28,16,14,22,11,0,535,390,366,130,182,135,99,66,60,52,23,41,20,All
Ethelind Baylor,,,,,,,1,67,47,112,81,38,58,19,18,13,2,2,17,8,7,8,5,5,4,9,8,3,2,1,974,975,58,68,50,117,25,44,41,11,15,5,9,All
Derek S Green,,,,,,,,2,304,132,154,72,75,59,26,33,22,14,21,23,21,12,16,16,13,12,7,8,6,0,531,328,278,137,175,71,46,59,47,40,27,24,16,All
Katherine Gilmore Richardson,,,,,,,,,4,124,98,168,127,87,27,18,12,24,35,20,23,22,10,9,4,13,6,11,4,0,538,499,228,100,142,47,72,59,52,28,32,14,9,All
Adrián Rivera-reyes,,,,,,,,,,9,312,115,135,52,115,49,66,20,30,26,25,17,21,11,7,10,18,8,5,0,386,378,190,249,146,90,53,72,70,26,39,16,11,All
Deja Lynn Alvarez,,,,,,,,,,,9,87,90,43,92,46,70,21,35,24,24,25,13,7,9,11,9,7,3,0,299,259,166,159,132,57,43,60,51,28,32,13,5,All
Fernando Treviño,,,,,,,,,,,,3,80,24,30,24,16,26,18,23,19,15,21,5,6,9,6,5,3,1,320,281,73,97,48,52,26,28,29,26,17,18,6,All
Beth Finn,,,,,,,,,,,,,1,83,27,29,12,17,25,28,12,29,10,17,10,15,6,10,7,1,175,191,159,84,36,65,83,58,67,23,27,22,5,All
Sandra Dungee Glenn,,,,,,,,,,,,,,0,19,30,2,10,31,11,17,23,7,5,6,8,3,7,4,0,92,78,98,43,55,19,57,42,34,14,21,9,5,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,,2,20,56,3,11,9,12,13,5,0,1,2,7,3,1,0,57,36,56,92,77,18,17,11,16,8,14,10,3,All
Asa Khalif,,,,,,,,,,,,,,,,0,9,1,15,4,37,7,3,4,6,7,3,3,1,0,78,54,37,30,55,14,24,17,11,5,4,3,7,All
Willie Floyd Singletary,,,,,,,,,,,,,,,,,4,14,15,16,18,4,5,4,4,2,5,5,5,0,34,8,51,56,72,16,12,1,4,10,3,9,5,All
Joseph A Diorio,,,,,,,,,,,,,,,,,,3,10,22,5,14,4,18,9,6,8,8,5,0,23,19,50,24,26,48,28,7,6,10,4,10,5,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,0,15,18,15,1,5,7,7,7,5,4,0,43,32,38,22,28,20,27,31,14,6,2,5,3,All
Billy Thompson,,,,,,,,,,,,,,,,,,,,0,8,8,3,13,6,7,9,10,5,1,43,19,35,26,34,19,20,9,5,19,10,11,9,All
Fareed Abdullah,,,,,,,,,,,,,,,,,,,,,0,9,5,0,4,8,4,4,1,0,40,25,23,13,56,9,18,9,4,5,5,5,7,All
Hena Veit,,,,,,,,,,,,,,,,,,,,,,1,3,6,3,1,6,5,0,0,20,14,43,18,23,15,27,18,14,13,4,8,2,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,0,3,4,4,5,3,3,0,26,15,17,17,16,11,2,11,8,8,0,3,2,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,7,7,3,0,10,8,24,9,13,7,12,7,5,7,6,13,3,All
