col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Judge Of The Superior Court - Democrat,,,Register Of Wills - Democrat,,,All
,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,Ronald R Donatucci,Tracey Gordon,Jacque P Whaumbush,All
Daniel D Mccaffery,471,"1,050",741,"2,391","1,198",424,All
Amanda Green-hawkins,,50,659,589,964,262,All
Beth Tarasi,,,54,496,775,207,All
Ronald R Donatucci,,,,159,0,0,All
Tracey Gordon,,,,,95,0,All
Jacque P Whaumbush,,,,,,45,All
Total,"4,616","1,995","1,630","2,762","1,950",623,All
,Judge Of The Superior Court - Democrat,,,Register Of Wills - Democrat,,,1
,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,Ronald R Donatucci,Tracey Gordon,Jacque P Whaumbush,1
Daniel D Mccaffery,11,25,13,100,46,8,1
Amanda Green-hawkins,,3,23,13,39,5,1
Beth Tarasi,,,1,6,27,5,1
Ronald R Donatucci,,,,4,0,0,1
Tracey Gordon,,,,,4,0,1
Jacque P Whaumbush,,,,,,0,1
Total,167,61,40,108,78,12,1
,Judge Of The Superior Court - Democrat,,,Register Of Wills - Democrat,,,2
,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,Ronald R Donatucci,Tracey Gordon,Jacque P Whaumbush,2
Daniel D Mccaffery,12,61,17,67,31,15,2
Amanda Green-hawkins,,5,14,42,25,8,2
Beth Tarasi,,,2,11,14,6,2
Ronald R Donatucci,,,,2,0,0,2
Tracey Gordon,,,,,1,0,2
Jacque P Whaumbush,,,,,,2,2
Total,139,91,36,74,50,22,2
,Judge Of The Superior Court - Democrat,,,Register Of Wills - Democrat,,,3
,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,3
Daniel D Mccaffery,13,44,41,65,65,20,3
Amanda Green-hawkins,,4,31,47,19,12,3
Beth Tarasi,,,0,44,17,12,3
Tracey Gordon,,,,4,0,0,3
Ronald R Donatucci,,,,,7,0,3
Jacque P Whaumbush,,,,,,3,3
Total,169,88,77,98,79,30,3
,Judge Of The Superior Court - Democrat,,,Register Of Wills - Democrat,,,4
,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,Ronald R Donatucci,Tracey Gordon,Jacque P Whaumbush,4
Daniel D Mccaffery,17,33,17,83,40,16,4
Amanda Green-hawkins,,1,26,19,37,8,4
Beth Tarasi,,,1,6,32,8,4
Ronald R Donatucci,,,,5,0,0,4
Tracey Gordon,,,,,3,0,4
Jacque P Whaumbush,,,,,,0,4
Total,161,70,51,93,75,20,4
,Judge Of The Superior Court - Democrat,,,Register Of Wills - Democrat,,,5
,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,5
Daniel D Mccaffery,17,53,23,56,51,11,5
Amanda Green-hawkins,,4,33,55,19,12,5
Beth Tarasi,,,0,34,11,8,5
Tracey Gordon,,,,0,0,0,5
Ronald R Donatucci,,,,,5,0,5
Jacque P Whaumbush,,,,,,0,5
Total,145,100,61,85,63,19,5
,Judge Of The Superior Court - Democrat,,,Register Of Wills - Democrat,,,6
,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,Ronald R Donatucci,Tracey Gordon,Jacque P Whaumbush,6
Daniel D Mccaffery,28,41,22,73,43,7,6
Amanda Green-hawkins,,0,26,27,30,5,6
Beth Tarasi,,,5,21,26,4,6
Ronald R Donatucci,,,,6,0,0,6
Tracey Gordon,,,,,6,0,6
Jacque P Whaumbush,,,,,,1,6
Total,157,69,61,89,70,10,6
,Judge Of The Superior Court - Democrat,,,Register Of Wills - Democrat,,,7
,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,Ronald R Donatucci,Tracey Gordon,Jacque P Whaumbush,7
Daniel D Mccaffery,19,39,30,117,42,11,7
Amanda Green-hawkins,,2,26,28,31,10,7
Beth Tarasi,,,2,27,23,4,7
Ronald R Donatucci,,,,4,0,0,7
Tracey Gordon,,,,,1,0,7
Jacque P Whaumbush,,,,,,1,7
Total,192,76,64,132,64,16,7
,Judge Of The Superior Court - Democrat,,,Register Of Wills - Democrat,,,8
,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,Ronald R Donatucci,Tracey Gordon,Jacque P Whaumbush,8
Daniel D Mccaffery,16,37,22,74,38,22,8
Amanda Green-hawkins,,2,15,23,27,8,8
Beth Tarasi,,,1,17,19,4,8
Ronald R Donatucci,,,,3,0,0,8
Tracey Gordon,,,,,4,0,8
Jacque P Whaumbush,,,,,,1,8
Total,154,62,43,86,58,26,8
,Judge Of The Superior Court - Democrat,,,Register Of Wills - Democrat,,,9
,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,9
Daniel D Mccaffery,15,38,22,49,49,14,9
Amanda Green-hawkins,,0,27,45,13,12,9
Beth Tarasi,,,0,30,11,9,9
Tracey Gordon,,,,4,0,0,9
Ronald R Donatucci,,,,,4,0,9
Jacque P Whaumbush,,,,,,2,9
Total,136,77,56,82,60,24,9
,Judge Of The Superior Court - Democrat,,,Register Of Wills - Democrat,,,10
,Daniel D Mccaffery,Beth Tarasi,Amanda Green-hawkins,Ronald R Donatucci,Tracey Gordon,Jacque P Whaumbush,10
Daniel D Mccaffery,19,36,27,126,37,9,10
Beth Tarasi,,0,21,30,19,9,10
Amanda Green-hawkins,,,1,28,19,9,10
Ronald R Donatucci,,,,8,0,0,10
Tracey Gordon,,,,,0,0,10
Jacque P Whaumbush,,,,,,1,10
Total,194,61,59,146,52,17,10
,Judge Of The Superior Court - Democrat,,,Register Of Wills - Democrat,,,11
,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,Ronald R Donatucci,Tracey Gordon,Jacque P Whaumbush,11
Daniel D Mccaffery,23,27,17,51,23,11,11
Amanda Green-hawkins,,1,11,13,20,3,11
Beth Tarasi,,,2,13,15,1,11
Ronald R Donatucci,,,,6,0,0,11
Tracey Gordon,,,,,1,0,11
Jacque P Whaumbush,,,,,,3,11
Total,113,43,32,62,35,14,11
,Judge Of The Superior Court - Democrat,,,Register Of Wills - Democrat,,,12
,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,12
Daniel D Mccaffery,10,40,24,37,46,14,12
Amanda Green-hawkins,,0,19,31,23,13,12
Beth Tarasi,,,2,23,13,10,12
Tracey Gordon,,,,4,0,0,12
Ronald R Donatucci,,,,,1,0,12
Jacque P Whaumbush,,,,,,0,12
Total,111,70,49,60,56,20,12
,Judge Of The Superior Court - Democrat,,,Register Of Wills - Democrat,,,13
,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,Ronald R Donatucci,Tracey Gordon,Jacque P Whaumbush,13
Daniel D Mccaffery,12,22,9,94,10,8,13
Amanda Green-hawkins,,0,7,15,10,4,13
Beth Tarasi,,,1,5,5,6,13
Ronald R Donatucci,,,,2,0,0,13
Tracey Gordon,,,,,1,0,13
Jacque P Whaumbush,,,,,,1,13
Total,125,31,18,98,15,12,13
,Judge Of The Superior Court - Democrat,,,Register Of Wills - Democrat,,,14
,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,Ronald R Donatucci,Tracey Gordon,Jacque P Whaumbush,14
Daniel D Mccaffery,9,21,17,54,29,7,14
Amanda Green-hawkins,,0,18,10,21,7,14
Beth Tarasi,,,1,15,16,4,14
