col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,All
,Jennifer Schultz,Leon Goodman,Wendi Barish,Carmella Jacquinto,Anthony Kyriakakis,Joshua Roberts,Tiffany Palmer,Craig Levin,Henry Mcgregor Sias,Terri M Booker,Jon Marshall,Cateria R Mccabe,Kay Yu,Kendra Mccrae,Sherman Toppin,James C Crumlish,Laurie Dow,Beth Grossman,Nicola Serianni,Chris Hall,Janine D Momasso,Vicki Markovitz,James F Berardinelli,Robert Trimble,Gregory Weyer,Theresa Brunson,David H Conroy,All
Jennifer Schultz,55,463,519,397,482,205,239,193,343,102,174,130,158,94,53,72,78,98,119,96,62,55,27,34,10,483,693,All
Leon Goodman,,15,434,404,374,159,122,72,332,159,66,74,47,99,73,93,67,62,53,52,59,25,44,34,21,293,405,All
Wendi Barish,,,5,420,403,107,142,112,326,97,58,67,99,93,79,92,82,94,85,43,60,41,26,27,10,305,382,All
Carmella Jacquinto,,,,12,356,139,94,77,334,107,17,72,92,76,102,105,62,46,45,30,52,27,23,22,7,260,362,All
Anthony Kyriakakis,,,,,8,80,190,24,374,46,27,125,128,30,64,54,24,37,27,97,24,19,29,11,5,155,460,All
Joshua Roberts,,,,,,40,81,164,54,131,186,69,44,58,104,108,42,55,60,53,23,34,30,39,14,280,282,All
Tiffany Palmer,,,,,,,8,48,44,150,53,166,185,157,66,66,91,87,81,134,61,42,48,28,24,289,190,All
Craig Levin,,,,,,,,31,17,51,159,33,66,41,72,96,47,38,52,28,34,31,22,30,9,248,142,All
Henry Mcgregor Sias,,,,,,,,,0,25,10,55,20,15,41,10,13,16,10,9,19,13,12,6,1,99,321,All
Terri M Booker,,,,,,,,,,7,54,54,56,115,68,73,71,63,43,71,40,25,23,22,17,255,96,All
Jon Marshall,,,,,,,,,,,19,28,24,48,38,48,35,40,56,24,12,25,9,33,8,199,116,All
Cateria R Mccabe,,,,,,,,,,,,6,93,80,69,25,37,35,46,31,74,17,41,14,8,149,139,All
Kay Yu,,,,,,,,,,,,,7,58,64,57,37,44,26,66,26,16,17,14,8,156,129,All
Kendra Mccrae,,,,,,,,,,,,,,6,60,33,63,57,47,51,51,31,25,33,10,229,51,All
Sherman Toppin,,,,,,,,,,,,,,,5,59,42,23,35,23,26,16,16,19,10,161,76,All
James C Crumlish,,,,,,,,,,,,,,,,3,33,25,33,54,18,6,23,19,4,137,100,All
Laurie Dow,,,,,,,,,,,,,,,,,6,69,47,34,48,13,22,21,10,183,36,All
Beth Grossman,,,,,,,,,,,,,,,,,,1,56,36,34,41,19,16,14,169,53,All
Nicola Serianni,,,,,,,,,,,,,,,,,,,3,24,39,35,17,14,10,152,57,All
