col_1,col_2,col_3,division
,District Council 3rd District - Democrat,,All
,Jamie Gauthier,Jannie L Blackwell,All
Jamie Gauthier,"1,075",0,All
Jannie L Blackwell,,"1,060",All
Total,"1,075","1,060",All
,District Council 3rd District - Democrat,,1
,Jamie Gauthier,Jannie L Blackwell,1
Jamie Gauthier,126,0,1
Jannie L Blackwell,,53,1
Total,126,53,1
,District Council 3rd District - Democrat,,2
,Jannie L Blackwell,Jamie Gauthier,2
Jannie L Blackwell,66,0,2
Jamie Gauthier,,33,2
Total,66,33,2
,District Council 3rd District - Democrat,,3
,Jamie Gauthier,Jannie L Blackwell,3
Jamie Gauthier,120,0,3
Jannie L Blackwell,,56,3
Total,120,56,3
,District Council 3rd District - Democrat,,4
,Jamie Gauthier,Jannie L Blackwell,4
Jamie Gauthier,63,0,4
Jannie L Blackwell,,61,4
Total,63,61,4
,District Council 3rd District - Democrat,,5
,Jamie Gauthier,Jannie L Blackwell,5
Jamie Gauthier,34,0,5
Jannie L Blackwell,,31,5
Total,34,31,5
,District Council 3rd District - Democrat,,6
,Jannie L Blackwell,Jamie Gauthier,6
Jannie L Blackwell,73,0,6
Jamie Gauthier,,64,6
Total,73,64,6
,District Council 3rd District - Democrat,,7
,Jamie Gauthier,Jannie L Blackwell,7
Jamie Gauthier,76,0,7
Jannie L Blackwell,,76,7
Total,76,76,7
,District Council 3rd District - Democrat,,8
,Jannie L Blackwell,Jamie Gauthier,8
Jannie L Blackwell,54,0,8
Jamie Gauthier,,32,8
Total,54,32,8
,District Council 3rd District - Democrat,,9
,Jannie L Blackwell,Jamie Gauthier,9
Jannie L Blackwell,46,0,9
Jamie Gauthier,,41,9
Total,46,41,9
,District Council 3rd District - Democrat,,10
,Jannie L Blackwell,Jamie Gauthier,10
Jannie L Blackwell,42,0,10
Jamie Gauthier,,31,10
Total,42,31,10
,District Council 3rd District - Democrat,,11
,Jamie Gauthier,Jannie L Blackwell,11
Jamie Gauthier,99,0,11
Jannie L Blackwell,,75,11
Total,99,75,11
,District Council 3rd District - Democrat,,12
,Jannie L Blackwell,Jamie Gauthier,12
Jannie L Blackwell,49,0,12
Jamie Gauthier,,28,12
Total,49,28,12
,District Council 3rd District - Democrat,,13
,Jannie L Blackwell,Jamie Gauthier,13
Jannie L Blackwell,50,0,13
Jamie Gauthier,,42,13
Total,50,42,13
,District Council 3rd District - Democrat,,14
,Jannie L Blackwell,Jamie Gauthier,14
Jannie L Blackwell,54,0,14
Jamie Gauthier,,50,14
Total,54,50,14
,District Council 3rd District - Democrat,,15
,Jannie L Blackwell,Jamie Gauthier,15
Jannie L Blackwell,60,0,15
Jamie Gauthier,,45,15
Total,60,45,15
,District Council 3rd District - Democrat,,16
,Jannie L Blackwell,Jamie Gauthier,16
Jannie L Blackwell,58,0,16
Jamie Gauthier,,43,16
Total,58,43,16
,District Council 3rd District - Democrat,,17
,Jamie Gauthier,Jannie L Blackwell,17
Jamie Gauthier,88,0,17
Jannie L Blackwell,,54,17
Total,88,54,17
,District Council 3rd District - Democrat,,18
,Jannie L Blackwell,Jamie Gauthier,18
Jannie L Blackwell,102,0,18
Jamie Gauthier,,60,18
Total,102,60,18
