col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,division
,District Council 8th District - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Cindy Bass,Tonya Bah,Joshua Roberts,Sherman Toppin,Carmella Jacquinto,Cateria R Mccabe,Jennifer Schultz,Craig Levin,Anthony Kyriakakis,Henry Mcgregor Sias,Jon Marshall,Terri M Booker,Leon Goodman,Kendra Mccrae,Tiffany Palmer,Laurie Dow,Beth Grossman,Nicola Serianni,James C Crumlish,Wendi Barish,Kay Yu,Janine D Momasso,Chris Hall,Vicki Markovitz,Robert Trimble,James F Berardinelli,Gregory Weyer,All
Cindy Bass,90,0,456,278,267,274,278,188,180,194,175,159,121,125,112,86,82,76,63,64,56,48,56,44,43,33,16,All
Tonya Bah,,1,7,2,2,2,3,2,2,1,3,1,1,0,0,0,0,1,0,0,2,0,0,1,0,1,0,All
Joshua Roberts,,,22,226,190,211,116,119,178,183,112,63,50,30,27,29,25,35,33,21,17,14,16,10,16,11,7,All
Sherman Toppin,,,,0,205,243,28,29,182,194,15,62,37,30,27,22,7,15,10,7,16,12,17,14,10,10,6,All
Carmella Jacquinto,,,,,4,210,35,23,159,159,8,47,32,44,32,29,19,15,23,18,11,29,12,11,6,14,5,All
Cateria R Mccabe,,,,,,1,28,29,176,187,21,47,33,38,27,23,13,18,9,14,15,17,13,16,8,6,4,All
Jennifer Schultz,,,,,,,14,111,9,14,100,38,38,48,42,26,37,32,28,36,16,12,18,22,18,7,6,All
Craig Levin,,,,,,,,9,6,11,92,21,30,13,22,29,16,23,30,16,7,17,12,11,10,14,2,All
Anthony Kyriakakis,,,,,,,,,2,166,2,20,17,14,8,4,8,2,10,6,10,8,6,7,3,3,0,All
Henry Mcgregor Sias,,,,,,,,,,1,4,24,14,11,11,10,8,5,4,5,8,8,1,5,6,5,4,All
Jon Marshall,,,,,,,,,,,5,22,32,20,15,14,20,28,23,16,7,5,14,9,14,4,4,All
Terri M Booker,,,,,,,,,,,,8,44,50,48,34,25,17,13,19,24,20,28,12,14,7,8,All
Leon Goodman,,,,,,,,,,,,,2,46,39,23,22,21,21,15,14,18,27,15,13,11,4,All
Kendra Mccrae,,,,,,,,,,,,,,1,55,24,29,21,16,24,17,18,25,11,16,7,3,All
Tiffany Palmer,,,,,,,,,,,,,,,0,25,24,23,14,21,20,9,17,9,9,7,3,All
Laurie Dow,,,,,,,,,,,,,,,,0,24,18,16,10,12,17,12,5,8,19,2,All
Beth Grossman,,,,,,,,,,,,,,,,,1,18,7,21,11,9,12,13,8,12,6,All
Nicola Serianni,,,,,,,,,,,,,,,,,,1,18,20,9,9,6,15,6,6,4,All
