col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,City Commissioners - Democrat,,,,,,,,,,,,,All
,Tiffany Palmer,Anthony Kyriakakis,Kay Yu,Henry Mcgregor Sias,Vicki Markovitz,Leon Goodman,Jennifer Schultz,James C Crumlish,Wendi Barish,Chris Hall,Nicola Serianni,Beth Grossman,Craig Levin,Cateria R Mccabe,Joshua Roberts,Kendra Mccrae,Carmella Jacquinto,Laurie Dow,Janine D Momasso,Terri M Booker,James F Berardinelli,Jon Marshall,Gregory Weyer,Sherman Toppin,Robert Trimble,Kahlil Williams,Jen Devor,Lisa Deeley,Omar Sabir,Marwan Kreidie,Luigi Borda,Annette Thompson,Carla Cain,Moira Bohannon,Dennis Lee,Robin Trent,Warren Bloom,Lewis Harris Jr,All
Tiffany Palmer,5,"1,733","1,310","1,179",988,975,434,565,426,534,268,173,112,240,80,177,137,95,98,69,87,13,52,25,9,"1,594","1,332",265,130,188,138,89,81,76,27,34,6,18,All
Anthony Kyriakakis,,19,"1,255","1,167",996,978,287,590,368,550,171,152,146,144,123,118,115,60,43,39,89,15,52,44,19,"1,516","1,270",253,119,186,115,59,58,65,32,31,21,18,All
Kay Yu,,,8,"1,028",868,851,262,193,212,209,155,85,73,143,48,117,87,47,47,57,64,15,51,16,12,"1,220","1,090",118,83,106,94,44,51,42,18,24,14,14,All
Henry Mcgregor Sias,,,,3,839,842,163,133,178,109,104,36,52,130,62,36,60,18,22,12,34,9,30,34,5,"1,106",963,139,74,66,85,11,18,28,14,8,10,10,All
Vicki Markovitz,,,,,2,885,153,99,205,73,80,149,88,37,55,67,69,62,30,36,30,10,23,9,11,964,868,157,52,50,52,55,43,33,11,19,17,10,All
Leon Goodman,,,,,,3,96,120,144,57,50,96,111,53,85,71,71,40,31,61,33,32,30,34,12,965,812,138,121,54,58,49,25,17,27,17,17,14,All
Jennifer Schultz,,,,,,,12,138,263,117,266,187,144,200,129,143,96,82,93,45,46,86,15,13,21,330,287,217,139,148,70,109,69,43,25,22,12,12,All
James C Crumlish,,,,,,,,4,173,488,96,81,87,35,110,58,49,41,10,36,41,39,12,13,12,404,299,138,73,141,74,37,33,41,21,24,17,10,All
Wendi Barish,,,,,,,,,4,118,224,182,95,122,75,124,92,102,109,46,38,30,22,13,11,354,244,208,77,81,60,92,66,54,13,24,18,12,All
Chris Hall,,,,,,,,,,2,48,58,48,24,39,60,31,43,12,29,53,8,17,9,16,380,292,83,35,107,52,35,27,32,16,21,10,6,All
Nicola Serianni,,,,,,,,,,,5,102,72,137,56,95,78,47,94,25,21,41,16,14,8,193,184,120,58,68,60,60,47,43,16,23,3,7,All
