col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,division
,Mayor - Democrat,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Jim Kenney,Anthony Hardy Williams,Alan Butkovitz,Nicola Serianni,Jennifer Schultz,Anthony Kyriakakis,Tiffany Palmer,James C Crumlish,Joshua Roberts,Wendi Barish,Henry Mcgregor Sias,Kay Yu,Carmella Jacquinto,Craig Levin,Beth Grossman,Cateria R Mccabe,Chris Hall,James F Berardinelli,Janine D Momasso,Kendra Mccrae,Vicki Markovitz,Laurie Dow,Jon Marshall,Leon Goodman,Terri M Booker,Robert Trimble,Sherman Toppin,Gregory Weyer,All
Jim Kenney,505,0,0,"1,135","1,123","1,154","1,187",928,649,767,746,741,588,420,457,614,414,231,296,291,262,240,156,176,158,104,91,54,All
Anthony Hardy Williams,,198,0,209,214,162,132,180,160,83,74,85,142,153,140,68,59,109,79,64,50,52,73,55,62,38,28,18,All
Alan Butkovitz,,,206,219,170,159,80,185,131,106,55,55,97,155,140,53,51,129,63,39,52,28,68,45,23,39,8,15,All
Nicola Serianni,,,,16,649,696,596,530,457,507,468,371,414,230,279,414,80,206,288,130,133,125,102,76,78,48,33,28,All
Jennifer Schultz,,,,,12,396,677,240,195,505,221,422,187,248,327,451,152,106,236,182,171,147,147,94,81,61,41,22,All
Anthony Kyriakakis,,,,,,9,769,807,430,308,622,447,409,173,181,301,421,160,61,96,78,50,32,72,37,46,49,24,All
Tiffany Palmer,,,,,,,1,428,54,546,392,612,151,95,201,461,395,118,204,180,141,128,21,73,85,29,23,29,All
James C Crumlish,,,,,,,,17,565,210,410,138,423,255,206,115,370,138,38,72,66,70,81,104,54,47,26,14,All
Joshua Roberts,,,,,,,,,17,101,342,36,383,257,106,88,35,68,20,51,27,25,140,68,42,29,53,6,All
Wendi Barish,,,,,,,,,,2,187,257,148,121,238,264,107,80,207,151,149,140,52,75,76,41,22,17,All
Henry Mcgregor Sias,,,,,,,,,,,8,279,334,88,68,233,76,51,37,58,39,29,19,38,33,25,35,26,All
Kay Yu,,,,,,,,,,,,18,111,53,109,309,149,79,67,115,80,70,20,46,55,20,25,30,All
Carmella Jacquinto,,,,,,,,,,,,,25,110,148,134,45,99,91,104,81,84,21,58,72,34,34,15,All
Craig Levin,,,,,,,,,,,,,,31,136,32,52,112,45,41,61,35,133,73,51,56,23,12,All
Beth Grossman,,,,,,,,,,,,,,,14,86,83,138,102,141,154,148,48,78,76,44,20,24,All
Cateria R Mccabe,,,,,,,,,,,,,,,,0,35,56,183,78,55,52,21,41,35,24,33,12,All
Chris Hall,,,,,,,,,,,,,,,,,0,94,18,57,45,40,16,34,21,34,16,7,All
James F Berardinelli,,,,,,,,,,,,,,,,,,2,110,52,56,32,24,46,20,45,18,29,All
Janine D Momasso,,,,,,,,,,,,,,,,,,,1,76,65,60,14,29,45,29,19,16,All
Kendra Mccrae,,,,,,,,,,,,,,,,,,,,1,77,75,16,39,46,28,26,7,All
Vicki Markovitz,,,,,,,,,,,,,,,,,,,,,0,82,19,32,33,27,18,14,All
