col_1,col_2,col_3,col_4,col_5,col_6,division
,District Council 4th District - Democrat,,Register Of Wills - Democrat,,,All
,Curtis Jones Jr,Ron Adams,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,All
Curtis Jones Jr,575,0,"1,133","1,229",652,All
Ron Adams,,90,388,158,176,All
Tracey Gordon,,,114,0,0,All
Ronald R Donatucci,,,,164,0,All
Jacque P Whaumbush,,,,,66,All
Total,"3,589",812,"1,635","1,551",894,All
,District Council 4th District - Democrat,,Register Of Wills - Democrat,,,1
,Curtis Jones Jr,Ron Adams,Ronald R Donatucci,Tracey Gordon,Jacque P Whaumbush,1
Curtis Jones Jr,30,0,27,21,13,1
Ron Adams,,2,5,4,2,1
Ronald R Donatucci,,,5,0,0,1
Tracey Gordon,,,,2,0,1
Jacque P Whaumbush,,,,,0,1
Total,91,13,37,27,15,1
,District Council 4th District - Democrat,,Register Of Wills - Democrat,,,2
,Curtis Jones Jr,Ron Adams,Ronald R Donatucci,Tracey Gordon,Jacque P Whaumbush,2
Curtis Jones Jr,15,0,66,45,26,2
Ron Adams,,6,5,14,7,2
Ronald R Donatucci,,,8,0,0,2
Tracey Gordon,,,,4,0,2
Jacque P Whaumbush,,,,,5,2
Total,152,32,79,63,38,2
,District Council 4th District - Democrat,,Register Of Wills - Democrat,,,3
,Curtis Jones Jr,Ron Adams,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,3
Curtis Jones Jr,2,0,12,9,5,3
Ron Adams,,0,1,2,0,3
Tracey Gordon,,,1,0,0,3
Ronald R Donatucci,,,,1,0,3
Jacque P Whaumbush,,,,,0,3
Total,28,3,14,12,5,3
,District Council 4th District - Democrat,,Register Of Wills - Democrat,,,4
,Curtis Jones Jr,Ron Adams,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,4
Curtis Jones Jr,4,0,41,25,8,4
Ron Adams,,0,11,6,6,4
Tracey Gordon,,,5,0,0,4
Ronald R Donatucci,,,,5,0,4
Jacque P Whaumbush,,,,,1,4
Total,78,23,57,36,15,4
,District Council 4th District - Democrat,,Register Of Wills - Democrat,,,5
,Curtis Jones Jr,Ron Adams,Ronald R Donatucci,Jacque P Whaumbush,Tracey Gordon,5
Curtis Jones Jr,17,0,43,47,35,5
Ron Adams,,2,8,7,13,5
Ronald R Donatucci,,,7,0,0,5
Jacque P Whaumbush,,,,2,0,5
Tracey Gordon,,,,,2,5
Total,142,30,58,56,50,5
,District Council 4th District - Democrat,,Register Of Wills - Democrat,,,6
,Curtis Jones Jr,Ron Adams,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,6
Curtis Jones Jr,21,0,50,48,19,6
Ron Adams,,8,13,5,6,6
Tracey Gordon,,,3,0,0,6
Ronald R Donatucci,,,,2,0,6
Jacque P Whaumbush,,,,,2,6
Total,138,32,66,55,27,6
,District Council 4th District - Democrat,,Register Of Wills - Democrat,,,7
,Curtis Jones Jr,Ron Adams,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,7
Curtis Jones Jr,9,0,44,41,32,7
Ron Adams,,4,15,5,9,7
Tracey Gordon,,,7,0,0,7
Ronald R Donatucci,,,,8,0,7
Jacque P Whaumbush,,,,,9,7
Total,126,33,66,54,50,7
,District Council 4th District - Democrat,,Register Of Wills - Democrat,,,8
,Curtis Jones Jr,Ron Adams,Ronald R Donatucci,Tracey Gordon,Jacque P Whaumbush,8
Curtis Jones Jr,16,0,46,30,15,8
Ron Adams,,2,2,8,3,8
Ronald R Donatucci,,,18,0,0,8
Tracey Gordon,,,,1,0,8
Jacque P Whaumbush,,,,,4,8
Total,107,15,66,39,22,8
,District Council 4th District - Democrat,,Register Of Wills - Democrat,,,9
,Curtis Jones Jr,Ron Adams,Ronald R Donatucci,Tracey Gordon,Jacque P Whaumbush,9
Curtis Jones Jr,20,0,54,39,24,9
Ron Adams,,1,5,10,10,9
Ronald R Donatucci,,,7,0,0,9
Tracey Gordon,,,,7,0,9
Jacque P Whaumbush,,,,,5,9
Total,137,26,66,56,39,9
,District Council 4th District - Democrat,,Register Of Wills - Democrat,,,10
,Curtis Jones Jr,Ron Adams,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,10
Curtis Jones Jr,27,0,46,46,19,10
Ron Adams,,1,16,6,7,10
Tracey Gordon,,,5,0,0,10
Ronald R Donatucci,,,,4,0,10
Jacque P Whaumbush,,,,,2,10
Total,138,30,67,56,28,10
,District Council 4th District - Democrat,,Register Of Wills - Democrat,,,11
,Curtis Jones Jr,Ron Adams,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,11
Curtis Jones Jr,11,0,59,37,16,11
Ron Adams,,2,22,12,6,11
Tracey Gordon,,,6,0,0,11
Ronald R Donatucci,,,,3,0,11
Jacque P Whaumbush,,,,,3,11
Total,123,42,87,52,25,11
,District Council 4th District - Democrat,,Register Of Wills - Democrat,,,12
,Curtis Jones Jr,Ron Adams,Ronald R Donatucci,Tracey Gordon,Jacque P Whaumbush,12
Curtis Jones Jr,17,0,54,36,21,12
Ron Adams,,2,9,17,16,12
Ronald R Donatucci,,,6,0,0,12
Tracey Gordon,,,,4,0,12
Jacque P Whaumbush,,,,,3,12
Total,128,44,69,57,40,12
,District Council 4th District - Democrat,,Register Of Wills - Democrat,,,13
,Curtis Jones Jr,Ron Adams,Ronald R Donatucci,Tracey Gordon,Jacque P Whaumbush,13
Curtis Jones Jr,22,0,66,51,41,13
Ron Adams,,1,5,17,7,13
Ronald R Donatucci,,,1,0,0,13
Tracey Gordon,,,,4,0,13
Jacque P Whaumbush,,,,,1,13
Total,180,30,72,72,49,13
,District Council 4th District - Democrat,,Register Of Wills - Democrat,,,14
,Curtis Jones Jr,Ron Adams,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,14
Curtis Jones Jr,11,0,42,42,34,14
Ron Adams,,2,22,12,7,14
Tracey Gordon,,,2,0,0,14
Ronald R Donatucci,,,,6,0,14
Jacque P Whaumbush,,,,,1,14
Total,129,43,66,60,42,14
,District Council 4th District - Democrat,,Register Of Wills - Democrat,,,15
,Curtis Jones Jr,Ron Adams,Ronald R Donatucci,Tracey Gordon,Jacque P Whaumbush,15
Curtis Jones Jr,27,0,47,31,32,15
Ron Adams,,4,7,18,7,15
Ronald R Donatucci,,,6,0,0,15
Tracey Gordon,,,,8,0,15
Jacque P Whaumbush,,,,,1,15
Total,137,36,60,57,40,15
,District Council 4th District - Democrat,,Register Of Wills - Democrat,,,16
,Curtis Jones Jr,Ron Adams,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,16
Curtis Jones Jr,20,0,45,43,22,16
Ron Adams,,4,15,7,7,16
Tracey Gordon,,,5,0,0,16
Ronald R Donatucci,,,,9,0,16
Jacque P Whaumbush,,,,,0,16
Total,130,33,65,59,29,16
,District Council 4th District - Democrat,,Register Of Wills - Democrat,,,17
,Curtis Jones Jr,Ron Adams,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,17
Curtis Jones Jr,25,0,60,45,19,17
Ron Adams,,4,9,5,0,17
Tracey Gordon,,,4,0,0,17
Ronald R Donatucci,,,,4,0,17
Jacque P Whaumbush,,,,,2,17
Total,149,18,73,54,21,17
,District Council 4th District - Democrat,,Register Of Wills - Democrat,,,18
,Curtis Jones Jr,Ron Adams,Ronald R Donatucci,Tracey Gordon,Jacque P Whaumbush,18
Curtis Jones Jr,30,0,64,46,17,18
Ron Adams,,5,2,13,6,18
Ronald R Donatucci,,,8,0,0,18
Tracey Gordon,,,,5,0,18
Jacque P Whaumbush,,,,,4,18
Total,157,26,74,64,27,18
,District Council 4th District - Democrat,,Register Of Wills - Democrat,,,19
,Curtis Jones Jr,Ron Adams,Ronald R Donatucci,Tracey Gordon,Jacque P Whaumbush,19
Curtis Jones Jr,22,0,44,31,33,19
Ron Adams,,1,5,15,9,19
Ronald R Donatucci,,,5,0,0,19
Tracey Gordon,,,,6,0,19
Jacque P Whaumbush,,,,,2,19
Total,130,30,54,52,44,19
,District Council 4th District - Democrat,,Register Of Wills - Democrat,,,20
,Curtis Jones Jr,Ron Adams,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,20
Curtis Jones Jr,27,0,42,50,30,20
Ron Adams,,6,22,7,11,20
Tracey Gordon,,,3,0,0,20
Ronald R Donatucci,,,,1,0,20
Jacque P Whaumbush,,,,,1,20
Total,149,46,67,58,42,20
,District Council 4th District - Democrat,,Register Of Wills - Democrat,,,21
,Curtis Jones Jr,Ron Adams,Tracey Gordon,Jacque P Whaumbush,Ronald R Donatucci,21
Curtis Jones Jr,22,0,44,14,12,21
Ron Adams,,2,18,4,0,21
Tracey Gordon,,,6,0,0,21
Jacque P Whaumbush,,,,8,0,21
Ronald R Donatucci,,,,,3,21
Total,92,24,68,26,15,21
,District Council 4th District - Democrat,,Register Of Wills - Democrat,,,22
,Curtis Jones Jr,Ron Adams,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,22
Curtis Jones Jr,31,0,42,38,18,22
Ron Adams,,8,13,2,8,22
Tracey Gordon,,,4,0,0,22
Ronald R Donatucci,,,,4,0,22
Jacque P Whaumbush,,,,,1,22
Total,129,31,59,44,27,22
,District Council 4th District - Democrat,,Register Of Wills - Democrat,,,23
,Curtis Jones Jr,Ron Adams,Ronald R Donatucci,Tracey Gordon,Jacque P Whaumbush,23
Curtis Jones Jr,29,0,51,35,23,23
Ron Adams,,5,2,15,5,23
Ronald R Donatucci,,,2,0,0,23
Tracey Gordon,,,,4,0,23
Jacque P Whaumbush,,,,,1,23
Total,138,27,55,54,29,23
,District Council 4th District - Democrat,,Register Of Wills - Democrat,,,24
,Curtis Jones Jr,Ron Adams,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,24
Curtis Jones Jr,25,0,43,42,21,24
Ron Adams,,5,13,4,2,24
Tracey Gordon,,,2,0,0,24
Ronald R Donatucci,,,,9,0,24
Jacque P Whaumbush,,,,,1,24
Total,131,24,58,55,24,24
,District Council 4th District - Democrat,,Register Of Wills - Democrat,,,25
,Curtis Jones Jr,Ron Adams,Ronald R Donatucci,Tracey Gordon,Jacque P Whaumbush,25
Curtis Jones Jr,41,0,69,46,32,25
Ron Adams,,4,8,12,3,25
Ronald R Donatucci,,,12,0,0,25
Tracey Gordon,,,,3,0,25
Jacque P Whaumbush,,,,,4,25
Total,188,27,89,61,39,25
,District Council 4th District - Democrat,,Register Of Wills - Democrat,,,26
,Curtis Jones Jr,Ron Adams,Ronald R Donatucci,Tracey Gordon,Jacque P Whaumbush,26
Curtis Jones Jr,23,0,51,42,23,26
Ron Adams,,4,11,15,11,26
Ronald R Donatucci,,,10,0,0,26
Tracey Gordon,,,,6,0,26
Jacque P Whaumbush,,,,,1,26
Total,139,41,72,63,35,26
,District Council 4th District - Democrat,,Register Of Wills - Democrat,,,27
,Curtis Jones Jr,Ron Adams,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,27
Curtis Jones Jr,23,0,58,57,40,27
Ron Adams,,4,12,7,9,27
Tracey Gordon,,,3,0,0,27
Ronald R Donatucci,,,,5,0,27
Jacque P Whaumbush,,,,,1,27
Total,178,32,73,69,50,27
,District Council 4th District - Democrat,,Register Of Wills - Democrat,,,28
,Curtis Jones Jr,Ron Adams,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,28
Curtis Jones Jr,8,0,17,12,8,28
Ron Adams,,1,15,4,1,28
Tracey Gordon,,,2,0,0,28
Ronald R Donatucci,,,,5,0,28
Jacque P Whaumbush,,,,,1,28
Total,45,21,34,21,10,28
