col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,All
,Helen Gym,Isaiah Thomas,Allan Domb,Derek S Green,Erika Almirón,Katherine Gilmore Richardson,Adrián Rivera-reyes,Justin Diberardinis,Deja Lynn Alvarez,Willie Floyd Singletary,Sandra Dungee Glenn,Eryn Santamoor,Ethelind Baylor,Asa Khalif,Fareed Abdullah,Ogbonna Paul Hagins,Latrice Y Bryant,Beth Finn,Billy Thompson,Edwin Santana,Fernando Treviño,Devon Cade,Joseph A Diorio,Hena Veit,Wayne Allen,Wayne Edmund Dorsey,Vinny Black,Bobbie Curry,Mark Ross,Sherrie Cohen,Rochelle Bilal,Jewell Williams,Malika Rahman,Larry King Sr,All
Helen Gym,78,887,637,629,540,489,361,402,238,138,174,177,226,115,89,119,63,81,64,42,63,31,27,39,30,21,20,16,10,0,622,573,378,38,All
Isaiah Thomas,,13,569,604,320,410,129,279,81,64,168,70,192,104,108,33,54,32,48,47,20,31,22,17,20,18,13,7,16,0,349,539,196,28,All
Allan Domb,,,26,506,65,381,73,75,37,57,126,105,23,69,86,23,27,28,43,41,22,34,31,14,19,19,18,11,9,0,169,518,122,30,All
Derek S Green,,,,13,118,417,71,120,47,45,103,73,49,63,66,10,43,18,32,38,11,14,7,4,14,12,10,8,6,0,209,442,108,21,All
Erika Almirón,,,,,6,78,160,288,114,20,87,89,182,54,16,15,33,46,27,7,34,6,3,11,8,6,6,6,4,1,319,79,174,17,All
Katherine Gilmore Richardson,,,,,,4,64,54,30,32,86,72,31,26,44,20,33,36,38,21,26,10,7,9,7,10,9,8,12,0,114,354,117,13,All
Adrián Rivera-reyes,,,,,,,9,99,201,129,37,74,35,48,24,99,30,39,19,13,37,10,10,20,16,13,7,7,3,0,274,81,176,17,All
Justin Diberardinis,,,,,,,,1,57,5,35,71,154,28,12,5,11,15,11,16,17,9,12,1,6,2,2,4,4,0,226,76,102,15,All
Deja Lynn Alvarez,,,,,,,,,10,114,21,40,28,28,22,93,33,21,13,9,26,3,11,19,8,6,7,4,8,0,190,52,142,12,All
Willie Floyd Singletary,,,,,,,,,,11,12,24,8,15,26,76,20,12,30,9,12,7,11,7,7,12,9,8,3,0,140,60,117,13,All
Sandra Dungee Glenn,,,,,,,,,,,1,43,27,44,36,10,28,23,27,18,20,15,13,13,7,19,11,9,4,0,101,133,62,11,All
Eryn Santamoor,,,,,,,,,,,,0,12,23,19,23,20,20,16,12,28,7,10,15,6,3,6,10,4,0,103,64,92,18,All
Ethelind Baylor,,,,,,,,,,,,,3,9,11,4,6,4,4,7,7,5,3,5,1,5,4,2,0,0,128,53,54,5,All
Asa Khalif,,,,,,,,,,,,,,0,51,12,26,14,14,10,12,10,5,3,7,11,9,5,3,0,79,73,58,6,All
