col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,District Council 2nd District - Republican,Council At Large - Republican,,,,,,,All
,Michael Bradley,Bill Heeney,Matt Wolfe,Dan Tinney,Al Taubenberger,David Oh,Drew Murray,Irina M Goldstein,All
Michael Bradley,6,405,465,387,363,206,129,98,All
Bill Heeney,,7,369,432,403,162,170,143,All
Matt Wolfe,,,27,346,314,189,110,75,All
Dan Tinney,,,,10,425,135,135,153,All
Al Taubenberger,,,,,13,123,118,142,All
David Oh,,,,,,6,108,63,All
Drew Murray,,,,,,,2,101,All
Irina M Goldstein,,,,,,,,2,All
Total,602,538,538,527,496,252,209,192,All
,District Council 2nd District - Republican,Council At Large - Republican,,,,,,,1
,Michael Bradley,Matt Wolfe,Al Taubenberger,Dan Tinney,Bill Heeney,David Oh,Drew Murray,Irina M Goldstein,1
Michael Bradley,0,19,20,19,19,6,6,4,1
Matt Wolfe,,4,15,16,14,5,3,2,1
Al Taubenberger,,,0,19,17,6,6,6,1
Dan Tinney,,,,1,16,4,5,5,1
Bill Heeney,,,,,0,2,4,4,1
David Oh,,,,,,0,4,3,1
Drew Murray,,,,,,,0,3,1
Irina M Goldstein,,,,,,,,0,1
Total,26,24,22,22,20,8,7,7,1
,District Council 2nd District - Republican,Council At Large - Republican,,,,,,,2
,Michael Bradley,Matt Wolfe,Bill Heeney,Dan Tinney,Al Taubenberger,David Oh,Drew Murray,Irina M Goldstein,2
Michael Bradley,0,35,32,26,25,17,15,10,2
Matt Wolfe,,2,31,24,20,18,15,9,2
Bill Heeney,,,0,23,20,16,13,7,2
Dan Tinney,,,,1,20,8,5,8,2
Al Taubenberger,,,,,0,5,0,4,2
David Oh,,,,,,0,14,6,2
Drew Murray,,,,,,,0,6,2
Irina M Goldstein,,,,,,,,0,2
Total,45,41,34,29,26,21,16,12,2
,Council At Large - Republican,,,,,,,District Council 2nd District - Republican,3
,Matt Wolfe,Al Taubenberger,Dan Tinney,Bill Heeney,David Oh,Irina M Goldstein,Drew Murray,Michael Bradley,3
Matt Wolfe,4,32,31,27,17,10,8,42,3
Al Taubenberger,,1,35,29,13,11,9,27,3
Dan Tinney,,,0,30,14,11,10,28,3
Bill Heeney,,,,0,11,8,8,25,3
David Oh,,,,,0,8,5,14,3
Irina M Goldstein,,,,,,0,6,10,3
Drew Murray,,,,,,,0,7,3
Michael Bradley,,,,,,,,0,3
Total,52,39,39,33,19,15,12,45,3
,Council At Large - Republican,,,,,,,District Council 2nd District - Republican,4
,Bill Heeney,Dan Tinney,Matt Wolfe,Al Taubenberger,Drew Murray,Irina M Goldstein,David Oh,Michael Bradley,4
Bill Heeney,1,31,27,28,10,9,7,24,4
Dan Tinney,,1,25,27,9,10,5,22,4
Matt Wolfe,,,1,21,7,6,7,25,4
Al Taubenberger,,,,0,6,7,4,19,4
Drew Murray,,,,,0,9,2,4,4
Irina M Goldstein,,,,,,0,0,3,4
David Oh,,,,,,,0,7,4
Michael Bradley,,,,,,,,0,4
Total,38,35,32,28,12,11,10,30,4
,Council At Large - Republican,,,,,,,District Council 2nd District - Republican,5
,Matt Wolfe,Bill Heeney,Dan Tinney,Al Taubenberger,David Oh,Irina M Goldstein,Drew Murray,Michael Bradley,5
Matt Wolfe,1,27,25,23,9,2,3,27,5
Bill Heeney,,1,28,26,8,5,4,22,5
Dan Tinney,,,2,25,6,4,2,20,5
