col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,division
,Register Of Wills - Democrat,,,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,Helen Gym,Isaiah Thomas,Allan Domb,Derek S Green,Adrián Rivera-reyes,Katherine Gilmore Richardson,Deja Lynn Alvarez,Willie Floyd Singletary,Ogbonna Paul Hagins,Erika Almirón,Sandra Dungee Glenn,Fernando Treviño,Eryn Santamoor,Fareed Abdullah,Beth Finn,Billy Thompson,Latrice Y Bryant,Asa Khalif,Justin Diberardinis,Edwin Santana,Hena Veit,Joseph A Diorio,Wayne Allen,Ethelind Baylor,Vinny Black,Mark Ross,Bobbie Curry,Devon Cade,Wayne Edmund Dorsey,Sherrie Cohen,All
Tracey Gordon,25,0,0,304,179,125,135,283,87,172,136,114,74,75,60,51,45,50,51,47,53,27,29,33,28,32,19,26,15,20,18,11,0,All
Ronald R Donatucci,,33,0,164,306,302,280,95,227,69,53,38,25,31,30,28,23,16,14,16,14,37,20,18,17,13,14,7,10,9,11,7,0,All
Jacque P Whaumbush,,,20,106,60,52,37,71,31,75,54,37,15,28,22,25,22,14,19,21,11,12,12,16,18,15,17,8,13,6,8,7,0,All
Helen Gym,,,,21,190,183,182,199,118,144,122,131,71,61,33,47,30,34,30,30,34,46,11,32,13,13,29,8,12,12,16,7,0,All
Isaiah Thomas,,,,,34,353,375,68,270,54,39,16,56,63,25,24,58,20,34,37,45,41,16,21,26,25,25,12,12,5,25,7,0,All
Allan Domb,,,,,,22,356,61,247,42,31,21,21,46,22,37,45,21,18,20,34,31,20,12,28,17,10,12,13,7,21,13,0,All
Derek S Green,,,,,,,6,43,256,32,27,12,42,52,19,21,41,15,24,20,35,47,15,10,11,15,16,5,5,7,4,8,0,All
Adrián Rivera-reyes,,,,,,,,22,37,171,131,115,52,30,74,34,16,26,16,12,13,8,36,17,12,10,9,6,7,9,5,5,0,All
Katherine Gilmore Richardson,,,,,,,,,3,23,23,8,24,34,10,31,20,23,16,18,13,23,6,19,10,8,8,6,6,8,7,11,0,All
Deja Lynn Alvarez,,,,,,,,,,11,123,108,22,13,48,22,9,17,11,18,5,8,25,16,14,9,4,6,8,6,5,2,0,All
Willie Floyd Singletary,,,,,,,,,,,3,100,5,6,14,14,13,8,20,10,5,0,5,6,10,9,4,6,7,4,2,6,0,All
Ogbonna Paul Hagins,,,,,,,,,,,,5,7,8,16,12,2,7,11,4,5,2,4,4,5,1,3,4,2,2,2,2,0,All
Erika Almirón,,,,,,,,,,,,,2,28,30,11,7,14,6,9,14,15,16,9,2,3,15,5,4,2,2,0,0,All
Sandra Dungee Glenn,,,,,,,,,,,,,,2,16,11,7,12,11,18,16,9,14,13,18,7,6,4,5,3,3,4,0,All
Fernando Treviño,,,,,,,,,,,,,,,1,15,4,12,14,6,6,7,36,10,15,4,6,2,3,3,1,1,0,All
Eryn Santamoor,,,,,,,,,,,,,,,,0,5,19,9,12,5,14,6,13,7,6,3,7,11,11,5,4,0,All
Fareed Abdullah,,,,,,,,,,,,,,,,,2,7,9,12,26,3,5,2,6,5,6,4,3,5,6,2,0,All
Beth Finn,,,,,,,,,,,,,,,,,,2,9,10,7,2,8,16,4,10,6,3,1,10,4,3,1,All
Billy Thompson,,,,,,,,,,,,,,,,,,,1,13,9,3,2,4,8,6,4,5,6,4,8,3,0,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,2,6,5,3,7,7,11,4,10,10,9,7,1,0,All
Asa Khalif,,,,,,,,,,,,,,,,,,,,,5,6,4,6,2,2,2,7,1,4,2,2,0,All
Justin Diberardinis,,,,,,,,,,,,,,,,,,,,,,0,11,1,7,1,8,3,5,5,2,0,0,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,3,2,10,5,4,0,2,3,2,0,0,All
Hena Veit,,,,,,,,,,,,,,,,,,,,,,,,3,4,7,2,7,1,3,0,3,0,All
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,,,,,2,7,4,6,6,3,7,1,1,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,8,2,7,6,3,0,All
Ethelind Baylor,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,1,2,0,0,All
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,1,3,2,0,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,1,5,0,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,3,1,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,723,555,296,650,645,564,522,498,379,346,258,206,147,146,131,114,99,93,91,91,89,89,81,77,73,64,57,48,40,38,38,30,1,All
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Register Of Wills - Democrat,,,1
,Adrián Rivera-reyes,Isaiah Thomas,Helen Gym,Derek S Green,Allan Domb,Deja Lynn Alvarez,Katherine Gilmore Richardson,Erika Almirón,Willie Floyd Singletary,Fernando Treviño,Ogbonna Paul Hagins,Sandra Dungee Glenn,Billy Thompson,Beth Finn,Edwin Santana,Hena Veit,Latrice Y Bryant,Asa Khalif,Eryn Santamoor,Fareed Abdullah,Wayne Allen,Bobbie Curry,Devon Cade,Ethelind Baylor,Joseph A Diorio,Justin Diberardinis,Mark Ross,Sherrie Cohen,Vinny Black,Wayne Edmund Dorsey,Ronald R Donatucci,Tracey Gordon,Jacque P Whaumbush,1
Adrián Rivera-reyes,3,5,8,4,3,12,0,3,4,3,4,2,1,1,2,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,7,15,4,1
Isaiah Thomas,,1,6,16,12,4,9,5,1,2,0,3,2,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,12,6,1,1
Helen Gym,,,1,5,6,7,3,5,4,0,3,2,0,1,0,1,2,0,1,1,0,0,0,1,0,1,0,0,0,0,5,10,4,1
Derek S Green,,,,0,14,4,10,2,1,4,1,2,2,0,1,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,13,4,1,1
Allan Domb,,,,,0,1,9,0,0,2,1,1,2,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,13,3,1,1
Deja Lynn Alvarez,,,,,,0,1,2,4,2,3,2,0,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,9,3,1
Katherine Gilmore Richardson,,,,,,,0,1,1,2,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,9,0,1,1
Erika Almirón,,,,,,,,0,1,2,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1
Willie Floyd Singletary,,,,,,,,,0,1,3,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1
Fernando Treviño,,,,,,,,,,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1
Ogbonna Paul Hagins,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1
Sandra Dungee Glenn,,,,,,,,,,,,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1
