col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,col_53,col_54,col_55,col_56,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Helen Gym,Isaiah Thomas,Allan Domb,Derek S Green,Katherine Gilmore Richardson,Willie Floyd Singletary,Adrián Rivera-reyes,Deja Lynn Alvarez,Fareed Abdullah,Billy Thompson,Ogbonna Paul Hagins,Sandra Dungee Glenn,Latrice Y Bryant,Eryn Santamoor,Asa Khalif,Beth Finn,Erika Almirón,Joseph A Diorio,Hena Veit,Fernando Treviño,Wayne Allen,Justin Diberardinis,Mark Ross,Ethelind Baylor,Vinny Black,Bobbie Curry,Wayne Edmund Dorsey,Edwin Santana,Devon Cade,Sherrie Cohen,Joshua Roberts,Jennifer Schultz,Sherman Toppin,Carmella Jacquinto,Cateria R Mccabe,Anthony Kyriakakis,Craig Levin,Jon Marshall,Henry Mcgregor Sias,Leon Goodman,Terri M Booker,Tiffany Palmer,Kendra Mccrae,Wendi Barish,James C Crumlish,Nicola Serianni,Beth Grossman,Laurie Dow,Janine D Momasso,Chris Hall,Vicki Markovitz,Robert Trimble,Kay Yu,Gregory Weyer,James F Berardinelli,All
Helen Gym,27,332,310,307,244,112,106,85,42,53,77,50,28,36,35,20,40,17,21,18,12,25,14,19,10,11,9,10,9,0,379,212,236,204,213,199,131,126,180,103,85,92,71,75,64,80,61,44,40,33,26,27,30,14,17,All
Isaiah Thomas,,12,334,354,272,44,27,41,91,57,5,60,41,18,45,19,31,6,10,9,14,23,29,24,7,3,10,7,9,0,276,122,248,253,215,218,55,60,182,109,114,96,78,67,58,45,63,45,45,41,21,24,29,11,13,All
Allan Domb,,,23,323,250,37,21,22,43,41,6,53,11,34,30,9,18,9,11,8,13,11,9,7,6,5,6,9,8,0,273,92,240,203,196,186,49,40,173,80,84,71,63,51,41,37,55,33,19,25,22,23,23,9,8,All
Derek S Green,,,,4,264,25,14,26,40,48,4,62,25,23,34,9,24,5,4,4,9,22,4,13,9,5,7,6,4,0,258,81,233,213,197,186,44,38,173,92,86,76,63,54,50,34,59,34,27,35,21,17,18,10,11,All
Katherine Gilmore Richardson,,,,,1,15,15,18,18,20,4,43,17,17,13,10,14,6,4,2,10,9,2,4,8,7,4,4,5,0,224,54,216,181,185,170,32,28,162,52,66,44,45,26,32,26,27,17,18,18,16,7,16,7,5,All
Willie Floyd Singletary,,,,,,2,97,97,20,27,76,11,7,16,7,11,2,11,10,16,5,3,3,2,6,4,3,0,1,0,136,124,35,13,17,11,102,110,8,42,33,26,27,29,47,38,20,10,9,17,5,14,7,10,3,All
Adrián Rivera-reyes,,,,,,,7,86,12,14,78,5,14,7,7,11,9,14,9,13,3,1,3,2,7,5,3,4,4,0,108,137,24,17,16,8,85,88,11,28,17,27,24,23,32,37,13,8,7,13,10,13,9,8,5,All
Deja Lynn Alvarez,,,,,,,,4,14,19,76,6,11,13,9,7,4,11,12,15,4,4,2,2,5,4,3,4,6,0,118,125,22,24,18,12,84,84,11,29,26,24,18,30,36,40,17,17,11,15,12,10,13,5,9,All
