col_1,col_2,col_3,col_4,col_5,col_6,division
,Mayor - Democrat,,,District Council 1st District - Democrat,,All
,Jim Kenney,Anthony Hardy Williams,Alan Butkovitz,Mark F Squilla,Lou Lanni,All
Jim Kenney,428,0,0,"2,968",476,All
Anthony Hardy Williams,,46,0,235,111,All
Alan Butkovitz,,,24,194,74,All
Mark F Squilla,,,,89,0,All
Lou Lanni,,,,,6,All
Total,"3,872",392,292,"3,486",667,All
,District Council 1st District - Democrat,,Mayor - Democrat,,,1
,Mark F Squilla,Lou Lanni,Jim Kenney,Alan Butkovitz,Anthony Hardy Williams,1
Mark F Squilla,3,0,169,23,20,1
Lou Lanni,,1,20,11,8,1
Jim Kenney,,,14,0,0,1
Alan Butkovitz,,,,3,0,1
Anthony Hardy Williams,,,,,3,1
Total,215,40,203,37,31,1
,District Council 1st District - Democrat,,Mayor - Democrat,,,2
,Mark F Squilla,Lou Lanni,Jim Kenney,Anthony Hardy Williams,Alan Butkovitz,2
Mark F Squilla,4,0,63,9,10,2
Lou Lanni,,0,8,9,1,2
Jim Kenney,,,10,0,0,2
Anthony Hardy Williams,,,,0,0,2
Alan Butkovitz,,,,,0,2
Total,86,18,81,18,11,2
,Mayor - Democrat,,,District Council 1st District - Democrat,,3
,Jim Kenney,Alan Butkovitz,Anthony Hardy Williams,Mark F Squilla,Lou Lanni,3
Jim Kenney,13,0,0,90,11,3
Alan Butkovitz,,1,0,8,2,3
Anthony Hardy Williams,,,0,8,2,3
Mark F Squilla,,,,2,0,3
Lou Lanni,,,,,0,3
Total,114,11,10,108,15,3
,Mayor - Democrat,,,District Council 1st District - Democrat,,4
,Jim Kenney,Anthony Hardy Williams,Alan Butkovitz,Mark F Squilla,Lou Lanni,4
Jim Kenney,12,0,0,133,26,4
Anthony Hardy Williams,,0,0,9,5,4
Alan Butkovitz,,,3,7,3,4
Mark F Squilla,,,,3,0,4
Lou Lanni,,,,,0,4
Total,171,14,13,152,34,4
,Mayor - Democrat,,,District Council 1st District - Democrat,,5
,Jim Kenney,Anthony Hardy Williams,Alan Butkovitz,Mark F Squilla,Lou Lanni,5
Jim Kenney,16,0,0,95,31,5
Anthony Hardy Williams,,1,0,15,2,5
Alan Butkovitz,,,1,10,4,5
Mark F Squilla,,,,8,0,5
Lou Lanni,,,,,0,5
Total,142,18,15,128,37,5
,Mayor - Democrat,,,District Council 1st District - Democrat,,6
,Jim Kenney,Alan Butkovitz,Anthony Hardy Williams,Mark F Squilla,Lou Lanni,6
Jim Kenney,19,0,0,123,25,6
Alan Butkovitz,,0,0,12,4,6
Anthony Hardy Williams,,,3,4,5,6
Mark F Squilla,,,,5,0,6
Lou Lanni,,,,,0,6
Total,167,16,12,144,34,6
,Mayor - Democrat,,,District Council 1st District - Democrat,,7
,Jim Kenney,Anthony Hardy Williams,Alan Butkovitz,Mark F Squilla,Lou Lanni,7
Jim Kenney,22,0,0,138,22,7
Anthony Hardy Williams,,4,0,11,9,7
Alan Butkovitz,,,2,10,5,7
Mark F Squilla,,,,2,0,7
Lou Lanni,,,,,1,7
Total,182,24,17,161,37,7
,Mayor - Democrat,,,District Council 1st District - Democrat,,8
,Jim Kenney,Anthony Hardy Williams,Alan Butkovitz,Mark F Squilla,Lou Lanni,8
Jim Kenney,12,0,0,77,34,8
Anthony Hardy Williams,,5,0,12,5,8
Alan Butkovitz,,,2,3,1,8
Mark F Squilla,,,,1,0,8
