col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Helen Gym,Isaiah Thomas,Derek S Green,Allan Domb,Katherine Gilmore Richardson,Adrián Rivera-reyes,Deja Lynn Alvarez,Eryn Santamoor,Justin Diberardinis,Erika Almirón,Willie Floyd Singletary,Ogbonna Paul Hagins,Sandra Dungee Glenn,Ethelind Baylor,Beth Finn,Asa Khalif,Fareed Abdullah,Latrice Y Bryant,Fernando Treviño,Billy Thompson,Hena Veit,Wayne Allen,Joseph A Diorio,Edwin Santana,Mark Ross,Bobbie Curry,Vinny Black,Wayne Edmund Dorsey,Devon Cade,Sherrie Cohen,All
Helen Gym,75,219,236,181,220,241,200,196,228,214,75,100,71,93,58,40,30,43,42,40,26,17,12,9,9,12,11,5,3,0,All
Isaiah Thomas,,26,317,272,279,59,37,44,105,91,15,16,47,61,14,38,33,26,15,17,6,15,7,15,6,6,5,7,4,2,All
Derek S Green,,,19,304,311,54,54,88,55,41,12,18,47,20,20,26,26,19,9,25,3,17,5,5,8,7,8,8,3,0,All
Allan Domb,,,,40,256,52,32,77,49,26,22,10,41,4,20,20,21,19,20,10,8,12,11,10,10,9,7,5,2,1,All
Katherine Gilmore Richardson,,,,,10,48,49,103,57,47,12,14,68,6,18,25,18,26,15,31,7,11,4,5,6,5,3,3,2,1,All
Adrián Rivera-reyes,,,,,,43,156,66,76,90,83,76,9,29,35,22,16,15,33,8,8,7,8,11,4,4,9,4,1,1,All
Deja Lynn Alvarez,,,,,,,24,51,42,72,81,72,17,23,39,20,12,21,22,10,14,8,10,1,2,5,3,2,4,0,All
Eryn Santamoor,,,,,,,,2,88,56,7,16,30,4,26,15,7,23,43,33,22,1,8,2,5,7,4,0,1,0,All
Justin Diberardinis,,,,,,,,,3,116,3,10,11,57,16,14,6,5,8,5,3,2,6,1,5,1,1,0,0,0,All
Erika Almirón,,,,,,,,,,2,3,8,23,70,26,19,10,10,16,11,7,6,2,5,0,1,1,1,1,0,All
Willie Floyd Singletary,,,,,,,,,,,30,59,4,3,4,4,9,9,5,5,5,3,7,2,1,4,2,5,1,0,All
Ogbonna Paul Hagins,,,,,,,,,,,,8,10,8,6,9,6,5,5,1,4,2,2,3,1,1,4,2,0,0,All
Sandra Dungee Glenn,,,,,,,,,,,,,0,6,18,14,18,18,6,9,9,3,3,5,1,2,1,1,0,1,All
