col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,division
,Mayor - Democrat,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Jim Kenney,Alan Butkovitz,Anthony Hardy Williams,Joshua Roberts,Wendi Barish,Jennifer Schultz,Beth Grossman,James C Crumlish,Craig Levin,Nicola Serianni,Anthony Kyriakakis,Carmella Jacquinto,Tiffany Palmer,Vicki Markovitz,Leon Goodman,James F Berardinelli,Jon Marshall,Chris Hall,Cateria R Mccabe,Laurie Dow,Kay Yu,Kendra Mccrae,Terri M Booker,Janine D Momasso,Robert Trimble,Henry Mcgregor Sias,Sherman Toppin,Gregory Weyer,All
Jim Kenney,228,0,0,600,558,532,362,534,381,418,438,329,296,211,224,154,186,186,145,138,144,118,114,82,58,73,55,26,All
Alan Butkovitz,,154,0,253,227,216,310,195,270,145,148,83,96,167,106,125,84,71,64,57,42,41,34,43,36,23,22,20,All
Anthony Hardy Williams,,,88,124,101,138,134,72,110,93,59,63,75,65,54,53,61,39,41,49,42,63,53,23,28,14,16,11,All
Joshua Roberts,,,,8,446,251,214,415,334,337,309,270,69,129,153,76,187,54,72,59,35,43,60,22,40,41,39,14,All
Wendi Barish,,,,,1,287,321,431,228,382,324,265,172,192,159,77,71,81,77,99,65,80,82,57,28,19,29,10,All
Jennifer Schultz,,,,,,6,283,136,304,245,78,109,149,186,108,70,199,63,104,114,90,88,70,67,35,33,26,7,All
Beth Grossman,,,,,,,6,183,270,178,169,112,165,293,176,153,57,86,78,137,84,102,61,55,38,23,17,16,All
James C Crumlish,,,,,,,,2,174,334,439,250,201,72,124,112,69,199,54,36,48,40,45,21,52,20,18,21,All
Craig Levin,,,,,,,,,7,170,107,52,66,185,175,63,180,46,39,70,36,36,35,22,35,12,18,11,All
Nicola Serianni,,,,,,,,,,1,252,212,106,104,72,82,78,29,76,71,60,60,31,55,19,23,26,9,All
Anthony Kyriakakis,,,,,,,,,,,2,232,225,68,71,92,27,184,49,31,73,28,23,19,21,50,31,18,All
Carmella Jacquinto,,,,,,,,,,,,3,72,76,61,42,17,27,57,61,51,59,65,41,24,34,23,6,All
Tiffany Palmer,,,,,,,,,,,,,1,82,55,63,30,186,74,65,101,60,55,34,18,39,15,7,All
Vicki Markovitz,,,,,,,,,,,,,,0,91,78,23,30,56,86,55,64,34,42,21,21,23,11,All
Leon Goodman,,,,,,,,,,,,,,,0,63,56,41,33,37,29,35,66,18,31,19,22,9,All
James F Berardinelli,,,,,,,,,,,,,,,,1,30,56,47,36,31,38,27,35,30,21,10,25,All
Jon Marshall,,,,,,,,,,,,,,,,,2,23,22,18,14,17,22,11,19,8,10,7,All
Chris Hall,,,,,,,,,,,,,,,,,,0,25,25,44,40,30,10,29,16,10,16,All
Cateria R Mccabe,,,,,,,,,,,,,,,,,,,2,40,36,57,29,41,26,31,30,10,All
