col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,All
,Helen Gym,Isaiah Thomas,Allan Domb,Derek S Green,Katherine Gilmore Richardson,Adrián Rivera-reyes,Willie Floyd Singletary,Deja Lynn Alvarez,Sandra Dungee Glenn,Erika Almirón,Ogbonna Paul Hagins,Ethelind Baylor,Fareed Abdullah,Eryn Santamoor,Asa Khalif,Justin Diberardinis,Billy Thompson,Latrice Y Bryant,Fernando Treviño,Beth Finn,Joseph A Diorio,Wayne Edmund Dorsey,Wayne Allen,Hena Veit,Edwin Santana,Bobbie Curry,Mark Ross,Devon Cade,Vinny Black,Sherrie Cohen,Rochelle Bilal,Malika Rahman,Jewell Williams,Larry King Sr,All
Helen Gym,132,"1,423","1,350","1,246","1,050",417,328,283,228,348,283,296,106,166,112,158,103,98,78,79,50,46,44,63,39,37,19,33,25,0,"1,502",520,382,63,All
Isaiah Thomas,,28,"1,207","1,209",981,87,102,76,204,283,41,290,117,64,101,106,73,96,28,32,25,42,38,25,24,18,24,30,24,0,805,275,345,45,All
Allan Domb,,,66,"1,200","1,018",104,104,74,198,65,32,51,100,137,77,105,64,56,42,44,44,41,34,23,25,27,26,24,32,0,841,229,365,54,All
Derek S Green,,,,15,"1,000",61,84,53,173,79,24,95,105,87,87,113,74,74,22,28,11,41,40,7,13,16,15,12,17,0,763,193,331,37,All
Katherine Gilmore Richardson,,,,,12,47,43,47,121,67,26,45,42,72,48,56,48,42,23,40,24,23,21,27,9,11,14,12,13,0,677,149,184,28,All
Adrián Rivera-reyes,,,,,,19,296,253,41,34,246,11,28,43,37,24,35,41,44,41,18,12,18,23,18,11,6,6,12,0,434,205,81,25,All
Willie Floyd Singletary,,,,,,,25,278,35,27,226,12,42,39,28,8,44,43,26,14,23,11,23,23,9,15,14,6,14,0,305,251,107,22,All
Deja Lynn Alvarez,,,,,,,,31,23,27,221,16,25,41,27,11,21,30,30,22,24,8,14,23,6,8,8,8,10,0,267,187,60,20,All
Sandra Dungee Glenn,,,,,,,,,2,70,18,27,58,31,40,43,35,45,24,29,16,14,8,23,24,12,5,8,8,0,164,65,166,15,All
Erika Almirón,,,,,,,,,,8,11,195,23,29,27,28,30,36,29,32,11,12,6,17,7,7,8,7,4,0,166,98,36,14,All
