col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,col_53,col_54,col_55,col_56,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Helen Gym,Allan Domb,Katherine Gilmore Richardson,Derek S Green,Isaiah Thomas,Eryn Santamoor,Justin Diberardinis,Adrián Rivera-reyes,Beth Finn,Deja Lynn Alvarez,Joseph A Diorio,Erika Almirón,Sandra Dungee Glenn,Willie Floyd Singletary,Billy Thompson,Ogbonna Paul Hagins,Fernando Treviño,Bobbie Curry,Vinny Black,Hena Veit,Mark Ross,Ethelind Baylor,Latrice Y Bryant,Asa Khalif,Fareed Abdullah,Wayne Allen,Edwin Santana,Devon Cade,Wayne Edmund Dorsey,Sherrie Cohen,Joshua Roberts,Jennifer Schultz,Wendi Barish,James C Crumlish,Carmella Jacquinto,Beth Grossman,Anthony Kyriakakis,Craig Levin,Nicola Serianni,Tiffany Palmer,Vicki Markovitz,Cateria R Mccabe,Jon Marshall,Laurie Dow,James F Berardinelli,Kendra Mccrae,Leon Goodman,Sherman Toppin,Chris Hall,Kay Yu,Terri M Booker,Janine D Momasso,Robert Trimble,Henry Mcgregor Sias,Gregory Weyer,All
Helen Gym,41,692,540,424,397,338,236,222,211,159,94,138,123,105,77,104,78,56,45,61,41,56,30,46,34,26,21,26,26,0,592,556,536,499,398,319,427,274,230,234,194,174,156,165,118,133,139,134,139,132,120,109,63,68,24,All
Allan Domb,,49,449,465,395,303,292,100,159,61,134,48,83,38,95,25,49,63,62,41,46,23,19,31,33,34,28,21,26,0,529,306,424,449,401,345,452,227,197,180,209,179,106,134,162,136,114,171,121,86,86,85,64,70,42,All
Katherine Gilmore Richardson,,,0,384,360,193,158,53,101,44,45,87,80,14,30,15,40,30,25,28,17,30,26,15,15,6,11,16,8,0,377,217,369,334,315,194,338,90,165,158,118,136,48,80,59,85,79,145,82,60,71,58,34,35,13,All
Derek S Green,,,,3,387,99,150,31,36,28,29,28,28,11,34,11,20,24,33,8,16,35,17,27,18,11,9,5,13,0,369,118,282,292,308,140,308,98,83,120,88,100,46,72,52,83,81,124,59,49,73,25,26,51,20,All
Isaiah Thomas,,,,,3,73,117,47,29,30,21,37,27,19,26,7,18,9,21,10,12,45,23,32,24,9,7,14,8,0,354,118,282,282,314,86,289,65,106,93,47,101,39,43,38,54,78,141,46,50,82,31,15,50,18,All
Eryn Santamoor,,,,,,2,141,73,104,39,51,74,53,26,40,14,54,30,27,34,17,17,21,9,11,13,17,12,9,0,149,212,190,167,97,187,152,105,147,151,115,76,51,75,85,73,57,43,81,63,51,54,37,33,18,All
Justin Diberardinis,,,,,,,12,40,74,19,74,39,36,14,31,6,24,27,27,18,26,27,6,13,7,7,12,7,9,0,137,124,127,144,116,155,155,72,107,108,81,94,46,48,93,53,57,52,75,53,28,54,28,24,20,All
Adrián Rivera-reyes,,,,,,,,4,68,148,28,41,25,97,26,90,42,13,12,25,8,12,17,19,7,13,20,9,4,0,145,259,92,79,69,77,55,132,95,74,54,46,101,55,29,64,43,31,38,40,37,40,29,31,6,All
Beth Finn,,,,,,,,,3,42,61,54,75,13,49,9,26,36,21,31,33,14,19,9,9,17,19,14,13,0,98,197,163,103,55,169,72,77,111,102,87,64,41,84,53,69,39,20,49,44,45,47,30,19,15,All
Deja Lynn Alvarez,,,,,,,,,,4,24,33,13,101,13,83,32,12,4,17,9,4,19,16,1,6,13,3,2,0,110,178,68,55,54,62,30,100,73,48,44,30,79,36,24,49,34,28,19,26,26,28,20,13,5,All
Joseph A Diorio,,,,,,,,,,,2,16,20,26,65,13,29,37,25,20,25,5,9,4,8,15,9,11,14,0,76,110,68,77,31,73,59,80,73,46,43,41,62,36,70,36,46,23,40,19,20,30,28,12,24,All
Erika Almirón,,,,,,,,,,,,3,41,8,7,8,47,9,8,7,7,16,23,16,8,1,8,1,4,0,37,95,88,64,59,82,74,27,60,98,45,42,10,55,26,47,20,15,49,49,25,26,8,17,7,All
Sandra Dungee Glenn,,,,,,,,,,,,,0,8,15,8,5,21,15,14,10,8,15,14,8,4,10,10,3,0,39,109,95,32,47,106,38,41,72,69,61,50,17,63,23,44,22,16,11,27,35,40,8,8,9,All
Willie Floyd Singletary,,,,,,,,,,,,,,3,24,72,11,7,9,7,4,2,6,4,6,5,3,3,3,0,103,119,34,38,14,26,21,97,40,22,17,24,82,16,16,22,27,23,7,9,20,16,18,7,8,All
Billy Thompson,,,,,,,,,,,,,,,1,13,13,36,15,14,24,11,13,4,4,13,6,7,13,0,65,67,55,57,24,62,45,64,39,49,37,51,45,28,43,21,48,18,26,15,25,23,25,13,17,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,,,1,11,9,4,12,2,3,4,8,1,5,1,1,5,0,81,106,25,35,10,24,14,84,39,18,16,21,70,11,11,14,22,14,8,7,11,10,14,10,3,All
Fernando Treviño,,,,,,,,,,,,,,,,,1,6,3,15,7,1,11,6,7,7,18,6,5,0,35,57,48,62,39,44,62,35,34,51,19,18,18,19,23,24,28,13,40,25,9,10,13,4,3,All
Bobbie Curry,,,,,,,,,,,,,,,,,,0,7,9,19,5,8,3,7,14,7,11,13,0,37,60,39,39,20,48,23,43,34,32,31,36,29,26,35,26,29,11,28,14,18,22,24,8,13,All
Vinny Black,,,,,,,,,,,,,,,,,,,4,11,12,3,7,5,4,6,3,9,3,0,41,41,32,38,28,48,36,27,24,23,22,20,15,22,19,20,23,8,10,11,16,16,14,6,10,All
Hena Veit,,,,,,,,,,,,,,,,,,,,0,4,7,9,5,2,0,3,2,5,0,28,64,42,21,21,43,17,30,42,19,30,16,22,23,19,14,14,14,9,15,12,19,8,10,13,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,0,4,8,2,8,5,0,3,6,0,25,38,32,24,18,43,22,25,12,23,23,16,14,19,27,19,15,10,17,12,10,15,17,4,11,All
Ethelind Baylor,,,,,,,,,,,,,,,,,,,,,,0,8,5,7,3,2,1,5,0,26,26,44,42,32,27,13,13,24,25,15,17,13,15,11,10,35,11,10,20,30,15,4,9,9,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,,,,0,7,6,3,2,7,4,0,25,41,27,13,21,39,14,15,29,32,23,22,10,26,16,22,15,11,11,14,14,13,16,8,7,All
Asa Khalif,,,,,,,,,,,,,,,,,,,,,,,,0,19,7,6,7,2,0,18,37,28,18,27,23,18,20,25,27,20,16,10,17,14,29,17,14,8,22,20,15,4,6,8,All
Fareed Abdullah,,,,,,,,,,,,,,,,,,,,,,,,,0,5,3,2,1,0,14,23,21,15,26,19,13,16,18,23,13,16,5,9,7,18,20,13,6,16,20,11,5,4,4,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,3,3,0,22,27,12,18,7,16,11,28,12,18,12,8,11,14,15,11,21,9,13,5,6,7,13,11,7,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,0,16,28,15,15,18,19,11,19,14,12,13,10,10,9,14,17,15,9,8,8,9,6,5,4,1,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,17,22,18,12,16,24,13,16,11,17,12,13,5,8,12,15,12,11,4,12,11,8,10,9,2,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,19,16,11,14,11,13,13,17,15,14,12,17,16,10,20,9,12,5,6,8,6,9,8,7,5,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
Joshua Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,238,352,399,342,151,347,229,131,74,82,131,156,73,49,84,103,162,44,32,67,30,34,50,14,All
Jennifer Schultz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,269,159,135,235,91,276,255,163,174,107,173,147,73,124,83,40,65,73,68,86,52,34,15,All
Wendi Barish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,359,272,241,277,114,134,154,122,80,55,112,57,83,76,94,51,72,89,61,37,27,13,All
James C Crumlish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,276,140,367,116,79,139,50,74,77,43,76,47,99,97,135,46,55,28,58,22,22,All
Carmella Jacquinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,123,303,55,108,81,75,112,16,46,50,78,65,132,41,50,65,54,21,47,12,All
Beth Grossman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,151,130,144,152,190,96,47,163,118,129,80,18,64,68,62,74,32,28,20,All
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,71,97,149,60,108,27,24,81,53,37,144,131,62,27,30,26,57,19,All
Craig Levin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,120,50,114,43,153,61,48,66,77,33,32,32,25,27,33,11,13,All
Nicola Serianni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,87,105,104,68,78,62,65,50,57,36,45,41,62,26,24,21,All
Tiffany Palmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,87,87,36,76,64,85,54,24,122,73,57,50,26,33,15,All
Vicki Markovitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,57,16,97,62,91,46,19,22,48,46,58,29,14,15,All
Cateria R Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,41,56,41,57,45,70,22,35,33,38,19,51,10,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,23,22,26,46,14,17,14,20,14,21,14,11,All
Laurie Dow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,38,76,28,18,17,33,50,37,24,11,15,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,31,61,19,44,31,17,43,30,28,30,All
Kendra Mccrae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,38,27,31,31,39,43,23,14,4,All
