col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,All
,Helen Gym,Allan Domb,Katherine Gilmore Richardson,Derek S Green,Isaiah Thomas,Eryn Santamoor,Vinny Black,Justin Diberardinis,Adrián Rivera-reyes,Deja Lynn Alvarez,Beth Finn,Erika Almirón,Joseph A Diorio,Sandra Dungee Glenn,Fernando Treviño,Billy Thompson,Willie Floyd Singletary,Ogbonna Paul Hagins,Hena Veit,Bobbie Curry,Mark Ross,Edwin Santana,Ethelind Baylor,Latrice Y Bryant,Asa Khalif,Wayne Allen,Fareed Abdullah,Wayne Edmund Dorsey,Devon Cade,Sherrie Cohen,Rochelle Bilal,Jewell Williams,Malika Rahman,Larry King Sr,All
Helen Gym,39,413,458,379,393,283,248,254,175,134,148,187,64,91,86,44,65,72,56,29,28,24,34,19,16,17,19,11,12,0,352,307,261,111,All
Allan Domb,,45,165,202,165,246,121,205,70,45,102,42,88,64,42,42,17,11,29,32,34,23,10,9,16,14,14,16,15,1,204,180,107,131,All
Katherine Gilmore Richardson,,,1,297,291,159,172,112,36,40,81,104,32,67,57,34,6,3,21,15,17,13,9,14,9,5,10,4,0,0,131,220,140,52,All
Derek S Green,,,,3,308,88,183,121,34,24,30,45,23,21,12,25,4,1,2,12,10,7,14,8,7,5,13,5,2,1,85,240,90,51,All
Isaiah Thomas,,,,,1,72,187,103,34,34,29,74,27,23,12,21,11,8,6,5,13,6,20,13,16,7,20,7,6,0,96,225,100,42,All
Eryn Santamoor,,,,,,9,49,132,62,42,75,96,27,38,71,19,8,6,31,16,22,17,3,10,9,6,7,5,6,0,138,73,122,62,All
Vinny Black,,,,,,,22,60,27,24,36,17,39,17,12,30,13,5,9,12,18,5,7,5,11,8,4,6,13,0,76,191,39,60,All
Justin Diberardinis,,,,,,,,6,35,27,59,61,45,34,20,22,7,6,14,20,25,13,14,8,11,9,9,7,4,0,137,69,71,74,All
Adrián Rivera-reyes,,,,,,,,,6,129,36,39,22,21,37,10,67,63,28,10,6,15,13,11,9,7,8,0,3,0,148,37,89,20,All
Deja Lynn Alvarez,,,,,,,,,,8,22,22,18,13,29,13,67,64,24,10,9,12,10,8,10,4,8,1,5,0,112,31,72,17,All
Beth Finn,,,,,,,,,,,0,44,39,54,12,29,8,4,30,26,19,20,6,8,5,10,7,8,4,1,112,47,39,49,All
Erika Almirón,,,,,,,,,,,,0,8,24,55,6,3,8,20,8,7,5,18,8,11,3,9,3,4,0,84,22,108,10,All
Joseph A Diorio,,,,,,,,,,,,,6,17,13,35,10,6,11,13,16,7,2,6,2,7,2,7,7,1,45,47,16,49,All
Sandra Dungee Glenn,,,,,,,,,,,,,,0,3,15,4,1,17,14,10,4,2,9,5,7,6,1,2,0,67,32,25,19,All
Fernando Treviño,,,,,,,,,,,,,,,0,11,6,5,11,2,1,12,2,5,6,4,3,1,4,0,29,20,67,17,All
Billy Thompson,,,,,,,,,,,,,,,,2,16,6,6,19,15,7,4,13,5,6,2,9,3,0,23,36,18,40,All
Willie Floyd Singletary,,,,,,,,,,,,,,,,,2,57,5,13,6,4,1,5,1,7,1,6,0,0,47,15,40,14,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,,,,,0,3,3,3,1,4,1,2,2,0,3,1,0,46,10,33,5,All
Hena Veit,,,,,,,,,,,,,,,,,,,0,7,3,6,0,2,2,2,3,1,2,0,48,18,16,11,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,0,15,10,2,9,2,8,1,8,1,0,31,17,14,20,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,1,6,0,5,2,8,1,6,1,0,19,23,11,28,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,6,2,4,1,0,25,14,9,15,All
Ethelind Baylor,,,,,,,,,,,,,,,,,,,,,,,1,2,4,1,4,4,2,0,16,13,16,6,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,,,,,0,8,0,5,1,0,0,17,15,12,6,All
Asa Khalif,,,,,,,,,,,,,,,,,,,,,,,,,0,2,8,1,2,0,16,10,15,5,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,11,9,8,16,All
Fareed Abdullah,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,0,12,10,19,3,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,3,12,5,12,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,8,8,10,5,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,All
Rochelle Bilal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,0,0,0,All
Jewell Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,0,0,All
Malika Rahman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0,All
Larry King Sr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,All
Total,"1,210",786,609,526,525,470,434,423,323,264,262,245,174,155,145,130,127,103,98,87,85,65,54,50,49,47,46,34,31,1,610,502,415,259,All
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,1
,Helen Gym,Vinny Black,Isaiah Thomas,Allan Domb,Katherine Gilmore Richardson,Derek S Green,Justin Diberardinis,Eryn Santamoor,Adrián Rivera-reyes,Erika Almirón,Deja Lynn Alvarez,Joseph A Diorio,Beth Finn,Willie Floyd Singletary,Hena Veit,Mark Ross,Billy Thompson,Ethelind Baylor,Fareed Abdullah,Latrice Y Bryant,Sandra Dungee Glenn,Asa Khalif,Bobbie Curry,Edwin Santana,Fernando Treviño,Ogbonna Paul Hagins,Wayne Allen,Wayne Edmund Dorsey,Devon Cade,Sherrie Cohen,Rochelle Bilal,Jewell Williams,Larry King Sr,Malika Rahman,1
Helen Gym,2,21,27,15,18,17,17,11,11,11,6,6,3,4,2,1,0,3,2,1,1,1,1,0,1,2,2,0,0,0,18,14,8,9,1
Vinny Black,,6,19,14,15,14,9,6,4,2,2,4,2,4,3,3,3,0,0,0,3,1,2,0,1,2,0,0,0,0,11,15,7,4,1
Isaiah Thomas,,,0,9,15,18,10,6,6,8,2,1,0,0,3,0,0,4,2,1,1,1,0,0,0,0,2,0,0,0,12,12,5,4,1
