col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,All
,Helen Gym,Erika Almirón,Justin Diberardinis,Isaiah Thomas,Derek S Green,Adrián Rivera-reyes,Eryn Santamoor,Allan Domb,Deja Lynn Alvarez,Katherine Gilmore Richardson,Ethelind Baylor,Sandra Dungee Glenn,Beth Finn,Willie Floyd Singletary,Ogbonna Paul Hagins,Fernando Treviño,Asa Khalif,Fareed Abdullah,Latrice Y Bryant,Hena Veit,Billy Thompson,Edwin Santana,Joseph A Diorio,Wayne Edmund Dorsey,Wayne Allen,Vinny Black,Devon Cade,Mark Ross,Bobbie Curry,Sherrie Cohen,David H Conroy,Theresa Brunson,All
Helen Gym,32,838,692,678,548,400,306,262,234,257,219,92,109,63,93,74,66,41,37,43,27,15,18,15,16,13,8,10,7,1,832,459,All
Erika Almirón,,0,557,492,329,239,179,44,141,104,197,64,67,4,27,50,44,15,22,34,6,10,1,1,6,6,3,3,4,1,528,289,All
Justin Diberardinis,,,2,421,305,170,191,97,52,61,158,40,26,4,11,24,12,10,8,10,3,9,7,7,5,7,4,2,2,1,498,171,All
Isaiah Thomas,,,,3,383,115,77,144,53,125,154,42,25,21,16,16,25,29,16,8,16,14,8,9,5,4,6,6,1,1,470,209,All
Derek S Green,,,,,1,87,115,184,64,147,26,27,22,16,14,16,19,11,11,5,10,7,3,7,7,5,5,5,2,0,437,117,All
Adrián Rivera-reyes,,,,,,11,92,51,200,52,50,31,58,59,76,55,25,18,22,22,19,11,12,5,3,4,4,5,5,0,255,215,All
Eryn Santamoor,,,,,,,2,88,48,94,14,51,41,12,8,34,13,8,4,16,9,9,5,6,6,6,5,6,2,0,201,120,All
Allan Domb,,,,,,,,13,36,106,9,33,23,24,11,20,13,16,10,5,12,9,13,12,15,14,5,5,8,0,208,92,All
Deja Lynn Alvarez,,,,,,,,,10,42,27,28,43,52,65,35,33,17,28,22,13,6,7,4,7,1,5,1,2,0,153,169,All
Katherine Gilmore Richardson,,,,,,,,,,2,19,44,36,16,14,33,16,12,20,20,11,7,7,4,10,4,3,6,4,0,166,117,All
Ethelind Baylor,,,,,,,,,,,0,4,12,1,4,0,4,3,12,3,3,4,0,1,4,3,0,0,1,0,103,106,All
Sandra Dungee Glenn,,,,,,,,,,,,2,23,8,6,10,20,15,16,16,7,7,5,4,5,7,1,1,5,0,43,98,All
Beth Finn,,,,,,,,,,,,,0,4,10,13,11,11,13,20,9,6,5,5,0,2,3,2,2,0,45,93,All
Willie Floyd Singletary,,,,,,,,,,,,,,12,44,7,8,11,5,3,11,4,8,2,4,7,2,5,4,0,57,70,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,,2,10,6,1,7,8,7,9,4,1,3,1,1,2,0,0,61,51,All
Fernando Treviño,,,,,,,,,,,,,,,,0,11,11,9,7,9,8,8,1,1,2,3,1,3,0,49,54,All
Asa Khalif,,,,,,,,,,,,,,,,,1,29,12,7,4,6,3,3,2,5,0,0,0,0,30,58,All
Fareed Abdullah,,,,,,,,,,,,,,,,,,2,8,6,5,2,5,8,2,5,4,2,2,0,16,53,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,0,14,3,6,1,2,3,2,2,1,2,0,13,54,All
Hena Veit,,,,,,,,,,,,,,,,,,,,1,3,2,2,2,0,3,2,0,4,0,16,51,All
Billy Thompson,,,,,,,,,,,,,,,,,,,,,2,2,6,5,3,4,2,4,1,0,26,24,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,1,4,3,6,1,1,1,2,0,17,22,All
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,5,3,3,0,23,12,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,5,3,2,0,12,13,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,0,10,19,All
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,1,0,10,16,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,0,5,12,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,7,9,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,11,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,All
David H Conroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0,All
Theresa Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,All
Total,"1,534",945,785,780,636,546,389,371,359,332,243,163,158,154,128,124,107,88,77,75,62,47,40,33,32,31,23,21,19,1,"1,002",689,All
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,1
,Helen Gym,Erika Almirón,Justin Diberardinis,Isaiah Thomas,Derek S Green,Eryn Santamoor,Adrián Rivera-reyes,Allan Domb,Deja Lynn Alvarez,Ethelind Baylor,Katherine Gilmore Richardson,Beth Finn,Ogbonna Paul Hagins,Hena Veit,Sandra Dungee Glenn,Asa Khalif,Edwin Santana,Fareed Abdullah,Billy Thompson,Fernando Treviño,Latrice Y Bryant,Wayne Allen,Wayne Edmund Dorsey,Willie Floyd Singletary,Bobbie Curry,Joseph A Diorio,Mark Ross,Devon Cade,Sherrie Cohen,Vinny Black,David H Conroy,Theresa Brunson,1
Helen Gym,0,46,44,36,24,22,20,15,13,11,9,8,4,5,4,3,0,2,2,2,1,0,1,1,1,0,0,0,0,0,45,24,1
Erika Almirón,,0,32,30,16,9,14,4,6,9,5,3,4,2,2,3,2,1,1,3,1,2,0,0,1,0,0,0,0,0,33,10,1
Justin Diberardinis,,,0,28,19,17,8,10,1,8,2,2,0,0,0,0,0,1,1,2,0,0,2,0,0,0,0,0,0,0,34,6,1
Isaiah Thomas,,,,0,18,7,5,2,4,8,4,2,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,27,7,1
Derek S Green,,,,,0,7,1,9,1,3,3,2,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,23,4,1
Eryn Santamoor,,,,,,1,6,9,2,1,2,1,0,2,1,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,15,8,1
Adrián Rivera-reyes,,,,,,,0,1,7,2,3,2,4,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,14,8,1
Allan Domb,,,,,,,,0,1,2,1,5,2,0,3,0,2,2,1,1,0,2,2,0,1,1,1,0,0,0,9,7,1
Deja Lynn Alvarez,,,,,,,,,0,1,3,4,3,2,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,5,9,1
Ethelind Baylor,,,,,,,,,,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1
Katherine Gilmore Richardson,,,,,,,,,,,0,1,3,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,1
Beth Finn,,,,,,,,,,,,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,3,5,1
Ogbonna Paul Hagins,,,,,,,,,,,,,0,0,0,0,3,0,1,0,0,2,0,1,0,0,0,0,0,0,4,2,1
Hena Veit,,,,,,,,,,,,,,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
Sandra Dungee Glenn,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1
Asa Khalif,,,,,,,,,,,,,,,,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
Edwin Santana,,,,,,,,,,,,,,,,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1
Fareed Abdullah,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1
Billy Thompson,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1
Fernando Treviño,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,2,1,1
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,0,1
Willie Floyd Singletary,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,1
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
David H Conroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,1
Theresa Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
