col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,col_53,col_54,col_55,col_56,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Helen Gym,Eryn Santamoor,Justin Diberardinis,Allan Domb,Erika Almirón,Derek S Green,Katherine Gilmore Richardson,Isaiah Thomas,Adrián Rivera-reyes,Deja Lynn Alvarez,Beth Finn,Fernando Treviño,Ethelind Baylor,Sandra Dungee Glenn,Ogbonna Paul Hagins,Willie Floyd Singletary,Asa Khalif,Hena Veit,Fareed Abdullah,Latrice Y Bryant,Billy Thompson,Joseph A Diorio,Edwin Santana,Mark Ross,Wayne Allen,Vinny Black,Bobbie Curry,Devon Cade,Wayne Edmund Dorsey,Sherrie Cohen,Anthony Kyriakakis,Tiffany Palmer,Kay Yu,Jennifer Schultz,Wendi Barish,James C Crumlish,Vicki Markovitz,Chris Hall,Joshua Roberts,Nicola Serianni,Henry Mcgregor Sias,Carmella Jacquinto,Cateria R Mccabe,Beth Grossman,Craig Levin,Kendra Mccrae,Leon Goodman,James F Berardinelli,Laurie Dow,Janine D Momasso,Terri M Booker,Jon Marshall,Sherman Toppin,Robert Trimble,Gregory Weyer,All
Helen Gym,22,"1,506","1,301",954,"1,133",767,688,606,544,315,308,257,220,177,111,85,89,81,60,47,42,25,39,22,26,21,23,24,3,0,"1,653","1,630","1,082",892,807,781,623,731,589,534,490,408,483,421,327,256,226,262,196,204,111,114,48,42,29,All
Eryn Santamoor,,11,921,889,595,666,547,392,284,144,211,208,66,116,28,27,41,55,39,42,24,30,27,13,16,14,10,12,1,0,"1,296","1,146",864,491,593,644,595,599,449,299,407,336,311,299,194,163,206,230,129,91,68,40,35,28,20,All
Justin Diberardinis,,,2,575,636,498,222,514,279,107,135,86,169,73,21,11,29,12,25,11,15,28,20,13,6,7,3,7,9,0,"1,052","1,094",726,481,534,491,398,475,199,348,334,145,236,204,155,104,172,223,75,125,44,33,20,21,23,All
Allan Domb,,,,20,234,544,335,226,135,70,124,85,27,81,14,24,30,35,34,15,35,37,32,36,20,20,17,13,8,0,825,624,391,277,379,370,447,313,403,165,285,280,232,254,223,100,206,138,97,53,67,41,53,29,23,All
Erika Almirón,,,,,2,207,253,334,247,154,136,161,169,73,32,7,40,24,18,27,10,9,11,10,7,6,8,6,4,0,837,981,587,464,441,355,258,360,147,356,200,139,223,156,92,143,71,113,94,137,45,20,19,12,10,All
Derek S Green,,,,,,2,314,316,123,86,61,45,30,43,12,13,26,12,22,10,14,9,16,13,7,7,7,5,2,0,687,588,382,216,284,321,264,284,252,120,317,211,215,109,107,92,170,113,64,37,50,20,33,20,10,All
Katherine Gilmore Richardson,,,,,,,1,131,85,66,103,116,24,75,19,16,20,28,28,27,13,4,10,6,12,8,8,10,4,0,509,391,287,259,246,249,214,228,254,145,197,239,231,133,80,110,80,65,89,54,53,23,22,17,11,All
Isaiah Thomas,,,,,,,,1,99,46,41,31,142,37,15,18,29,13,31,17,13,5,14,10,10,5,6,8,1,0,477,584,356,281,303,230,196,214,99,198,194,118,164,86,54,92,130,129,40,99,51,22,39,23,17,All
