col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,division
Beth Finn,,,,,,,,,,,,,6,17,35,16,9,16,19,21,3,7,9,7,3,4,5,4,4,3,0,All
Fernando Treviño,,,,,,,,,,,,,,0,4,5,4,5,9,4,4,3,4,4,6,1,2,3,1,0,0,All
Sandra Dungee Glenn,,,,,,,,,,,,,,,1,10,1,4,11,7,2,2,2,4,1,2,0,1,0,0,0,All
Asa Khalif,,,,,,,,,,,,,,,,0,3,2,9,9,1,12,3,3,3,0,0,3,2,0,0,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,,,,1,1,2,5,14,0,1,1,1,0,0,0,1,0,0,All
Billy Thompson,,,,,,,,,,,,,,,,,,1,4,2,6,3,8,4,2,4,6,2,2,1,0,All
Hena Veit,,,,,,,,,,,,,,,,,,,0,10,0,4,2,1,3,1,2,1,0,1,0,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,0,0,4,1,1,0,1,1,3,1,1,0,All
Willie Floyd Singletary,,,,,,,,,,,,,,,,,,,,,1,0,5,4,1,3,2,0,1,0,0,All
Fareed Abdullah,,,,,,,,,,,,,,,,,,,,,,0,1,2,2,1,1,3,0,0,0,All
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,,,0,1,1,6,3,1,1,3,0,All
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,0,0,0,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,2,3,0,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,1,1,0,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"1,387","1,294","1,059",634,570,474,446,433,427,333,269,258,240,106,93,76,66,65,56,55,43,42,39,30,24,23,23,22,13,11,0,All
,District Council 5th District - Democrat,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Darrell L Clarke,Helen Gym,Justin Diberardinis,Erika Almirón,Eryn Santamoor,Adrián Rivera-reyes,Derek S Green,Isaiah Thomas,Katherine Gilmore Richardson,Beth Finn,Allan Domb,Deja Lynn Alvarez,Sandra Dungee Glenn,Ethelind Baylor,Fernando Treviño,Hena Veit,Ogbonna Paul Hagins,Asa Khalif,Billy Thompson,Edwin Santana,Joseph A Diorio,Latrice Y Bryant,Wayne Edmund Dorsey,Willie Floyd Singletary,Bobbie Curry,Devon Cade,Fareed Abdullah,Vinny Black,Wayne Allen,Mark Ross,Sherrie Cohen,1
Darrell L Clarke,1,66,43,37,30,26,29,24,28,24,17,19,9,9,4,5,4,3,2,2,1,2,1,2,0,0,1,1,1,0,0,1
Helen Gym,,0,46,32,26,22,27,27,26,17,14,14,6,9,6,3,4,1,1,1,0,2,0,1,0,0,0,1,0,0,0,1
Justin Diberardinis,,,1,26,22,17,15,18,17,8,15,8,2,8,2,1,2,2,1,0,0,0,1,0,0,0,0,0,1,0,0,1
Erika Almirón,,,,0,14,13,7,18,11,9,1,12,4,11,5,2,1,2,2,0,1,0,0,0,0,0,1,0,0,0,0,1
Eryn Santamoor,,,,,0,14,15,6,12,6,13,7,3,3,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Adrián Rivera-reyes,,,,,,0,6,7,2,6,6,9,3,3,2,0,2,1,0,1,2,0,0,1,1,1,0,1,0,0,0,1
Derek S Green,,,,,,,0,12,14,8,12,7,3,2,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1
Isaiah Thomas,,,,,,,,0,10,4,6,4,3,7,0,0,2,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1
Katherine Gilmore Richardson,,,,,,,,,0,7,6,6,4,0,2,4,0,1,2,0,0,1,0,0,0,0,1,0,0,0,0,1
Beth Finn,,,,,,,,,,1,3,6,5,0,1,4,1,2,1,1,1,2,0,0,1,1,0,0,0,0,0,1
Allan Domb,,,,,,,,,,,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
Deja Lynn Alvarez,,,,,,,,,,,,0,3,0,0,1,2,2,0,0,0,0,0,1,0,0,1,1,0,0,0,1
Sandra Dungee Glenn,,,,,,,,,,,,,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Ethelind Baylor,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Fernando Treviño,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hena Veit,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ogbonna Paul Hagins,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Asa Khalif,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Billy Thompson,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Edwin Santana,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,0,0,0,0,0,1
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,1
Willie Floyd Singletary,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Fareed Abdullah,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,93,80,59,45,40,34,34,33,32,28,25,21,13,11,6,5,5,4,2,2,2,2,2,2,1,1,1,1,1,0,0,1
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,District Council 5th District - Democrat,2
,Helen Gym,Justin Diberardinis,Erika Almirón,Eryn Santamoor,Isaiah Thomas,Adrián Rivera-reyes,Katherine Gilmore Richardson,Derek S Green,Allan Domb,Ethelind Baylor,Beth Finn,Deja Lynn Alvarez,Asa Khalif,Sandra Dungee Glenn,Ogbonna Paul Hagins,Fareed Abdullah,Fernando Treviño,Latrice Y Bryant,Billy Thompson,Hena Veit,Vinny Black,Edwin Santana,Mark Ross,Willie Floyd Singletary,Bobbie Curry,Joseph A Diorio,Wayne Allen,Wayne Edmund Dorsey,Devon Cade,Sherrie Cohen,Darrell L Clarke,2
Helen Gym,1,110,74,53,49,46,39,35,25,30,23,25,13,11,11,8,7,6,6,7,2,3,3,3,1,1,1,1,0,0,123,2
Justin Diberardinis,,6,62,45,46,32,30,28,21,30,10,11,6,7,4,4,5,3,2,0,2,3,1,1,2,2,1,0,0,0,89,2
Erika Almirón,,,0,18,37,18,13,11,3,25,9,12,4,5,2,3,3,2,0,1,1,2,0,0,0,0,0,0,0,0,50,2
Eryn Santamoor,,,,0,8,14,20,13,13,4,12,5,1,6,3,1,3,3,1,1,1,0,1,0,2,1,1,0,0,0,43,2
Isaiah Thomas,,,,,0,14,2,12,7,20,4,6,3,3,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,37,2
Adrián Rivera-reyes,,,,,,0,3,5,5,4,8,17,6,2,9,4,6,1,2,1,1,1,0,2,0,0,0,0,0,0,40,2
Katherine Gilmore Richardson,,,,,,,0,15,7,3,10,3,2,4,0,7,3,2,2,2,1,3,1,0,0,0,0,0,0,0,37,2
Derek S Green,,,,,,,,0,9,5,2,6,2,1,2,4,0,0,1,0,1,0,2,0,1,0,1,0,0,0,30,2
Allan Domb,,,,,,,,,1,0,6,3,0,5,0,2,1,0,3,1,1,0,0,0,1,1,0,0,0,0,29,2
Ethelind Baylor,,,,,,,,,,0,2,3,2,1,2,0,1,4,0,2,2,1,0,0,0,0,0,0,0,0,22,2
Beth Finn,,,,,,,,,,,1,5,2,5,3,2,4,6,2,4,2,0,2,0,0,0,1,1,0,0,32,2
Deja Lynn Alvarez,,,,,,,,,,,,0,3,1,8,1,3,2,2,1,0,0,0,4,0,1,0,0,0,0,26,2
Asa Khalif,,,,,,,,,,,,,0,2,2,2,1,3,0,2,0,1,0,1,0,1,0,0,0,0,13,2
Sandra Dungee Glenn,,,,,,,,,,,,,,0,0,1,0,2,0,1,2,0,0,0,1,0,0,0,0,0,13,2
Ogbonna Paul Hagins,,,,,,,,,,,,,,,0,0,0,2,0,0,0,1,0,3,0,0,0,0,0,0,9,2
Fareed Abdullah,,,,,,,,,,,,,,,,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,12,2
Fernando Treviño,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,2
Latrice Y Bryant,,,,,,,,,,,,,,,,,,0,0,2,1,0,0,0,0,0,0,0,0,0,10,2
Billy Thompson,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,0,1,0,1,0,0,5,2
Hena Veit,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,6,2
Vinny Black,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,5,2
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,4,2
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,1,0,0,4,2
Willie Floyd Singletary,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,3,2
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,3,2
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,2
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,2
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,2
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2
Darrell L Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2
Total,170,136,81,61,56,54,44,41,36,36,34,33,15,15,14,12,11,10,7,7,5,4,4,4,3,3,2,1,0,0,160,2
,District Council 5th District - Democrat,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
,Darrell L Clarke,Helen Gym,Justin Diberardinis,Erika Almirón,Eryn Santamoor,Katherine Gilmore Richardson,Derek S Green,Adrián Rivera-reyes,Beth Finn,Isaiah Thomas,Allan Domb,Ethelind Baylor,Fernando Treviño,Deja Lynn Alvarez,Billy Thompson,Asa Khalif,Hena Veit,Sandra Dungee Glenn,Joseph A Diorio,Bobbie Curry,Edwin Santana,Latrice Y Bryant,Fareed Abdullah,Mark Ross,Ogbonna Paul Hagins,Vinny Black,Willie Floyd Singletary,Wayne Edmund Dorsey,Wayne Allen,Devon Cade,Sherrie Cohen,4
Darrell L Clarke,3,96,78,50,44,37,32,29,27,29,27,21,14,13,9,9,7,6,5,4,4,4,2,2,3,3,3,1,0,0,0,4
Helen Gym,,1,75,51,42,34,28,26,23,30,21,22,12,11,1,8,4,6,2,2,2,3,3,2,1,2,0,1,0,0,0,4
Justin Diberardinis,,,1,36,33,25,24,21,19,26,22,22,6,6,3,5,3,2,1,1,0,3,1,2,1,3,1,1,1,0,0,4
Erika Almirón,,,,0,13,11,7,12,12,26,3,24,7,6,1,3,2,4,0,1,1,2,1,0,0,1,0,0,0,0,0,4
Eryn Santamoor,,,,,0,24,16,8,9,6,14,2,5,0,4,1,1,1,3,1,3,1,0,0,0,0,0,1,0,0,0,4
Katherine Gilmore Richardson,,,,,,0,22,5,8,6,8,0,3,2,1,0,0,1,0,0,1,1,0,1,2,0,0,0,0,0,0,4
Derek S Green,,,,,,,0,6,7,4,8,2,1,6,2,1,2,1,0,1,0,1,0,0,2,0,1,0,0,0,0,4
Adrián Rivera-reyes,,,,,,,,0,10,4,9,6,4,5,2,1,2,4,2,2,0,1,0,1,3,1,1,0,0,0,0,4
Beth Finn,,,,,,,,,0,3,9,3,4,4,3,4,2,4,0,0,1,0,1,1,1,1,0,0,0,0,0,4
Isaiah Thomas,,,,,,,,,,0,6,16,1,1,1,1,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,4
Allan Domb,,,,,,,,,,,0,1,1,2,5,2,1,1,1,2,2,1,1,1,0,0,1,0,0,0,0,4
Ethelind Baylor,,,,,,,,,,,,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
Fernando Treviño,,,,,,,,,,,,,0,2,3,1,4,2,2,1,1,0,1,0,0,0,1,0,0,0,0,4
Deja Lynn Alvarez,,,,,,,,,,,,,,0,0,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,4
Billy Thompson,,,,,,,,,,,,,,,0,1,3,1,2,1,2,0,0,0,0,0,2,0,0,0,0,4
Asa Khalif,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,2,0,0,2,0,0,0,0,0,4
Hena Veit,,,,,,,,,,,,,,,,,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,4
Sandra Dungee Glenn,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4
Joseph A Diorio,,,,,,,,,,,,,,,,,,,0,1,0,0,0,2,0,0,0,1,1,0,0,4
Bobbie Curry,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,0,1,0,1,0,0,4
Edwin Santana,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,4
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,4
Fareed Abdullah,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,4
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,4
Ogbonna Paul Hagins,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,4
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4
Willie Floyd Singletary,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4
Total,132,116,98,58,51,40,37,36,35,35,34,26,17,16,10,9,8,8,7,5,4,4,3,3,3,3,3,2,1,0,0,4
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,District Council 5th District - Democrat,6
,Helen Gym,Justin Diberardinis,Erika Almirón,Derek S Green,Isaiah Thomas,Eryn Santamoor,Katherine Gilmore Richardson,Ethelind Baylor,Adrián Rivera-reyes,Beth Finn,Allan Domb,Deja Lynn Alvarez,Sandra Dungee Glenn,Asa Khalif,Fernando Treviño,Billy Thompson,Hena Veit,Vinny Black,Willie Floyd Singletary,Joseph A Diorio,Latrice Y Bryant,Ogbonna Paul Hagins,Wayne Allen,Bobbie Curry,Devon Cade,Fareed Abdullah,Mark Ross,Edwin Santana,Sherrie Cohen,Wayne Edmund Dorsey,Darrell L Clarke,6
Helen Gym,2,83,59,40,43,37,34,31,30,23,16,15,10,6,6,5,3,3,2,2,3,3,3,2,1,2,1,1,0,0,107,6
Justin Diberardinis,,1,48,34,33,30,23,22,18,9,13,8,6,4,3,2,1,0,0,1,2,1,1,1,1,1,0,0,0,0,78,6
Erika Almirón,,,0,9,30,11,7,22,15,9,7,7,6,4,2,0,0,0,0,2,0,1,1,1,1,0,0,1,0,0,49,6
Derek S Green,,,,0,15,27,25,7,5,4,9,4,2,1,3,2,1,0,1,1,0,1,2,0,1,0,1,0,0,0,44,6
Isaiah Thomas,,,,,0,8,8,19,8,3,6,2,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,41,6
Eryn Santamoor,,,,,,0,21,3,5,6,8,4,3,0,3,1,3,0,0,0,1,0,0,1,1,0,1,0,0,0,34,6
Katherine Gilmore Richardson,,,,,,,0,5,4,3,2,1,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,35,6
Ethelind Baylor,,,,,,,,0,3,4,1,4,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,29,6
Adrián Rivera-reyes,,,,,,,,,0,8,2,9,2,1,3,0,2,1,2,0,2,2,0,0,0,0,0,0,0,0,27,6
Beth Finn,,,,,,,,,,0,4,4,5,3,1,2,2,1,1,1,3,2,0,0,0,1,0,0,0,0,18,6
Allan Domb,,,,,,,,,,,0,0,0,2,0,4,0,2,0,1,0,0,2,1,1,2,2,0,0,0,14,6
Deja Lynn Alvarez,,,,,,,,,,,,1,2,1,0,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0,15,6
Sandra Dungee Glenn,,,,,,,,,,,,,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,9,6
Asa Khalif,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,5,6
Fernando Treviño,,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,6
Billy Thompson,,,,,,,,,,,,,,,,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,5,6
Hena Veit,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
Vinny Black,,,,,,,,,,,,,,,,,,0,2,0,0,0,0,0,0,1,1,0,0,0,3,6
Willie Floyd Singletary,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,3,6
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,3,6
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2,6
Ogbonna Paul Hagins,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2,6
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,3,6
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,6
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,1,6
Fareed Abdullah,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,6
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,6
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,6
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,6
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,6
Darrell L Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6
Total,127,93,62,50,46,44,36,33,32,25,23,19,11,7,7,6,4,4,4,3,3,3,3,2,2,2,2,1,0,0,121,6
,District Council 5th District - Democrat,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
,Darrell L Clarke,Helen Gym,Justin Diberardinis,Eryn Santamoor,Erika Almirón,Derek S Green,Isaiah Thomas,Katherine Gilmore Richardson,Allan Domb,Adrián Rivera-reyes,Ethelind Baylor,Deja Lynn Alvarez,Beth Finn,Billy Thompson,Sandra Dungee Glenn,Fernando Treviño,Asa Khalif,Ogbonna Paul Hagins,Wayne Allen,Fareed Abdullah,Hena Veit,Joseph A Diorio,Bobbie Curry,Mark Ross,Latrice Y Bryant,Vinny Black,Willie Floyd Singletary,Devon Cade,Wayne Edmund Dorsey,Edwin Santana,Sherrie Cohen,7
Darrell L Clarke,3,111,101,66,51,50,39,41,30,31,22,21,19,7,9,7,5,4,4,3,4,4,3,1,2,2,2,1,1,0,0,7
Helen Gym,,0,98,62,54,44,38,37,21,27,24,16,16,2,5,2,1,4,2,2,2,1,2,0,1,1,0,0,0,0,0,7
Justin Diberardinis,,,5,58,51,38,41,28,26,16,24,9,12,3,1,2,2,2,2,0,0,1,2,0,0,1,0,0,0,0,0,7
Eryn Santamoor,,,,0,19,35,11,28,23,14,1,7,9,2,3,1,2,1,2,2,1,0,1,0,0,1,0,0,0,0,0,7
Erika Almirón,,,,,1,12,26,8,7,10,20,3,4,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,7
Derek S Green,,,,,,0,12,19,11,8,3,7,3,3,0,1,3,0,2,0,0,1,0,0,0,1,0,0,1,0,0,7
Isaiah Thomas,,,,,,,0,5,8,7,16,0,2,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,7
Katherine Gilmore Richardson,,,,,,,,0,2,6,1,6,7,4,5,2,0,2,2,1,2,1,1,1,0,0,0,1,0,0,0,7
Allan Domb,,,,,,,,,1,3,1,4,2,4,1,0,0,0,0,2,0,0,1,1,0,2,0,0,0,0,0,7
Adrián Rivera-reyes,,,,,,,,,,0,2,11,4,2,0,2,2,4,1,3,1,1,1,0,1,0,0,0,0,0,0,7
Ethelind Baylor,,,,,,,,,,,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Deja Lynn Alvarez,,,,,,,,,,,,0,2,1,1,2,0,4,1,1,0,1,0,0,1,0,0,0,0,0,0,7
Beth Finn,,,,,,,,,,,,,0,3,5,1,1,0,1,1,1,2,0,0,0,0,0,0,0,0,0,7
Billy Thompson,,,,,,,,,,,,,,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,7
Sandra Dungee Glenn,,,,,,,,,,,,,,,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,7
Fernando Treviño,,,,,,,,,,,,,,,,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,7
Asa Khalif,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,7
Ogbonna Paul Hagins,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Wayne Allen,,,,,,,,,,,,,,,,,,,0,0,1,0,1,1,0,0,0,1,0,0,0,7
Fareed Abdullah,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,0,0,7
Hena Veit,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,0,0,0,7
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,7
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,7
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,7
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,7
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,7
Willie Floyd Singletary,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,7
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,7
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,7
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7
Total,152,124,120,76,59,54,43,43,39,37,24,23,21,9,9,7,5,5,5,4,4,4,3,3,2,2,2,1,1,0,0,7
,District Council 5th District - Democrat,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
