col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,division
,Judge Of The Superior Court - Democrat,,,City Commissioners - Democrat,,,,,,,,,,,,,All
,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,Omar Sabir,Lisa Deeley,Kahlil Williams,Jen Devor,Marwan Kreidie,Annette Thompson,Luigi Borda,Carla Cain,Dennis Lee,Moira Bohannon,Lewis Harris Jr,Robin Trent,Warren Bloom,All
Daniel D Mccaffery,220,"1,531",473,"1,525","1,041",736,652,382,232,173,137,142,97,84,57,39,All
Amanda Green-hawkins,,64,547,"1,178",876,699,671,260,247,176,145,100,108,73,75,27,All
Beth Tarasi,,,51,349,280,274,309,310,158,80,106,58,85,28,46,14,All
Omar Sabir,,,,112,705,255,91,151,63,21,16,60,14,31,10,7,All
Lisa Deeley,,,,,21,74,78,59,99,17,36,20,19,4,13,1,All
Kahlil Williams,,,,,,53,373,71,60,17,28,30,30,28,21,7,All
Jen Devor,,,,,,,60,68,38,122,38,25,42,11,11,3,All
Marwan Kreidie,,,,,,,,15,17,29,17,12,19,4,12,3,All
Annette Thompson,,,,,,,,,4,13,26,5,17,11,6,3,All
Luigi Borda,,,,,,,,,,6,16,15,7,1,5,8,All
Carla Cain,,,,,,,,,,,0,11,16,4,8,1,All
Dennis Lee,,,,,,,,,,,,3,1,6,8,8,All
Moira Bohannon,,,,,,,,,,,,,1,0,3,0,All
Lewis Harris Jr,,,,,,,,,,,,,,3,3,4,All
Robin Trent,,,,,,,,,,,,,,,0,1,All
Warren Bloom,,,,,,,,,,,,,,,,0,All
Total,"3,371","2,676","1,282","2,119","1,360","1,171","1,095",608,394,293,230,216,179,124,106,48,All
,Judge Of The Superior Court - Democrat,,,City Commissioners - Democrat,,,,,,,,,,,,,1
,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,Omar Sabir,Jen Devor,Kahlil Williams,Lisa Deeley,Marwan Kreidie,Annette Thompson,Luigi Borda,Carla Cain,Dennis Lee,Lewis Harris Jr,Moira Bohannon,Robin Trent,Warren Bloom,1
