col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,col_53,col_54,col_55,col_56,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Helen Gym,Isaiah Thomas,Derek S Green,Allan Domb,Adrián Rivera-reyes,Katherine Gilmore Richardson,Deja Lynn Alvarez,Willie Floyd Singletary,Erika Almirón,Ogbonna Paul Hagins,Billy Thompson,Justin Diberardinis,Eryn Santamoor,Sandra Dungee Glenn,Beth Finn,Fareed Abdullah,Asa Khalif,Fernando Treviño,Latrice Y Bryant,Ethelind Baylor,Hena Veit,Joseph A Diorio,Edwin Santana,Bobbie Curry,Wayne Allen,Devon Cade,Mark Ross,Wayne Edmund Dorsey,Vinny Black,Sherrie Cohen,Joshua Roberts,Jennifer Schultz,Carmella Jacquinto,Wendi Barish,Craig Levin,Anthony Kyriakakis,James C Crumlish,Tiffany Palmer,Cateria R Mccabe,Jon Marshall,Henry Mcgregor Sias,Leon Goodman,Terri M Booker,Kendra Mccrae,Sherman Toppin,Kay Yu,Nicola Serianni,Chris Hall,Beth Grossman,Janine D Momasso,Laurie Dow,Vicki Markovitz,Robert Trimble,Gregory Weyer,James F Berardinelli,All
Helen Gym,12,136,143,132,106,91,78,67,76,56,42,52,43,32,27,25,19,20,13,25,16,10,9,8,8,8,4,5,1,0,156,151,94,97,105,92,70,93,80,74,59,62,59,53,56,57,52,40,39,42,33,31,19,23,20,All
Isaiah Thomas,,6,184,159,32,117,15,19,53,9,34,34,15,31,15,16,20,6,15,19,7,6,5,5,10,6,5,7,3,0,134,65,127,97,35,112,85,65,73,17,93,60,62,50,51,34,29,29,19,17,23,14,10,7,15,All
Derek S Green,,,1,174,30,127,15,21,35,10,30,30,21,25,13,23,14,12,14,16,3,8,5,6,8,2,4,4,3,0,150,56,139,100,40,120,95,53,68,22,92,59,50,40,60,34,19,32,17,21,19,19,7,8,13,All
Allan Domb,,,,10,31,104,15,13,19,8,24,21,28,20,14,16,10,9,9,5,6,5,4,5,7,8,1,4,3,0,154,58,113,94,40,91,91,35,47,26,76,35,45,32,53,21,21,21,16,13,21,19,11,6,4,All
Adrián Rivera-reyes,,,,,5,16,70,56,33,52,19,22,23,8,10,12,7,21,10,9,12,9,11,3,2,4,3,3,4,0,81,114,32,43,75,34,48,45,25,62,15,28,27,25,13,24,30,18,18,16,12,19,14,10,7,All
Katherine Gilmore Richardson,,,,,,3,9,7,31,5,16,12,14,21,15,11,11,7,9,4,11,8,2,4,3,1,2,3,1,0,97,36,105,70,21,97,63,25,47,9,69,35,21,24,43,22,23,11,14,14,13,12,9,1,8,All
Deja Lynn Alvarez,,,,,,,2,53,21,48,6,7,12,7,8,4,9,17,7,3,5,3,9,3,2,4,2,0,1,0,65,74,20,26,53,20,21,24,12,49,8,21,12,11,8,12,20,13,14,10,9,13,8,6,9,All
Willie Floyd Singletary,,,,,,,,3,3,50,10,6,7,7,3,12,12,3,8,1,6,6,2,4,4,1,4,2,3,0,68,62,8,18,60,7,17,21,12,54,6,22,23,20,15,5,12,13,14,5,12,5,10,9,4,All
Erika Almirón,,,,,,,,,0,2,13,24,14,10,12,5,9,13,6,14,3,3,3,1,1,2,1,4,3,0,21,44,40,42,6,43,23,45,38,5,23,20,10,26,6,28,27,15,13,26,10,11,1,15,10,All
Ogbonna Paul Hagins,,,,,,,,,,2,2,2,6,3,2,3,2,2,3,3,8,0,0,1,1,2,0,0,0,0,53,55,5,10,46,7,15,8,5,44,5,9,8,6,11,0,6,3,4,3,6,2,7,4,3,All
Billy Thompson,,,,,,,,,,,1,1,5,13,4,7,3,2,7,1,1,4,3,3,4,2,0,2,1,0,26,23,24,24,19,19,14,18,25,17,9,26,19,16,6,8,11,12,4,9,6,5,8,4,2,All
Justin Diberardinis,,,,,,,,,,,,0,12,5,6,1,5,7,1,16,3,3,0,3,0,1,2,4,0,0,20,32,18,25,13,22,18,31,20,11,11,12,15,14,7,23,16,12,8,12,7,7,0,1,6,All
Eryn Santamoor,,,,,,,,,,,,,1,3,8,3,2,8,4,1,10,3,2,2,0,1,0,0,1,0,22,22,11,22,13,19,19,17,2,14,5,12,11,13,9,11,10,11,7,7,8,6,5,3,4,All
Sandra Dungee Glenn,,,,,,,,,,,,,,2,5,5,9,2,8,1,4,2,3,1,2,1,0,0,0,0,15,20,28,15,11,12,14,23,16,6,3,24,23,20,14,10,7,7,8,9,15,6,6,3,4,All
