col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,City Commissioners - Democrat,,,,,,,,,,,,,All
,Helen Gym,Isaiah Thomas,Allan Domb,Derek S Green,Katherine Gilmore Richardson,Adrián Rivera-reyes,Willie Floyd Singletary,Deja Lynn Alvarez,Sandra Dungee Glenn,Erika Almirón,Ogbonna Paul Hagins,Ethelind Baylor,Fareed Abdullah,Eryn Santamoor,Asa Khalif,Justin Diberardinis,Billy Thompson,Latrice Y Bryant,Fernando Treviño,Beth Finn,Joseph A Diorio,Wayne Edmund Dorsey,Wayne Allen,Hena Veit,Edwin Santana,Bobbie Curry,Mark Ross,Devon Cade,Vinny Black,Sherrie Cohen,Omar Sabir,Lisa Deeley,Kahlil Williams,Marwan Kreidie,Annette Thompson,Dennis Lee,Lewis Harris Jr,Carla Cain,Luigi Borda,Robin Trent,Jen Devor,Warren Bloom,Moira Bohannon,All
Helen Gym,101,"1,423","1,350","1,246","1,050",417,328,283,228,348,283,296,106,166,112,158,103,98,78,79,50,46,44,63,39,37,19,33,25,0,"1,977","1,487",416,271,173,111,80,60,31,43,42,22,18,All
Isaiah Thomas,,28,"1,207","1,209",981,87,102,76,204,283,41,290,117,64,101,106,73,96,28,32,25,42,38,25,24,18,24,30,24,0,"1,356","1,002",300,63,118,77,77,36,17,36,23,19,9,All
Allan Domb,,,65,"1,200","1,018",104,104,74,198,65,32,51,100,137,77,105,64,56,42,44,44,41,34,23,25,27,26,24,32,0,"1,298","1,021",326,58,98,72,84,43,33,30,30,25,15,All
Derek S Green,,,,12,"1,000",61,84,53,173,79,24,95,105,87,87,113,74,74,22,28,11,41,40,7,13,16,15,12,17,0,"1,231",931,297,32,95,89,73,28,14,32,20,15,9,All
Katherine Gilmore Richardson,,,,,6,47,43,47,121,67,26,45,42,72,48,56,48,42,23,40,24,23,21,27,9,11,14,12,13,0,"1,044",872,173,39,79,52,50,27,16,26,25,11,10,All
Adrián Rivera-reyes,,,,,,17,296,253,41,34,246,11,28,43,37,24,35,41,44,41,18,12,18,23,18,11,6,6,12,0,402,263,87,284,60,37,25,16,21,12,16,6,7,All
Willie Floyd Singletary,,,,,,,24,278,35,27,226,12,42,39,28,8,44,43,26,14,23,11,23,23,9,15,14,6,14,0,438,219,93,194,58,34,31,13,15,14,3,8,6,All
Deja Lynn Alvarez,,,,,,,,23,23,27,221,16,25,41,27,11,21,30,30,22,24,8,14,23,6,8,8,8,10,0,346,207,69,169,32,36,16,15,17,6,6,3,3,All
Sandra Dungee Glenn,,,,,,,,,4,70,18,27,58,31,40,43,35,45,24,29,16,14,8,23,24,12,5,8,8,0,255,122,112,13,63,78,28,45,4,15,9,4,6,All
Erika Almirón,,,,,,,,,,7,11,195,23,29,27,28,30,36,29,32,11,12,6,17,7,7,8,7,4,0,189,118,105,23,49,24,17,27,9,13,23,4,6,All
Ogbonna Paul Hagins,,,,,,,,,,,13,10,18,25,17,5,13,11,11,5,15,5,4,9,2,5,6,5,2,0,267,158,32,163,24,24,9,7,12,4,4,4,1,All
Ethelind Baylor,,,,,,,,,,,,3,29,8,18,42,26,19,1,9,2,3,12,3,5,4,2,5,2,0,163,115,46,22,33,24,15,13,1,8,5,6,3,All
Fareed Abdullah,,,,,,,,,,,,,1,22,85,15,29,33,4,7,4,8,16,7,9,9,7,15,12,0,184,56,92,15,37,29,26,16,4,12,5,2,2,All
Eryn Santamoor,,,,,,,,,,,,,,0,21,39,25,26,31,18,17,5,5,20,8,12,9,9,7,0,126,61,103,24,41,37,14,21,20,13,24,3,5,All
Asa Khalif,,,,,,,,,,,,,,,1,18,21,36,12,15,6,8,16,11,9,9,10,12,11,0,153,50,102,9,37,22,27,14,5,14,8,9,7,All
Justin Diberardinis,,,,,,,,,,,,,,,,6,16,8,24,12,26,5,8,2,16,10,3,3,7,0,111,97,68,12,26,37,12,19,15,7,11,4,4,All
Billy Thompson,,,,,,,,,,,,,,,,,3,23,16,11,22,13,20,13,10,8,13,12,10,0,119,44,71,21,47,56,23,6,11,11,3,8,4,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,,1,10,19,4,10,12,19,11,13,9,11,7,0,118,67,62,17,59,21,19,28,10,8,6,2,6,All
Fernando Treviño,,,,,,,,,,,,,,,,,,,0,17,34,2,3,16,20,4,6,1,5,0,67,37,39,27,9,32,10,21,20,4,18,5,1,All
Beth Finn,,,,,,,,,,,,,,,,,,,,0,10,6,4,11,9,8,6,2,6,0,53,54,27,26,30,11,17,20,11,10,6,3,8,All
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,3,5,3,9,16,6,12,8,7,0,43,34,25,15,18,27,8,14,23,5,4,7,4,All
