col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,All
,Helen Gym,Allan Domb,Eryn Santamoor,Justin Diberardinis,Derek S Green,Erika Almirón,Katherine Gilmore Richardson,Adrián Rivera-reyes,Isaiah Thomas,Deja Lynn Alvarez,Beth Finn,Fernando Treviño,Sandra Dungee Glenn,Ethelind Baylor,Ogbonna Paul Hagins,Willie Floyd Singletary,Asa Khalif,Hena Veit,Latrice Y Bryant,Joseph A Diorio,Fareed Abdullah,Billy Thompson,Mark Ross,Edwin Santana,Bobbie Curry,Wayne Allen,Vinny Black,Devon Cade,Wayne Edmund Dorsey,Sherrie Cohen,Malika Rahman,Rochelle Bilal,Jewell Williams,Larry King Sr,All
Helen Gym,46,"2,473","2,735","2,518","1,975","1,339",900,722,621,480,503,516,270,264,164,111,114,109,77,67,84,66,46,40,44,35,28,42,13,0,"2,496","1,386",226,122,All
Allan Domb,,166,"2,195","1,914","1,699",367,467,251,361,153,287,248,167,53,47,46,51,55,37,91,51,66,66,38,40,35,44,38,21,0,"1,828",686,242,162,All
Eryn Santamoor,,,13,"2,027","1,768",730,758,365,319,198,299,454,143,56,45,27,32,58,58,27,32,37,29,27,25,27,21,20,7,0,"2,169",721,155,76,All
Justin Diberardinis,,,,19,"1,678",684,339,374,548,190,214,203,99,187,40,15,34,25,32,52,33,25,34,21,19,15,21,17,3,0,"1,724",840,147,85,All
Derek S Green,,,,,4,387,390,193,389,156,120,105,79,56,27,18,43,12,21,19,34,33,12,18,12,15,8,10,10,0,"1,522",520,130,72,All
Erika Almirón,,,,,,1,444,287,331,199,215,271,127,196,32,5,49,39,46,7,18,11,7,21,16,7,3,6,4,0,718,633,66,17,All
Katherine Gilmore Richardson,,,,,,,3,137,152,93,174,274,135,47,33,13,29,37,37,16,26,24,19,21,13,15,6,19,3,0,607,368,73,60,All
Adrián Rivera-reyes,,,,,,,,17,131,339,138,120,55,70,121,83,50,28,30,26,26,26,12,29,13,8,18,8,3,0,366,508,58,40,All
Isaiah Thomas,,,,,,,,,1,62,65,57,82,151,20,25,38,16,19,12,35,29,11,11,6,7,10,16,7,0,271,422,94,45,All
Deja Lynn Alvarez,,,,,,,,,,8,100,67,45,52,113,76,42,36,39,17,16,13,7,19,7,9,11,2,4,0,253,353,48,15,All
Beth Finn,,,,,,,,,,,6,44,116,41,24,12,26,58,44,26,24,30,28,11,23,15,17,6,5,0,250,302,67,40,All
Fernando Treviño,,,,,,,,,,,,1,19,21,18,7,15,11,12,15,27,16,8,20,9,5,10,5,3,0,404,184,19,25,All
Sandra Dungee Glenn,,,,,,,,,,,,,0,25,12,8,30,34,32,24,16,16,8,7,17,6,8,7,4,0,144,178,56,20,All
Ethelind Baylor,,,,,,,,,,,,,,0,11,0,12,14,16,4,9,8,1,5,2,6,1,5,3,0,102,183,23,7,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,,2,64,11,9,6,4,9,6,0,7,5,1,4,1,3,0,76,112,20,9,All
Willie Floyd Singletary,,,,,,,,,,,,,,,,2,8,6,10,12,7,15,6,4,5,8,5,4,5,0,59,80,25,13,All
Asa Khalif,,,,,,,,,,,,,,,,,0,18,19,4,35,4,5,8,4,5,6,2,1,0,87,56,22,5,All
Hena Veit,,,,,,,,,,,,,,,,,,0,19,11,9,10,6,5,9,5,9,6,5,0,57,70,27,7,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,0,8,16,8,4,8,5,5,8,8,2,0,67,53,26,10,All
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,0,6,19,10,6,11,7,16,11,4,0,34,48,22,33,All
Fareed Abdullah,,,,,,,,,,,,,,,,,,,,,1,11,6,9,6,6,7,10,3,0,64,37,33,9,All
Billy Thompson,,,,,,,,,,,,,,,,,,,,,,1,7,7,10,12,6,5,7,0,40,41,30,25,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,1,6,16,9,4,3,5,0,24,31,14,24,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,2,6,9,1,2,2,0,37,32,13,12,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,0,8,4,4,2,0,27,30,14,13,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,7,0,24,23,13,12,All
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,0,0,31,19,15,7,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,23,23,16,6,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,9,9,10,9,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,All
Malika Rahman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,0,0,0,All
Rochelle Bilal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,0,0,All
Jewell Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,All
