col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,division
,District Council 1st District - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Mark F Squilla,Lou Lanni,Nicola Serianni,Jennifer Schultz,Anthony Kyriakakis,Tiffany Palmer,James C Crumlish,Joshua Roberts,Wendi Barish,Henry Mcgregor Sias,Kay Yu,Carmella Jacquinto,Cateria R Mccabe,Beth Grossman,Craig Levin,Chris Hall,Janine D Momasso,James F Berardinelli,Kendra Mccrae,Vicki Markovitz,Laurie Dow,Jon Marshall,Leon Goodman,Terri M Booker,Robert Trimble,Sherman Toppin,Gregory Weyer,All
Mark F Squilla,740,0,"1,288","1,068","1,259","1,085","1,098",777,711,752,683,698,568,559,568,398,312,331,290,251,220,187,202,185,127,86,57,All
Lou Lanni,,69,186,326,139,207,142,121,173,80,140,98,93,148,125,89,91,62,80,86,76,79,52,49,42,30,20,All
Nicola Serianni,,,13,637,674,587,510,439,494,457,367,392,410,268,215,77,277,180,129,125,121,101,71,77,48,31,26,All
Jennifer Schultz,,,,18,388,670,235,188,494,218,416,179,447,311,236,150,230,98,177,162,141,142,90,80,61,40,21,All
Anthony Kyriakakis,,,,,6,744,779,412,289,606,434,390,298,171,164,404,56,142,94,75,47,31,71,37,45,43,23,All
Tiffany Palmer,,,,,,3,408,51,537,388,603,148,459,196,91,380,202,108,178,136,124,21,73,82,28,22,27,All
James C Crumlish,,,,,,,8,536,200,405,134,401,115,198,237,358,35,111,70,61,66,79,98,53,47,25,14,All
Joshua Roberts,,,,,,,,15,95,332,33,358,86,103,236,33,15,47,50,24,24,134,61,42,27,48,5,All
Wendi Barish,,,,,,,,,2,184,255,141,262,228,112,103,202,70,148,143,137,49,72,75,41,20,15,All
Henry Mcgregor Sias,,,,,,,,,,10,274,326,229,68,86,75,36,49,58,37,29,19,37,32,25,31,24,All
Kay Yu,,,,,,,,,,,10,108,307,106,51,144,66,76,113,77,68,20,46,54,20,24,29,All
Carmella Jacquinto,,,,,,,,,,,,6,129,139,90,45,81,71,100,76,79,20,51,72,31,30,14,All
Cateria R Mccabe,,,,,,,,,,,,,1,83,31,35,180,53,77,52,51,21,40,35,24,30,11,All
Beth Grossman,,,,,,,,,,,,,,6,129,78,93,121,135,148,140,47,72,72,41,20,22,All
Craig Levin,,,,,,,,,,,,,,,15,51,42,85,38,53,32,130,66,48,54,23,9,All
Chris Hall,,,,,,,,,,,,,,,,0,16,82,55,44,39,16,33,20,32,15,6,All
Janine D Momasso,,,,,,,,,,,,,,,,,2,97,73,63,57,13,26,45,29,18,15,All
James F Berardinelli,,,,,,,,,,,,,,,,,,4,46,48,27,23,37,18,40,17,23,All
Kendra Mccrae,,,,,,,,,,,,,,,,,,,0,75,74,16,35,46,25,25,6,All
Vicki Markovitz,,,,,,,,,,,,,,,,,,,,0,76,18,28,31,26,16,11,All
Laurie Dow,,,,,,,,,,,,,,,,,,,,,1,17,24,39,25,9,3,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,12,38,16,21,16,4,All
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,1,50,30,22,11,All
