col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,col_53,col_54,col_55,col_56,division
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20,15,19,9,17,11,8,13,All
Chris Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,9,23,1,21,4,10,All
Kay Yu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,11,13,9,12,4,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,10,17,9,7,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,15,8,13,All
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,2,5,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,All
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,527,409,300,269,236,234,197,194,175,173,132,112,109,98,92,91,80,76,64,62,60,53,50,49,48,46,46,35,24,0,521,320,287,256,252,241,208,193,186,183,173,161,147,142,137,116,116,111,104,104,101,92,83,50,36,All
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Jennifer Schultz,Craig Levin,Tiffany Palmer,Joshua Roberts,Nicola Serianni,Kendra Mccrae,Jon Marshall,Wendi Barish,Beth Grossman,Kay Yu,Anthony Kyriakakis,Chris Hall,James C Crumlish,Robert Trimble,Carmella Jacquinto,Janine D Momasso,Laurie Dow,Leon Goodman,James F Berardinelli,Terri M Booker,Vicki Markovitz,Henry Mcgregor Sias,Sherman Toppin,Cateria R Mccabe,Gregory Weyer,Helen Gym,Adrián Rivera-reyes,Deja Lynn Alvarez,Isaiah Thomas,Eryn Santamoor,Katherine Gilmore Richardson,Allan Domb,Ogbonna Paul Hagins,Derek S Green,Latrice Y Bryant,Willie Floyd Singletary,Erika Almirón,Fareed Abdullah,Billy Thompson,Ethelind Baylor,Asa Khalif,Beth Finn,Joseph A Diorio,Fernando Treviño,Hena Veit,Justin Diberardinis,Sandra Dungee Glenn,Bobbie Curry,Devon Cade,Edwin Santana,Mark Ross,Wayne Allen,Sherrie Cohen,Vinny Black,Wayne Edmund Dorsey,1
Jennifer Schultz,0,5,6,3,5,5,5,5,3,3,2,1,3,3,1,3,2,1,0,3,2,0,1,1,0,10,8,6,6,3,4,3,5,1,5,3,1,4,2,2,1,3,1,1,2,0,2,0,1,0,1,0,0,0,0,1
Craig Levin,,1,1,4,3,1,4,0,2,2,1,1,3,1,1,0,1,2,1,2,2,0,0,0,1,5,5,5,0,1,3,1,5,1,1,5,0,1,2,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1
Tiffany Palmer,,,0,2,3,7,3,4,2,3,4,4,2,3,1,1,2,0,1,1,1,2,1,1,0,7,3,2,6,3,4,4,1,4,4,0,3,3,1,1,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1
Joshua Roberts,,,,0,4,3,4,1,2,1,0,1,4,3,0,0,0,3,1,0,2,1,0,0,0,5,4,5,1,2,1,1,4,2,0,3,1,0,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1
Nicola Serianni,,,,,0,2,2,1,3,4,1,1,2,2,3,2,1,1,2,1,3,1,1,1,0,6,2,6,4,2,1,2,3,2,1,2,1,2,0,2,2,1,1,0,2,1,0,0,0,1,0,0,0,0,0,1
Kendra Mccrae,,,,,,0,4,3,1,1,2,2,0,2,0,0,1,1,0,2,0,1,1,1,0,5,2,3,5,2,3,2,1,3,3,0,1,3,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
Jon Marshall,,,,,,,0,1,0,0,2,2,2,1,0,0,0,0,0,1,0,0,1,0,0,4,3,5,2,1,2,2,3,2,1,3,0,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Wendi Barish,,,,,,,,0,3,2,2,1,2,1,1,2,4,1,0,0,0,1,0,0,0,5,3,3,3,4,3,2,0,1,3,0,2,1,1,2,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1
Beth Grossman,,,,,,,,,0,3,1,1,2,0,1,1,3,1,2,0,3,1,0,0,0,3,1,3,1,4,4,1,1,0,1,0,2,0,0,2,0,2,0,1,1,1,1,0,0,0,0,0,0,0,0,1
Kay Yu,,,,,,,,,,0,1,0,0,1,1,2,2,0,0,0,2,1,0,0,0,4,0,3,1,3,3,3,1,1,0,0,1,1,1,1,2,2,1,0,2,0,1,1,0,0,0,0,0,0,0,1
Anthony Kyriakakis,,,,,,,,,,,0,2,2,1,1,0,1,0,2,1,0,1,0,0,0,1,1,1,3,1,3,1,0,1,1,0,2,2,0,1,1,0,0,1,0,2,0,0,1,1,0,0,0,0,0,1
Chris Hall,,,,,,,,,,,,0,2,1,1,1,2,1,2,1,0,0,2,0,1,3,1,0,3,3,3,3,0,4,0,0,1,2,2,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
James C Crumlish,,,,,,,,,,,,,0,1,0,0,1,2,1,0,1,0,0,0,0,2,3,2,1,2,2,1,2,1,0,2,1,0,1,0,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,1
Robert Trimble,,,,,,,,,,,,,,0,2,0,0,1,1,1,0,0,0,0,0,2,1,1,3,2,1,1,1,2,1,0,0,0,1,0,1,1,2,1,0,1,1,0,0,1,1,0,0,0,0,1
Carmella Jacquinto,,,,,,,,,,,,,,,1,1,1,1,1,0,0,0,1,0,0,3,1,1,2,2,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
Janine D Momasso,,,,,,,,,,,,,,,,0,1,1,0,0,1,0,1,0,0,4,1,1,1,2,1,1,0,1,2,0,1,2,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
Laurie Dow,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,0,1,4,1,1,2,3,3,2,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
Leon Goodman,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,0,0,2,1,0,1,2,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
James F Berardinelli,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,2,0,1,1,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,1
Terri M Booker,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,2,1,1,2,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
Vicki Markovitz,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,1,2,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,2,1,0,1,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cateria R Mccabe,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Helen Gym,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,3,5,3,3,5,2,4,3,3,2,1,1,1,1,1,0,1,0,2,0,0,0,0,0,0,0,0,1
Adrián Rivera-reyes,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,1,0,0,0,4,0,3,2,2,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
Deja Lynn Alvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,1,5,1,1,3,3,1,0,2,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1
Isaiah Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,3,0,4,3,0,0,3,1,1,2,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
Eryn Santamoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,3,0,2,1,0,1,1,2,1,0,2,1,2,0,1,1,1,0,0,0,0,0,0,0,1
Katherine Gilmore Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,2,1,0,1,1,1,0,1,2,0,1,1,1,1,1,1,0,0,0,0,0,0,1
Allan Domb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,0,0,0,2,2,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
Ogbonna Paul Hagins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
Derek S Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Willie Floyd Singletary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Erika Almirón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
Fareed Abdullah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
Billy Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1
Ethelind Baylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Asa Khalif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Beth Finn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Fernando Treviño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1
Hena Veit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1
Justin Diberardinis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,1
Sandra Dungee Glenn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,22,13,12,10,10,9,8,8,7,7,6,6,6,6,5,5,5,5,4,4,4,3,2,1,1,18,12,12,11,8,8,7,7,6,6,6,5,5,4,4,3,3,3,2,2,2,2,1,1,1,1,1,0,0,0,1
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,Jennifer Schultz,Craig Levin,Beth Grossman,Jon Marshall,Nicola Serianni,Cateria R Mccabe,Joshua Roberts,Vicki Markovitz,James C Crumlish,Kendra Mccrae,Wendi Barish,Chris Hall,Henry Mcgregor Sias,Robert Trimble,Tiffany Palmer,Anthony Kyriakakis,Gregory Weyer,Laurie Dow,Leon Goodman,Carmella Jacquinto,Janine D Momasso,Kay Yu,Sherman Toppin,Terri M Booker,James F Berardinelli,Allan Domb,Helen Gym,Adrián Rivera-reyes,Deja Lynn Alvarez,Willie Floyd Singletary,Eryn Santamoor,Billy Thompson,Fernando Treviño,Katherine Gilmore Richardson,Isaiah Thomas,Ogbonna Paul Hagins,Asa Khalif,Beth Finn,Derek S Green,Erika Almirón,Joseph A Diorio,Latrice Y Bryant,Sandra Dungee Glenn,Devon Cade,Bobbie Curry,Fareed Abdullah,Justin Diberardinis,Mark Ross,Vinny Black,Wayne Allen,Edwin Santana,Hena Veit,Wayne Edmund Dorsey,Ethelind Baylor,Sherrie Cohen,2
Jennifer Schultz,0,7,6,3,2,3,3,5,2,3,4,0,1,1,2,1,1,3,1,0,1,2,0,0,0,6,6,4,5,4,4,1,3,3,4,3,2,1,2,2,1,2,3,1,1,0,0,2,1,0,1,0,1,0,0,2
Craig Levin,,0,4,3,0,3,2,1,2,1,1,1,1,0,2,1,2,2,2,0,0,1,0,0,0,4,3,4,2,5,2,2,2,1,3,2,0,1,0,1,1,2,1,1,2,1,1,1,1,0,0,0,1,0,0,2
Beth Grossman,,,0,2,2,2,0,3,2,1,2,1,2,1,1,2,1,2,2,0,0,2,0,1,0,5,3,0,1,1,4,3,2,2,1,0,1,2,2,2,1,1,1,0,2,0,1,1,1,1,1,0,1,0,0,2
Jon Marshall,,,,1,2,1,2,1,0,0,1,1,0,0,0,0,0,0,2,0,1,1,0,1,0,2,3,3,2,3,0,2,0,0,1,2,2,0,1,0,2,1,2,0,0,1,0,0,0,2,0,0,0,0,0,2
Nicola Serianni,,,,,0,3,2,1,2,2,1,2,2,2,0,0,0,0,1,1,2,1,1,1,0,3,1,2,2,0,1,1,2,0,1,1,3,1,1,2,1,1,2,1,0,1,1,0,0,2,1,1,0,0,0,2
Cateria R Mccabe,,,,,,0,2,2,2,1,2,0,2,1,0,2,2,1,0,0,2,0,1,0,0,6,0,0,0,1,1,3,0,0,2,1,2,1,0,0,1,1,2,2,2,1,1,1,0,1,0,0,1,0,0,2
Joshua Roberts,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,3,2,3,2,0,0,0,0,1,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
Vicki Markovitz,,,,,,,,0,1,2,4,0,1,1,2,2,1,2,0,0,1,0,0,0,0,4,3,1,1,0,3,1,1,3,1,0,2,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,2
James C Crumlish,,,,,,,,,1,1,2,1,2,1,0,2,0,1,0,0,0,0,0,0,0,3,2,2,1,1,3,1,1,1,1,0,0,2,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,2
