col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,division
,District Council 1st District - Democrat,,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Mark F Squilla,Lou Lanni,Helen Gym,Allan Domb,Adrián Rivera-reyes,Deja Lynn Alvarez,Derek S Green,Justin Diberardinis,Isaiah Thomas,Katherine Gilmore Richardson,Eryn Santamoor,Beth Finn,Erika Almirón,Willie Floyd Singletary,Ogbonna Paul Hagins,Sandra Dungee Glenn,Joseph A Diorio,Fernando Treviño,Billy Thompson,Bobbie Curry,Wayne Edmund Dorsey,Mark Ross,Vinny Black,Edwin Santana,Ethelind Baylor,Hena Veit,Latrice Y Bryant,Fareed Abdullah,Asa Khalif,Wayne Allen,Devon Cade,Sherrie Cohen,All
Mark F Squilla,32,0,170,116,67,54,77,74,58,61,42,35,40,28,26,28,31,19,29,19,19,14,16,12,14,10,13,7,7,9,4,0,All
Lou Lanni,,10,66,16,43,45,9,12,13,15,15,22,11,25,26,14,12,15,6,8,6,10,5,6,3,8,4,5,6,4,3,0,All
Helen Gym,,,4,81,59,51,66,44,58,58,35,26,32,33,38,22,16,11,15,9,7,7,5,6,16,12,5,5,5,4,3,0,All
Allan Domb,,,,11,10,12,47,39,37,41,18,20,9,6,4,18,18,4,15,10,8,8,8,2,3,8,3,4,3,1,4,0,All
Adrián Rivera-reyes,,,,,1,55,10,6,9,6,15,8,16,31,35,7,5,20,6,2,2,3,5,9,3,2,3,4,5,2,1,0,All
Deja Lynn Alvarez,,,,,,1,9,13,5,7,13,10,17,30,35,4,8,15,5,4,6,2,3,7,2,2,4,3,4,4,1,0,All
Derek S Green,,,,,,,2,29,41,39,8,5,16,2,2,6,8,2,6,6,6,2,4,4,9,0,4,1,3,2,0,0,All
Justin Diberardinis,,,,,,,,0,16,18,17,14,13,1,1,9,13,3,9,11,4,7,7,2,8,1,1,2,2,3,1,0,All
Isaiah Thomas,,,,,,,,,7,35,3,6,11,1,2,11,6,4,4,0,2,6,4,3,11,0,4,4,1,2,3,0,All
Katherine Gilmore Richardson,,,,,,,,,,1,17,16,8,1,1,13,9,4,6,5,5,4,1,1,2,8,3,1,2,1,0,0,All
Eryn Santamoor,,,,,,,,,,,0,12,16,2,3,7,6,9,7,8,3,5,5,5,1,4,5,2,5,4,0,0,All
Beth Finn,,,,,,,,,,,,0,10,3,1,13,13,3,10,7,7,6,6,3,0,8,4,3,3,2,2,0,All
Erika Almirón,,,,,,,,,,,,,0,2,0,7,7,9,2,1,3,1,1,4,8,2,3,3,2,3,2,0,All
Willie Floyd Singletary,,,,,,,,,,,,,,0,26,0,3,6,6,0,4,1,2,0,0,1,4,1,1,0,0,0,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,,0,1,3,6,3,0,3,2,3,0,0,2,3,0,1,2,0,0,All
Sandra Dungee Glenn,,,,,,,,,,,,,,,,1,6,1,0,6,7,6,4,1,0,5,1,4,2,3,2,0,All
Joseph A Diorio,,,,,,,,,,,,,,,,,0,3,7,10,3,8,6,3,2,1,4,3,1,2,4,0,All
Fernando Treviño,,,,,,,,,,,,,,,,,,1,4,1,3,1,2,9,1,1,2,1,1,0,0,0,All
Billy Thompson,,,,,,,,,,,,,,,,,,,0,8,8,4,2,3,0,2,2,0,1,0,0,0,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,0,3,4,2,1,1,2,0,0,0,6,2,0,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,0,8,0,3,2,3,1,0,2,3,0,0,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,,0,4,2,1,1,1,1,2,1,1,0,All
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,5,0,2,2,0,0,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,2,2,4,1,0,0,All
Ethelind Baylor,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,1,0,0,All
Hena Veit,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,2,0,0,0,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,All
Fareed Abdullah,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,All
Asa Khalif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,360,132,257,157,120,106,96,92,86,83,66,60,57,56,54,51,48,39,37,28,27,26,24,22,19,19,18,15,14,14,8,0,All
,District Council 1st District - Democrat,,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
